Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 0:11:17,,
Header Version:,1,,
System Temp hundredths:,2955,,
Detector Temp hundredths:,2785,,
Humidity hundredths:,4237,,
Lamp PD:,3681,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,32,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.364772,21515.000000,9289.000000
904.302718,0.376870,24552.000000,10309.000000
908.203423,0.363817,27294.000000,11810.000000
912.099965,0.390117,30233.000000,12313.000000
917.288880,0.392465,35154.000000,14240.000000
921.175709,0.388717,39950.000000,16323.000000
925.058377,0.368402,46021.000000,19704.000000
928.936881,0.372425,52998.000000,22482.000000
932.811223,0.371736,60222.000000,25587.000000
936.681403,0.364793,67147.000000,28989.000000
940.547420,0.356049,73468.000000,32363.000000
944.409274,0.353005,79411.000000,35227.000000
948.266966,0.346682,85015.000000,38266.000000
952.120496,0.342372,90779.000000,41268.000000
955.969862,0.333171,96657.000000,44881.000000
961.095876,0.328398,104792.000000,49196.000000
964.935531,0.322576,111238.000000,52927.000000
968.771023,0.319056,118062.000000,56631.000000
972.602352,0.303173,124925.000000,62155.000000
976.429518,0.301748,131994.000000,65888.000000
980.252523,0.293314,138967.000000,70729.000000
984.071364,0.290887,145920.000000,74684.000000
987.886043,0.285238,152894.000000,79278.000000
991.696560,0.278193,159155.000000,83874.000000
995.502914,0.273533,164870.000000,87823.000000
999.305106,0.268910,170645.000000,91872.000000
1004.368219,0.261330,177445.000000,97215.000000
1008.160698,0.258740,181697.000000,100140.000000
1011.949015,0.253297,185254.000000,103388.000000
1015.733168,0.250605,188105.000000,105632.000000
1019.513160,0.245611,190373.000000,108142.000000
1023.288989,0.243947,191858.000000,109404.000000
1027.060655,0.240054,192972.000000,111030.000000
1030.828159,0.237746,193493.000000,111923.000000
1034.591500,0.234429,193678.000000,112889.000000
1038.350679,0.230276,193541.000000,113893.000000
1042.105695,0.228698,193076.000000,114033.000000
1047.105908,0.226873,192145.000000,113961.000000
1050.851212,0.224041,191816.000000,114510.000000
1054.592353,0.219871,191081.000000,115172.000000
1058.329331,0.219031,190177.000000,114849.000000
1062.062147,0.217725,189720.000000,114918.000000
1065.790801,0.214596,189694.000000,115733.000000
1069.515292,0.211367,189652.000000,116571.000000
1073.235620,0.210758,189448.000000,116609.000000
1076.951786,0.208749,189405.000000,117123.000000
1080.663789,0.206178,189835.000000,118086.000000
1084.371630,0.204280,190358.000000,118930.000000
1089.308943,0.200498,190410.000000,120003.000000
1093.007071,0.200903,190988.000000,120255.000000
1096.701037,0.200240,191821.000000,120964.000000
1100.390840,0.198256,192263.000000,121798.000000
1104.076481,0.198166,192389.000000,121903.000000
1107.757959,0.198446,192652.000000,121991.000000
1111.435274,0.196819,193082.000000,122722.000000
1115.108427,0.196235,193234.000000,122984.000000
1118.777418,0.194241,193156.000000,123500.000000
1122.442246,0.193101,193177.000000,123838.000000
1126.102912,0.191367,193066.000000,124262.000000
1130.977324,0.191724,192839.000000,124014.000000
1134.628277,0.189103,192878.000000,124790.000000
1138.275067,0.188686,192903.000000,124926.000000
1141.917695,0.188520,192829.000000,124926.000000
1145.556160,0.187082,192832.000000,125342.000000
1149.190463,0.185331,192718.000000,125774.000000
1152.820603,0.185267,192844.000000,125875.000000
1156.446581,0.184341,193132.000000,126332.000000
1160.068396,0.184038,193399.000000,126595.000000
1163.686049,0.184210,193754.000000,126777.000000
1167.299539,0.183159,194327.000000,127460.000000
1172.111051,0.182417,195511.000000,128456.000000
1175.714828,0.183292,196715.000000,128987.000000
1179.314443,0.181633,198057.000000,130364.000000
1182.909896,0.181152,199867.000000,131701.000000
1186.501186,0.183304,201952.000000,132417.000000
1190.088313,0.184702,204430.000000,133611.000000
1193.671278,0.183654,206898.000000,135551.000000
1197.250081,0.184248,209514.000000,137077.000000
1200.824720,0.185357,212014.000000,138359.000000
1204.395198,0.184895,215006.000000,140461.000000
1207.961512,0.185613,218192.000000,142307.000000
1212.710124,0.188349,222697.000000,144333.000000
1216.266726,0.187352,226129.000000,146894.000000
1219.819166,0.186533,229879.000000,149612.000000
1223.367443,0.187010,233734.000000,151954.000000
1226.911558,0.186720,237415.000000,154450.000000
1230.451510,0.185092,241303.000000,157569.000000
1233.987299,0.184355,245662.000000,160688.000000
1237.518926,0.185074,249852.000000,163158.000000
1241.046391,0.183558,254116.000000,166523.000000
1244.569693,0.181907,258582.000000,170095.000000
1248.088832,0.181153,263190.000000,173427.000000
1252.774543,0.181285,269335.000000,177422.000000
1256.283970,0.182849,273320.000000,179400.000000
1259.789234,0.183049,277310.000000,181935.000000
1263.290336,0.181429,280944.000000,185008.000000
1266.787275,0.181067,284632.000000,187593.000000
1270.280052,0.179424,288252.000000,190699.000000
1273.768666,0.179271,293327.000000,194125.000000
1277.253118,0.176908,300332.000000,199845.000000
1280.733407,0.175783,308094.000000,205542.000000
1284.209534,0.174980,315432.000000,210827.000000
1287.681498,0.174047,322096.000000,215744.000000
1292.304308,0.174031,330682.000000,221503.000000
1295.766560,0.174019,336095.000000,225135.000000
1299.224649,0.173512,340804.000000,228556.000000
1302.678575,0.173687,345564.000000,231655.000000
1306.128339,0.173941,349871.000000,234405.000000
1309.573940,0.174414,353450.000000,236545.000000
1313.015379,0.173798,356528.000000,238944.000000
1316.452656,0.173811,359525.000000,240945.000000
1319.885770,0.174316,362042.000000,242350.000000
1323.314721,0.174225,363642.000000,243472.000000
1326.739510,0.174414,364791.000000,244135.000000
1331.299419,0.174840,366507.000000,245043.000000
1334.714496,0.174271,367277.000000,245880.000000
1338.125409,0.174961,367127.000000,245389.000000
1341.532160,0.174498,366818.000000,245444.000000
1344.934749,0.175598,366614.000000,244687.000000
1348.333175,0.175688,365783.000000,244082.000000
1351.727439,0.176480,364092.000000,242511.000000
1355.117540,0.177160,362052.000000,240775.000000
1358.503478,0.177422,359698.000000,239065.000000
1361.885254,0.177495,357366.000000,237475.000000
1365.262867,0.177372,354755.000000,235807.000000
1369.759877,0.179011,350829.000000,232319.000000
1373.127778,0.178796,348269.000000,230738.000000
1376.491516,0.180522,346275.000000,228507.000000
1379.851092,0.181528,344852.000000,227041.000000
1383.206505,0.182825,344168.000000,225915.000000
1386.557756,0.185704,344279.000000,224495.000000
1389.904844,0.188354,344388.000000,223200.000000
1393.247769,0.187858,344098.000000,223267.000000
1396.586533,0.189338,343654.000000,222220.000000
1399.921133,0.190108,343280.000000,221585.000000
1403.251571,0.192301,342962.000000,220265.000000
1407.685680,0.197064,342297.000000,217440.000000
1411.006406,0.202335,342159.000000,214730.000000
1414.322969,0.206244,341982.000000,212696.000000
1417.635369,0.210690,341763.000000,210395.000000
1420.943607,0.215046,341440.000000,208098.000000
1424.247682,0.218759,341371.000000,206285.000000
1427.547595,0.223324,341580.000000,204253.000000
1430.843345,0.227424,341810.000000,202470.000000
1434.134933,0.228714,341660.000000,201781.000000
1437.422358,0.231623,341831.000000,200534.000000
1440.705621,0.234198,341912.000000,199396.000000
1445.076830,0.238226,342009.000000,197611.000000
1448.350380,0.241545,341676.000000,195916.000000
1451.619767,0.243367,341251.000000,194853.000000
1454.884993,0.245024,340627.000000,193756.000000
1458.146055,0.245134,339855.000000,193268.000000
1461.402955,0.244405,338987.000000,193098.000000
1464.655693,0.245089,337912.000000,192183.000000
1467.904268,0.244877,336614.000000,191538.000000
1471.148680,0.245151,335386.000000,190719.000000
1474.388930,0.244841,334268.000000,190219.000000
1477.625017,0.246198,332996.000000,188904.000000
1481.933325,0.245692,331210.000000,188110.000000
1485.159700,0.243753,329847.000000,188174.000000
1488.381912,0.243906,328376.000000,187269.000000
1491.599962,0.244384,326833.000000,186184.000000
1494.813849,0.243143,325052.000000,185699.000000
1498.023574,0.241554,323143.000000,185285.000000
1501.229136,0.241046,321148.000000,184357.000000
1504.430536,0.238952,319148.000000,184094.000000
1507.627773,0.238981,317184.000000,182949.000000
1510.820847,0.237406,314847.000000,182261.000000
1514.009759,0.236433,312452.000000,181280.000000
1518.255167,0.235863,309396.000000,179743.000000
1521.434366,0.235386,307062.000000,178583.000000
1524.609403,0.235267,304606.000000,177203.000000
1527.780278,0.234238,301861.000000,176023.000000
1530.946990,0.235499,299041.000000,173873.000000
1534.109539,0.234312,296167.000000,172673.000000
1537.267926,0.235824,293410.000000,170471.000000
1540.422150,0.235636,290499.000000,168853.000000
1543.572212,0.235019,287288.000000,167224.000000
1546.718111,0.235591,284037.000000,165114.000000
1549.859847,0.235819,280599.000000,163030.000000
1554.042355,0.235578,276296.000000,160619.000000
1557.174379,0.236041,272892.000000,158471.000000
1560.302240,0.236320,269185.000000,156218.000000
1563.425939,0.235298,265475.000000,154428.000000
1566.545476,0.235163,261995.000000,152451.000000
1569.660850,0.235797,258149.000000,149994.000000
1572.772061,0.236202,254361.000000,147655.000000
1575.879110,0.237217,250432.000000,145035.000000
1578.981997,0.236061,246303.000000,143024.000000
1582.080720,0.238333,242258.000000,139941.000000
1585.175282,0.237705,238110.000000,137744.000000
1589.294888,0.238047,232516.000000,134402.000000
1592.379737,0.236588,228081.000000,132282.000000
1595.460423,0.236567,223920.000000,129875.000000
1598.536947,0.235799,219564.000000,127574.000000
1601.609308,0.239250,215256.000000,124081.000000
1604.677507,0.237071,211001.000000,122240.000000
1607.741543,0.236368,206310.000000,119716.000000
1610.801417,0.236907,201683.000000,116886.000000
1613.857128,0.234238,197249.000000,115021.000000
1616.908676,0.235012,192851.000000,112256.000000
1619.956062,0.234454,188235.000000,109710.000000
1624.012768,0.234259,182124.000000,106196.000000
1627.050442,0.234068,177676.000000,103648.000000
1630.083953,0.234564,173242.000000,100946.000000
1633.113301,0.232795,168752.000000,98731.000000
1636.138487,0.233772,164075.000000,95779.000000
1639.159510,0.232025,159579.000000,93530.000000
1642.176371,0.233337,155282.000000,90737.000000
1645.189069,0.231952,150489.000000,88217.000000
1648.197605,0.230458,145307.000000,85473.000000
1651.201978,0.229387,139770.000000,82419.000000
1654.202188,0.225298,133743.000000,79611.000000
1658.195994,0.226382,124646.000000,74011.000000
1661.186492,0.222315,116877.000000,70051.000000
1664.172828,0.221649,108207.000000,64954.000000
1667.155001,0.222409,98225.000000,58859.000000
1670.133011,0.222317,87586.000000,52495.000000
1673.106859,0.224142,76523.000000,45672.000000
1676.076545,0.216375,65807.000000,39985.000000
1679.042067,0.217479,56106.000000,34004.000000
1682.003428,0.223731,47549.000000,28406.000000
1684.960626,0.233250,40253.000000,23526.000000
1687.913661,0.231954,34147.000000,20017.000000
1691.844566,0.238371,27628.000000,15958.000000
1694.787889,0.241443,23643.000000,13560.000000
1697.727049,0.239567,20404.000000,11753.000000
1700.662047,0.234810,17606.000000,10253.000000
