Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 0:11:38,,
Header Version:,1,,
System Temp hundredths:,2952,,
Detector Temp hundredths:,2785,,
Humidity hundredths:,4198,,
Lamp PD:,3680,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,32,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.353831,21515.000000,9526.000000
904.302718,0.364003,24552.000000,10619.000000
908.203423,0.363229,27294.000000,11826.000000
912.099965,0.375823,30233.000000,12725.000000
917.288880,0.382128,35154.000000,14583.000000
921.175709,0.372091,39950.000000,16960.000000
925.058377,0.360690,46021.000000,20057.000000
928.936881,0.363515,52998.000000,22948.000000
932.811223,0.364081,60222.000000,26042.000000
936.681403,0.356763,67147.000000,29530.000000
940.547420,0.348216,73468.000000,32952.000000
944.409274,0.348089,79411.000000,35628.000000
948.266966,0.338732,85015.000000,38973.000000
952.120496,0.338558,90779.000000,41632.000000
955.969862,0.323695,96657.000000,45871.000000
961.095876,0.322820,104792.000000,49832.000000
964.935531,0.319526,111238.000000,53300.000000
968.771023,0.314524,118062.000000,57225.000000
972.602352,0.301611,124925.000000,62379.000000
976.429518,0.298007,131994.000000,66458.000000
980.252523,0.294187,138967.000000,70587.000000
984.071364,0.290231,145920.000000,74797.000000
987.886043,0.283434,152894.000000,79608.000000
991.696560,0.280279,159155.000000,83472.000000
995.502914,0.272748,164870.000000,87982.000000
999.305106,0.268476,170645.000000,91964.000000
1004.368219,0.260772,177445.000000,97340.000000
1008.160698,0.258840,181697.000000,100117.000000
1011.949015,0.254753,185254.000000,103042.000000
1015.733168,0.250251,188105.000000,105718.000000
1019.513160,0.247837,190373.000000,107589.000000
1023.288989,0.244793,191858.000000,109191.000000
1027.060655,0.242116,192972.000000,110504.000000
1030.828159,0.239858,193493.000000,111380.000000
1034.591500,0.235457,193678.000000,112622.000000
1038.350679,0.233379,193541.000000,113082.000000
1042.105695,0.230491,193076.000000,113563.000000
1047.105908,0.228798,192145.000000,113457.000000
1050.851212,0.224903,191816.000000,114283.000000
1054.592353,0.222112,191081.000000,114579.000000
1058.329331,0.221066,190177.000000,114312.000000
1062.062147,0.219509,189720.000000,114447.000000
1065.790801,0.217167,189694.000000,115050.000000
1069.515292,0.212322,189652.000000,116315.000000
1073.235620,0.213778,189448.000000,115801.000000
1076.951786,0.210715,189405.000000,116594.000000
1080.663789,0.206944,189835.000000,117878.000000
1084.371630,0.207104,190358.000000,118159.000000
1089.308943,0.202104,190410.000000,119560.000000
1093.007071,0.202941,190988.000000,119692.000000
1096.701037,0.200908,191821.000000,120778.000000
1100.390840,0.199016,192263.000000,121585.000000
1104.076481,0.199711,192389.000000,121470.000000
1107.757959,0.197706,192652.000000,122199.000000
1111.435274,0.197400,193082.000000,122558.000000
1115.108427,0.197243,193234.000000,122699.000000
1118.777418,0.194167,193156.000000,123521.000000
1122.442246,0.194331,193177.000000,123488.000000
1126.102912,0.192817,193066.000000,123848.000000
1130.977324,0.192850,192839.000000,123693.000000
1134.628277,0.190270,192878.000000,124455.000000
1138.275067,0.189476,192903.000000,124699.000000
1141.917695,0.189456,192829.000000,124657.000000
1145.556160,0.187408,192832.000000,125248.000000
1149.190463,0.186656,192718.000000,125391.000000
1152.820603,0.184825,192844.000000,126003.000000
1156.446581,0.184964,193132.000000,126151.000000
1160.068396,0.185360,193399.000000,126210.000000
1163.686049,0.184632,193754.000000,126654.000000
1167.299539,0.183841,194327.000000,127260.000000
1172.111051,0.182623,195511.000000,128395.000000
1175.714828,0.184090,196715.000000,128750.000000
1179.314443,0.182934,198057.000000,129974.000000
1182.909896,0.181492,199867.000000,131598.000000
1186.501186,0.184799,201952.000000,131962.000000
1190.088313,0.185571,204430.000000,133344.000000
1193.671278,0.184789,206898.000000,135197.000000
1197.250081,0.184835,209514.000000,136892.000000
1200.824720,0.186463,212014.000000,138007.000000
1204.395198,0.186040,215006.000000,140091.000000
1207.961512,0.186725,218192.000000,141943.000000
1212.710124,0.189111,222697.000000,144080.000000
1216.266726,0.188824,226129.000000,146397.000000
1219.819166,0.186527,229879.000000,149614.000000
1223.367443,0.187573,233734.000000,151757.000000
1226.911558,0.187906,237415.000000,154029.000000
1230.451510,0.185205,241303.000000,157528.000000
1233.987299,0.185808,245662.000000,160151.000000
1237.518926,0.186504,249852.000000,162622.000000
1241.046391,0.184508,254116.000000,166159.000000
1244.569693,0.183344,258582.000000,169533.000000
1248.088832,0.183058,263190.000000,172668.000000
1252.774543,0.182450,269335.000000,176947.000000
1256.283970,0.183787,273320.000000,179013.000000
1259.789234,0.185076,277310.000000,181088.000000
1263.290336,0.182437,280944.000000,184579.000000
1266.787275,0.182549,284632.000000,186954.000000
1270.280052,0.181682,288252.000000,189710.000000
1273.768666,0.180119,293327.000000,193746.000000
1277.253118,0.179270,300332.000000,198761.000000
1280.733407,0.177372,308094.000000,204791.000000
1284.209534,0.177894,315432.000000,209417.000000
1287.681498,0.176358,322096.000000,214599.000000
1292.304308,0.175646,330682.000000,220681.000000
1295.766560,0.176305,336095.000000,223953.000000
1299.224649,0.175600,340804.000000,227460.000000
1302.678575,0.175760,345564.000000,230552.000000
1306.128339,0.175757,349871.000000,233427.000000
1309.573940,0.176625,353450.000000,235344.000000
1313.015379,0.176053,356528.000000,237706.000000
1316.452656,0.175605,359525.000000,239952.000000
1319.885770,0.176546,362042.000000,241109.000000
1323.314721,0.176439,363642.000000,242234.000000
1326.739510,0.176309,364791.000000,243072.000000
1331.299419,0.176573,366507.000000,244067.000000
1334.714496,0.176289,367277.000000,244740.000000
1338.125409,0.175991,367127.000000,244808.000000
1341.532160,0.176726,366818.000000,244188.000000
1344.934749,0.177707,366614.000000,243502.000000
1348.333175,0.177178,365783.000000,243246.000000
1351.727439,0.178343,364092.000000,241473.000000
1355.117540,0.178417,362052.000000,240079.000000
1358.503478,0.179339,359698.000000,238012.000000
1361.885254,0.178845,357366.000000,236738.000000
1365.262867,0.178925,354755.000000,234965.000000
1369.759877,0.180123,350829.000000,231725.000000
1373.127778,0.179923,348269.000000,230140.000000
1376.491516,0.181877,346275.000000,227795.000000
1379.851092,0.182128,344852.000000,226728.000000
1383.206505,0.183657,344168.000000,225483.000000
1386.557756,0.186496,344279.000000,224086.000000
1389.904844,0.189328,344388.000000,222700.000000
1393.247769,0.188746,344098.000000,222811.000000
1396.586533,0.190132,343654.000000,221814.000000
1399.921133,0.190540,343280.000000,221365.000000
1403.251571,0.192971,342962.000000,219925.000000
1407.685680,0.198268,342297.000000,216838.000000
1411.006406,0.202568,342159.000000,214615.000000
1414.322969,0.207010,341982.000000,212321.000000
1417.635369,0.211553,341763.000000,209977.000000
1420.943607,0.215374,341440.000000,207941.000000
1424.247682,0.219688,341371.000000,205844.000000
1427.547595,0.224018,341580.000000,203927.000000
1430.843345,0.228324,341810.000000,202051.000000
1434.134933,0.230115,341660.000000,201131.000000
1437.422358,0.232376,341831.000000,200187.000000
1440.705621,0.236012,341912.000000,198565.000000
1445.076830,0.239706,342009.000000,196939.000000
1448.350380,0.243181,341676.000000,195179.000000
1451.619767,0.243882,341251.000000,194622.000000
1454.884993,0.246337,340627.000000,193171.000000
1458.146055,0.245925,339855.000000,192916.000000
1461.402955,0.246482,338987.000000,192177.000000
1464.655693,0.247048,337912.000000,191318.000000
1467.904268,0.246563,336614.000000,190796.000000
1471.148680,0.247432,335386.000000,189720.000000
1474.388930,0.247027,334268.000000,189264.000000
1477.625017,0.248924,332996.000000,187722.000000
1481.933325,0.247828,331210.000000,187187.000000
1485.159700,0.246566,329847.000000,186959.000000
1488.381912,0.246548,328376.000000,186133.000000
1491.599962,0.247955,326833.000000,184659.000000
1494.813849,0.246647,325052.000000,184207.000000
1498.023574,0.245219,323143.000000,183728.000000
1501.229136,0.244864,321148.000000,182743.000000
1504.430536,0.242796,319148.000000,182472.000000
1507.627773,0.243124,317184.000000,181212.000000
1510.820847,0.240193,314847.000000,181095.000000
1514.009759,0.240385,312452.000000,179638.000000
1518.255167,0.239544,309396.000000,178226.000000
1521.434366,0.239565,307062.000000,176873.000000
1524.609403,0.239563,304606.000000,175459.000000
1527.780278,0.238654,301861.000000,174242.000000
1530.946990,0.239531,299041.000000,172266.000000
1534.109539,0.239255,296167.000000,170719.000000
1537.267926,0.240221,293410.000000,168754.000000
1540.422150,0.240576,290499.000000,166943.000000
1543.572212,0.239425,287288.000000,165536.000000
1546.718111,0.240780,284037.000000,163153.000000
1549.859847,0.239513,280599.000000,161649.000000
1554.042355,0.240612,276296.000000,158768.000000
1557.174379,0.240769,272892.000000,156755.000000
1560.302240,0.241772,269185.000000,154269.000000
1563.425939,0.239968,265475.000000,152776.000000
1566.545476,0.240399,261995.000000,150624.000000
1569.660850,0.240600,258149.000000,148344.000000
1572.772061,0.241395,254361.000000,145900.000000
1575.879110,0.242419,250432.000000,143308.000000
1578.981997,0.241392,246303.000000,141279.000000
1582.080720,0.243874,242258.000000,138167.000000
1585.175282,0.242766,238110.000000,136148.000000
1589.294888,0.244063,232516.000000,132553.000000
1592.379737,0.242895,228081.000000,130375.000000
1595.460423,0.241612,223920.000000,128375.000000
1598.536947,0.243693,219564.000000,125276.000000
1601.609308,0.244855,215256.000000,122490.000000
1604.677507,0.242790,211001.000000,120641.000000
1607.741543,0.242090,206310.000000,118149.000000
1610.801417,0.242253,201683.000000,115456.000000
1613.857128,0.240206,197249.000000,113451.000000
1616.908676,0.239199,192851.000000,111179.000000
1619.956062,0.241027,188235.000000,108062.000000
1624.012768,0.241297,182124.000000,104489.000000
1627.050442,0.240016,177676.000000,102238.000000
1630.083953,0.241673,173242.000000,99307.000000
1633.113301,0.239341,168752.000000,97254.000000
1636.138487,0.241296,164075.000000,94134.000000
1639.159510,0.238862,159579.000000,92069.000000
1642.176371,0.240017,155282.000000,89352.000000
1645.189069,0.240609,150489.000000,86476.000000
1648.197605,0.236871,145307.000000,84220.000000
1651.201978,0.237449,139770.000000,80903.000000
1654.202188,0.229469,133743.000000,78850.000000
1658.195994,0.233905,124646.000000,72740.000000
1661.186492,0.228414,116877.000000,69074.000000
1664.172828,0.230669,108207.000000,63619.000000
1667.155001,0.228510,98225.000000,58038.000000
1670.133011,0.229112,87586.000000,51680.000000
1673.106859,0.226813,76523.000000,45392.000000
1676.076545,0.222478,65807.000000,39427.000000
1679.042067,0.223913,56106.000000,33504.000000
1682.003428,0.229487,47549.000000,28032.000000
1684.960626,0.238786,40253.000000,23228.000000
1687.913661,0.238358,34147.000000,19724.000000
1691.844566,0.240253,27628.000000,15889.000000
1694.787889,0.248482,23643.000000,13342.000000
1697.727049,0.235557,20404.000000,11862.000000
1700.662047,0.244880,17606.000000,10018.000000
