Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:2:20,,
Header Version:,1,,
System Temp hundredths:,2950,,
Detector Temp hundredths:,2815,,
Humidity hundredths:,4060,,
Lamp PD:,3692,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.791787,43030.000000,695.000000
904.302718,1.782096,49104.000000,811.000000
908.203423,1.789663,54588.000000,886.000000
912.099965,1.819142,60466.000000,917.000000
917.288880,1.878528,70309.000000,930.000000
921.175709,1.826640,79901.000000,1191.000000
925.058377,1.816619,92042.000000,1404.000000
928.936881,1.813906,105997.000000,1627.000000
932.811223,1.868069,120445.000000,1632.000000
936.681403,1.813561,134295.000000,2063.000000
940.547420,1.857924,146936.000000,2038.000000
944.409274,1.827817,158823.000000,2361.000000
948.266966,1.846172,170030.000000,2423.000000
952.120496,1.829912,181559.000000,2686.000000
955.969862,1.818953,193315.000000,2933.000000
961.095876,1.810949,209585.000000,3239.000000
964.935531,1.829957,222477.000000,3291.000000
968.771023,1.836962,236125.000000,3437.000000
972.602352,1.842829,249851.000000,3588.000000
976.429518,1.814990,263989.000000,4042.000000
980.252523,1.804754,277934.000000,4357.000000
984.071364,1.834617,291841.000000,4271.000000
987.886043,1.819091,305789.000000,4638.000000
991.696560,1.820887,318311.000000,4808.000000
995.502914,1.829485,329740.000000,4883.000000
999.305106,1.826918,341290.000000,5084.000000
1004.368219,1.820686,354890.000000,5363.000000
1008.160698,1.819936,363394.000000,5501.000000
1011.949015,1.811099,370509.000000,5724.000000
1015.733168,1.818642,376210.000000,5712.000000
1019.513160,1.816086,380746.000000,5815.000000
1023.288989,1.829509,383716.000000,5682.000000
1027.060655,1.821006,385945.000000,5828.000000
1030.828159,1.825243,386987.000000,5787.000000
1034.591500,1.822965,387357.000000,5823.000000
1038.350679,1.807846,387082.000000,6025.000000
1042.105695,1.821762,386153.000000,5821.000000
1047.105908,1.813954,384290.000000,5898.000000
1050.851212,1.827355,383632.000000,5709.000000
1054.592353,1.805764,382162.000000,5977.000000
1058.329331,1.821200,380354.000000,5741.000000
1062.062147,1.831966,379441.000000,5587.000000
1065.790801,1.819341,379389.000000,5751.000000
1069.515292,1.823876,379305.000000,5690.000000
1073.235620,1.813522,378896.000000,5821.000000
