Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 18:28:58,,
Header Version:,1,,
System Temp hundredths:,3056,,
Detector Temp hundredths:,2892,,
Humidity hundredths:,3862,,
Lamp PD:,3755,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.022462,10757.000000,11328.000000
904.302718,-0.016862,12276.000000,12762.000000
908.203423,-0.022782,13647.000000,14382.000000
912.099965,-0.007774,15116.000000,15389.000000
917.288880,0.005195,17577.000000,17368.000000
921.175709,0.004832,19975.000000,19754.000000
925.058377,0.001721,23010.000000,22919.000000
928.936881,0.006539,26499.000000,26103.000000
932.811223,0.008977,30111.000000,29495.000000
936.681403,0.008425,33573.000000,32928.000000
940.547420,0.007898,36734.000000,36072.000000
944.409274,0.010204,39705.000000,38783.000000
948.266966,0.009451,42507.000000,41592.000000
952.120496,0.013162,45389.000000,44034.000000
955.969862,0.012175,48328.000000,46992.000000
961.095876,0.018274,52396.000000,50237.000000
964.935531,0.021841,55619.000000,52891.000000
968.771023,0.026310,59031.000000,55561.000000
972.602352,0.025840,62462.000000,58854.000000
976.429518,0.029302,65997.000000,61691.000000
980.252523,0.028191,69483.000000,65116.000000
984.071364,0.031509,72960.000000,67854.000000
987.886043,0.029875,76447.000000,71365.000000
991.696560,0.029191,79577.000000,74404.000000
995.502914,0.028275,82435.000000,77239.000000
999.305106,0.028471,85322.000000,79908.000000
1004.368219,0.026678,88722.000000,83436.000000
1008.160698,0.027611,90848.000000,85252.000000
1011.949015,0.026161,92627.000000,87212.000000
1015.733168,0.026209,94052.000000,88544.000000
1019.513160,0.026580,95186.000000,89535.000000
1023.288989,0.026594,95929.000000,90231.000000
1027.060655,0.025461,96486.000000,90992.000000
1030.828159,0.025700,96746.000000,91187.000000
1034.591500,0.024126,96839.000000,91606.000000
1038.350679,0.022198,96770.000000,91948.000000
1042.105695,0.022367,96538.000000,91692.000000
1047.105908,0.022283,96072.000000,91267.000000
1050.851212,0.020966,95908.000000,91388.000000
1054.592353,0.018873,95540.000000,91477.000000
1058.329331,0.018917,95088.000000,91035.000000
1062.062147,0.018878,94860.000000,90825.000000
1065.790801,0.017405,94847.000000,91121.000000
1069.515292,0.015312,94826.000000,91541.000000
1073.235620,0.015566,94724.000000,91389.000000
1076.951786,0.015389,94702.000000,91405.000000
1080.663789,0.013306,94917.000000,92053.000000
1084.371630,0.012446,95179.000000,92490.000000
1089.308943,0.010037,95205.000000,93030.000000
1093.007071,0.010877,95494.000000,93132.000000
1096.701037,0.010862,95910.000000,93541.000000
1100.390840,0.009823,96131.000000,93981.000000
1104.076481,0.010834,96194.000000,93824.000000
1107.757959,0.010736,96326.000000,93974.000000
1111.435274,0.010675,96541.000000,94197.000000
1115.108427,0.011418,96617.000000,94110.000000
1118.777418,0.009879,96578.000000,94406.000000
1122.442246,0.010098,96588.000000,94368.000000
1126.102912,0.009722,96533.000000,94396.000000
1130.977324,0.011372,96419.000000,93927.000000
1134.628277,0.010838,96439.000000,94062.000000
1138.275067,0.012007,96451.000000,93821.000000
1141.917695,0.014300,96414.000000,93291.000000
1145.556160,0.015395,96416.000000,93058.000000
1149.190463,0.016588,96359.000000,92748.000000
1152.820603,0.019855,96422.000000,92113.000000
1156.446581,0.022763,96566.000000,91635.000000
1160.068396,0.026214,96699.000000,91035.000000
1163.686049,0.030244,96877.000000,90360.000000
1167.299539,0.033645,97163.000000,89920.000000
1172.111051,0.037540,97755.000000,89660.000000
1175.714828,0.041701,98357.000000,89352.000000
1179.314443,0.044479,99028.000000,89388.000000
1182.909896,0.046718,99933.000000,89741.000000
1186.501186,0.051678,100976.000000,89648.000000
1190.088313,0.055605,102215.000000,89931.000000
1193.671278,0.056956,103449.000000,90734.000000
1197.250081,0.059517,104757.000000,91341.000000
1200.824720,0.061901,106007.000000,91925.000000
1204.395198,0.063040,107503.000000,92978.000000
1207.961512,0.064076,109096.000000,94131.000000
1212.710124,0.066106,111348.000000,95626.000000
1216.266726,0.065069,113064.000000,97332.000000
1219.819166,0.063593,114939.000000,99283.000000
1223.367443,0.063388,116867.000000,100996.000000
1226.911558,0.062534,118707.000000,102788.000000
1230.451510,0.060350,120651.000000,104998.000000
1233.987299,0.060062,122831.000000,106966.000000
1237.518926,0.060032,124926.000000,108798.000000
1241.046391,0.058480,127058.000000,111051.000000
1244.569693,0.057312,129291.000000,113307.000000
1248.088832,0.056845,131595.000000,115450.000000
1252.774543,0.057118,134667.000000,118071.000000
1256.283970,0.058350,136660.000000,119479.000000
1259.789234,0.059721,138655.000000,120841.000000
1263.290336,0.058395,140472.000000,122799.000000
1266.787275,0.058507,142316.000000,124379.000000
1270.280052,0.057366,144126.000000,126292.000000
1273.768666,0.056968,146663.000000,128633.000000
1277.253118,0.055879,150166.000000,132036.000000
1280.733407,0.054360,154047.000000,135923.000000
1284.209534,0.052959,157716.000000,139610.000000
1287.681498,0.051461,161048.000000,143052.000000
1292.304308,0.050901,165341.000000,147055.000000
1295.766560,0.050470,168047.000000,149610.000000
1299.224649,0.049840,170402.000000,151927.000000
1302.678575,0.050266,172782.000000,153898.000000
1306.128339,0.050424,174935.000000,155759.000000
1309.573940,0.051692,176725.000000,156894.000000
1313.015379,0.051794,178264.000000,158223.000000
1316.452656,0.052122,179762.000000,159432.000000
1319.885770,0.053981,181021.000000,159863.000000
1323.314721,0.055055,181821.000000,160173.000000
1326.739510,0.055939,182395.000000,160352.000000
1331.299419,0.058351,183253.000000,160214.000000
1334.714496,0.059512,183638.000000,160122.000000
1338.125409,0.062000,183563.000000,159142.000000
1341.532160,0.064239,183409.000000,158191.000000
1344.934749,0.067891,183307.000000,156779.000000
1348.333175,0.070551,182891.000000,155468.000000
1351.727439,0.074883,182046.000000,153214.000000
1355.117540,0.078181,181026.000000,151203.000000
1358.503478,0.081876,179849.000000,148947.000000
1361.885254,0.084822,178683.000000,146981.000000
1365.262867,0.087281,177377.000000,145083.000000
1369.759877,0.092232,175414.000000,141851.000000
1373.127778,0.094709,174134.000000,140015.000000
1376.491516,0.099645,173137.000000,137640.000000
1379.851092,0.104349,172426.000000,135598.000000
1383.206505,0.111569,172084.000000,133098.000000
1386.557756,0.119664,172139.000000,130682.000000
1389.904844,0.126119,172194.000000,128795.000000
1393.247769,0.126705,172049.000000,128513.000000
1396.586533,0.128394,171827.000000,127849.000000
1399.921133,0.131222,171640.000000,126881.000000
1403.251571,0.138357,171481.000000,124698.000000
1407.685680,0.152010,171148.000000,120604.000000
1411.006406,0.165851,171079.000000,116774.000000
1414.322969,0.179127,170991.000000,113200.000000
1417.635369,0.192725,170881.000000,109640.000000
1420.943607,0.205784,170720.000000,106292.000000
1424.247682,0.215864,170685.000000,103832.000000
1427.547595,0.223296,170790.000000,102133.000000
1430.843345,0.228575,170905.000000,100967.000000
1434.134933,0.230299,170830.000000,100523.000000
1437.422358,0.232945,170915.000000,99962.000000
1440.705621,0.236014,170956.000000,99282.000000
1445.076830,0.241151,171004.000000,98142.000000
1448.350380,0.245406,170838.000000,97091.000000
1451.619767,0.247272,170625.000000,96554.000000
1454.884993,0.253209,170313.000000,95069.000000
1458.146055,0.255737,169927.000000,94303.000000
1461.402955,0.259633,169493.000000,93222.000000
1464.655693,0.264477,168956.000000,91896.000000
1467.904268,0.267763,168307.000000,90853.000000
1471.148680,0.271553,167693.000000,89735.000000
1474.388930,0.273538,167134.000000,89028.000000
1477.625017,0.277445,166498.000000,87895.000000
1481.933325,0.280069,165605.000000,86897.000000
1485.159700,0.280280,164923.000000,86497.000000
1488.381912,0.281844,164188.000000,85802.000000
1491.599962,0.284586,163416.000000,84861.000000
1494.813849,0.284601,162526.000000,84396.000000
1498.023574,0.283857,161571.000000,84044.000000
1501.229136,0.283817,160574.000000,83533.000000
1504.430536,0.281640,159574.000000,83430.000000
1507.627773,0.280952,158592.000000,83048.000000
1510.820847,0.279111,157423.000000,82786.000000
1514.009759,0.279051,156226.000000,82168.000000
1518.255167,0.279346,154698.000000,81309.000000
1521.434366,0.278446,153531.000000,80863.000000
1524.609403,0.278821,152303.000000,80147.000000
1527.780278,0.277628,150930.000000,79643.000000
1530.946990,0.279227,149520.000000,78609.000000
1534.109539,0.278862,148083.000000,77919.000000
1537.267926,0.279977,146705.000000,76996.000000
1540.422150,0.279788,145249.000000,76265.000000
1543.572212,0.277006,143644.000000,75907.000000
1546.718111,0.277253,142018.000000,75005.000000
1549.859847,0.276873,140299.000000,74162.000000
1554.042355,0.278130,138148.000000,72814.000000
1557.174379,0.278800,136446.000000,71806.000000
1560.302240,0.279526,134592.000000,70712.000000
1563.425939,0.279018,132737.000000,69819.000000
1566.545476,0.279465,130997.000000,68833.000000
1569.660850,0.280218,129074.000000,67705.000000
1572.772061,0.280801,127180.000000,66622.000000
1575.879110,0.283106,125216.000000,65246.000000
1578.981997,0.281660,123151.000000,64384.000000
1582.080720,0.285807,121129.000000,62725.000000
1585.175282,0.283720,119055.000000,61948.000000
1589.294888,0.283517,116258.000000,60521.000000
1592.379737,0.282175,114040.000000,59550.000000
1595.460423,0.279988,111960.000000,58759.000000
1598.536947,0.278355,109782.000000,57833.000000
1601.609308,0.280538,107628.000000,56414.000000
1604.677507,0.276509,105500.000000,55814.000000
1607.741543,0.273973,103155.000000,54893.000000
1610.801417,0.273655,100841.000000,53701.000000
1613.857128,0.268929,98624.000000,53095.000000
1616.908676,0.267877,96425.000000,52037.000000
1619.956062,0.268292,94117.000000,50743.000000
1624.012768,0.267028,91062.000000,49239.000000
1627.050442,0.265083,88838.000000,48252.000000
1630.083953,0.266802,86621.000000,46862.000000
1633.113301,0.263074,84376.000000,46041.000000
1636.138487,0.264295,82037.000000,44639.000000
1639.159510,0.261511,79789.000000,43695.000000
1642.176371,0.261794,77641.000000,42491.000000
1645.189069,0.260396,75244.000000,41312.000000
1648.197605,0.256445,72653.000000,40254.000000
1651.201978,0.254501,69885.000000,38894.000000
1654.202188,0.248850,66871.000000,37704.000000
1658.195994,0.254970,62323.000000,34648.000000
1661.186492,0.247879,58438.000000,33023.000000
1664.172828,0.245334,54103.000000,30753.000000
1667.155001,0.242126,49112.000000,28123.000000
1670.133011,0.238696,43793.000000,25276.000000
1673.106859,0.238285,38261.000000,22104.000000
1676.076545,0.225356,32903.000000,19583.000000
