Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:2:53,,
Header Version:,1,,
System Temp hundredths:,3148,,
Detector Temp hundredths:,3047,,
Humidity hundredths:,3864,,
Lamp PD:,3751,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.025747,10757.000000,11414.000000
904.302718,-0.014473,12276.000000,12692.000000
908.203423,-0.019113,13647.000000,14261.000000
912.099965,-0.004686,15116.000000,15280.000000
917.288880,0.003946,17577.000000,17418.000000
921.175709,0.006440,19975.000000,19681.000000
925.058377,0.003906,23010.000000,22804.000000
928.936881,0.012300,26499.000000,25759.000000
932.811223,0.010747,30111.000000,29375.000000
936.681403,0.012107,33573.000000,32650.000000
940.547420,0.011574,36734.000000,35768.000000
944.409274,0.010876,39705.000000,38723.000000
948.266966,0.011953,42507.000000,41353.000000
952.120496,0.012423,45389.000000,44109.000000
955.969862,0.013702,48328.000000,46827.000000
961.095876,0.017877,52396.000000,50283.000000
964.935531,0.020423,55619.000000,53064.000000
968.771023,0.023901,59031.000000,55870.000000
972.602352,0.021201,62462.000000,59486.000000
976.429518,0.026524,65997.000000,62087.000000
980.252523,0.025266,69483.000000,65556.000000
984.071364,0.029020,72960.000000,68244.000000
987.886043,0.030935,76447.000000,71191.000000
991.696560,0.029992,79577.000000,74267.000000
995.502914,0.030146,82435.000000,76907.000000
999.305106,0.030486,85322.000000,79538.000000
1004.368219,0.029414,88722.000000,82912.000000
1008.160698,0.031263,90848.000000,84538.000000
1011.949015,0.029370,92627.000000,86570.000000
1015.733168,0.029789,94052.000000,87817.000000
1019.513160,0.030209,95186.000000,88790.000000
1023.288989,0.031634,95929.000000,89190.000000
1027.060655,0.029436,96486.000000,90163.000000
1030.828159,0.030219,96746.000000,90243.000000
1034.591500,0.029584,96839.000000,90462.000000
1038.350679,0.027416,96770.000000,90850.000000
1042.105695,0.027954,96538.000000,90520.000000
1047.105908,0.027395,96072.000000,90199.000000
1050.851212,0.025994,95908.000000,90336.000000
1054.592353,0.024296,95540.000000,90342.000000
1058.329331,0.024767,95088.000000,89817.000000
1062.062147,0.024179,94860.000000,89723.000000
1065.790801,0.022699,94847.000000,90017.000000
1069.515292,0.021043,94826.000000,90341.000000
1073.235620,0.019855,94724.000000,90491.000000
1076.951786,0.019672,94702.000000,90508.000000
1080.663789,0.018708,94917.000000,90915.000000
1084.371630,0.016807,95179.000000,91566.000000
1089.308943,0.014820,95205.000000,92011.000000
1093.007071,0.015085,95494.000000,92234.000000
1096.701037,0.015000,95910.000000,92654.000000
1100.390840,0.014170,96131.000000,93045.000000
1104.076481,0.013485,96194.000000,93253.000000
1107.757959,0.013150,96326.000000,93453.000000
1111.435274,0.013543,96541.000000,93577.000000
1115.108427,0.012337,96617.000000,93911.000000
1118.777418,0.011164,96578.000000,94127.000000
1122.442246,0.011006,96588.000000,94171.000000
1126.102912,0.010408,96533.000000,94247.000000
1130.977324,0.011858,96419.000000,93822.000000
1134.628277,0.011471,96439.000000,93925.000000
1138.275067,0.012975,96451.000000,93612.000000
1141.917695,0.015470,96414.000000,93040.000000
1145.556160,0.016840,96416.000000,92749.000000
1149.190463,0.016700,96359.000000,92724.000000
1152.820603,0.020799,96422.000000,91913.000000
1156.446581,0.023451,96566.000000,91490.000000
1160.068396,0.026371,96699.000000,91002.000000
1163.686049,0.030745,96877.000000,90256.000000
1167.299539,0.033094,97163.000000,90034.000000
1172.111051,0.037560,97755.000000,89656.000000
1175.714828,0.040909,98357.000000,89515.000000
1179.314443,0.043819,99028.000000,89524.000000
1182.909896,0.047289,99933.000000,89623.000000
1186.501186,0.051571,100976.000000,89670.000000
1190.088313,0.056408,102215.000000,89765.000000
1193.671278,0.058769,103449.000000,90356.000000
1197.250081,0.062705,104757.000000,90673.000000
1200.824720,0.066689,106007.000000,90917.000000
1204.395198,0.069336,107503.000000,91640.000000
1207.961512,0.071498,109096.000000,92536.000000
