Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:28:24,,
Header Version:,1,,
System Temp hundredths:,3134,,
Detector Temp hundredths:,3001,,
Humidity hundredths:,3793,,
Lamp PD:,3754,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.026127,10757.000000,11424.000000
904.302718,-0.014542,12276.000000,12694.000000
908.203423,-0.021754,13647.000000,14348.000000
912.099965,-0.002778,15116.000000,15213.000000
917.288880,0.008458,17577.000000,17238.000000
921.175709,0.008741,19975.000000,19577.000000
925.058377,0.000000,23010.000000,23010.000000
928.936881,0.008006,26499.000000,26015.000000
932.811223,0.011087,30111.000000,29352.000000
936.681403,0.010858,33573.000000,32744.000000
940.547420,0.009212,36734.000000,35963.000000
944.409274,0.012911,39705.000000,38542.000000
948.266966,0.011397,42507.000000,41406.000000
952.120496,0.014842,45389.000000,43864.000000
955.969862,0.011898,48328.000000,47022.000000
961.095876,0.016471,52396.000000,50446.000000
964.935531,0.017902,55619.000000,53373.000000
968.771023,0.020618,59031.000000,56294.000000
972.602352,0.015320,62462.000000,60297.000000
976.429518,0.019378,65997.000000,63117.000000
980.252523,0.017889,69483.000000,66679.000000
984.071364,0.021163,72960.000000,69490.000000
987.886043,0.020288,76447.000000,72958.000000
991.696560,0.019158,79577.000000,76143.000000
995.502914,0.018452,82435.000000,79006.000000
999.305106,0.018563,85322.000000,81752.000000
1004.368219,0.016614,88722.000000,85392.000000
1008.160698,0.017465,90848.000000,87267.000000
1011.949015,0.015512,92627.000000,89377.000000
1015.733168,0.015871,94052.000000,90677.000000
1019.513160,0.014587,95186.000000,92042.000000
1023.288989,0.015170,95929.000000,92636.000000
1027.060655,0.013848,96486.000000,93458.000000
1030.828159,0.013991,96746.000000,93679.000000
1034.591500,0.013195,96839.000000,93941.000000
1038.350679,0.011423,96770.000000,94258.000000
1042.105695,0.011695,96538.000000,93973.000000
1047.105908,0.012431,96072.000000,93361.000000
1050.851212,0.011201,95908.000000,93466.000000
1054.592353,0.009234,95540.000000,93530.000000
1058.329331,0.010040,95088.000000,92915.000000
1062.062147,0.010144,94860.000000,92670.000000
1065.790801,0.008629,94847.000000,92981.000000
1069.515292,0.006218,94826.000000,93478.000000
1073.235620,0.006928,94724.000000,93225.000000
1076.951786,0.006180,94702.000000,93364.000000
1080.663789,0.004406,94917.000000,93959.000000
1084.371630,0.003703,95179.000000,94371.000000
1089.308943,0.000466,95205.000000,95103.000000
1093.007071,0.001485,95494.000000,95168.000000
1096.701037,0.001006,95910.000000,95688.000000
1100.390840,-0.000117,96131.000000,96157.000000
1104.076481,0.000416,96194.000000,96102.000000
1107.757959,0.000510,96326.000000,96213.000000
1111.435274,-0.000274,96541.000000,96602.000000
1115.108427,-0.000301,96617.000000,96684.000000
1118.777418,-0.001688,96578.000000,96954.000000
1122.442246,-0.001947,96588.000000,97022.000000
1126.102912,-0.003191,96533.000000,97245.000000
1130.977324,-0.001798,96419.000000,96819.000000
1134.628277,-0.003615,96439.000000,97245.000000
1138.275067,-0.003306,96451.000000,97188.000000
1141.917695,-0.002587,96414.000000,96990.000000
1145.556160,-0.003182,96416.000000,97125.000000
1149.190463,-0.004546,96359.000000,97373.000000
1152.820603,-0.003298,96422.000000,97157.000000
1156.446581,-0.003195,96566.000000,97279.000000
1160.068396,-0.002901,96699.000000,97347.000000
1163.686049,-0.001923,96877.000000,97307.000000
1167.299539,-0.002691,97163.000000,97767.000000
1172.111051,-0.002428,97755.000000,98303.000000
1175.714828,-0.000728,98357.000000,98522.000000
1179.314443,-0.000959,99028.000000,99247.000000
1182.909896,-0.000608,99933.000000,100073.000000
1186.501186,0.002264,100976.000000,100451.000000
1190.088313,0.004587,102215.000000,101141.000000
1193.671278,0.003994,103449.000000,102502.000000
1197.250081,0.005318,104757.000000,103482.000000
1200.824720,0.006979,106007.000000,104317.000000
1204.395198,0.006935,107503.000000,105800.000000
1207.961512,0.007719,109096.000000,107174.000000
1212.710124,0.011029,111348.000000,108556.000000
1216.266726,0.009770,113064.000000,110549.000000
1219.819166,0.009099,114939.000000,112556.000000
1223.367443,0.009494,116867.000000,114340.000000
1226.911558,0.009263,118707.000000,116202.000000
1230.451510,0.007461,120651.000000,118596.000000
1233.987299,0.007137,122831.000000,120829.000000
1237.518926,0.007783,124926.000000,122707.000000
1241.046391,0.006151,127058.000000,125271.000000
1244.569693,0.004823,129291.000000,127863.000000
1248.088832,0.004162,131595.000000,130340.000000
1252.774543,0.004210,134667.000000,133368.000000
1256.283970,0.005684,136660.000000,134883.000000
1259.789234,0.006482,138655.000000,136601.000000
1263.290336,0.004794,140472.000000,138930.000000
1266.787275,0.004426,142316.000000,140873.000000
1270.280052,0.002705,144126.000000,143231.000000
1273.768666,0.002444,146663.000000,145840.000000
1277.253118,0.000449,150166.000000,150011.000000
1280.733407,-0.000732,154047.000000,154307.000000
1284.209534,-0.001303,157716.000000,158190.000000
1287.681498,-0.002485,161048.000000,161972.000000
1292.304308,-0.002376,165341.000000,166248.000000
1295.766560,-0.002358,168047.000000,168962.000000
1299.224649,-0.002843,170402.000000,171521.000000
1302.678575,-0.002404,172782.000000,173741.000000
1306.128339,-0.002229,174935.000000,175835.000000
1309.573940,-0.001271,176725.000000,177243.000000
1313.015379,-0.001469,178264.000000,178868.000000
1316.452656,-0.001531,179762.000000,180397.000000
1319.885770,-0.000532,181021.000000,181243.000000
1323.314721,-0.000296,181821.000000,181945.000000
1326.739510,-0.000226,182395.000000,182490.000000
1331.299419,0.000621,183253.000000,182991.000000
1334.714496,0.000135,183638.000000,183581.000000
1338.125409,0.001196,183563.000000,183058.000000
1341.532160,0.000910,183409.000000,183025.000000
1344.934749,0.001909,183307.000000,182503.000000
1348.333175,0.001415,182891.000000,182296.000000
1351.727439,0.002217,182046.000000,181119.000000
1355.117540,0.002341,181026.000000,180053.000000
1358.503478,0.002560,179849.000000,178792.000000
1361.885254,0.002638,178683.000000,177601.000000
1365.262867,0.002468,177377.000000,176372.000000
1369.759877,0.004687,175414.000000,173531.000000
1373.127778,0.005252,174134.000000,172041.000000
1376.491516,0.008414,173137.000000,169815.000000
1379.851092,0.011472,172426.000000,167931.000000
1383.206505,0.016177,172084.000000,165792.000000
1386.557756,0.022277,172139.000000,163532.000000
1389.904844,0.026056,172194.000000,162167.000000
1393.247769,0.025486,172049.000000,162243.000000
1396.586533,0.025971,171827.000000,161853.000000
1399.921133,0.026330,171640.000000,161543.000000
1403.251571,0.029789,171481.000000,160113.000000
1407.685680,0.036295,171148.000000,157426.000000
1411.006406,0.043168,171079.000000,154892.000000
1414.322969,0.048285,170991.000000,152999.000000
1417.635369,0.053478,170881.000000,151083.000000
1420.943607,0.059113,170720.000000,148995.000000
1424.247682,0.063315,170685.000000,147530.000000
1427.547595,0.068264,170790.000000,145948.000000
1430.843345,0.072601,170905.000000,144595.000000
1434.134933,0.073942,170830.000000,144086.000000
1437.422358,0.076752,170915.000000,143228.000000
1440.705621,0.078945,170956.000000,142541.000000
1445.076830,0.081609,171004.000000,141709.000000
1448.350380,0.084222,170838.000000,140722.000000
1451.619767,0.084580,170625.000000,140431.000000
1454.884993,0.087443,170313.000000,139253.000000
1458.146055,0.088133,169927.000000,138717.000000
1461.402955,0.088644,169493.000000,138200.000000
1464.655693,0.090325,168956.000000,137230.000000
1467.904268,0.089915,168307.000000,136832.000000
1471.148680,0.090440,167693.000000,136168.000000
1474.388930,0.089322,167134.000000,136064.000000
1477.625017,0.090734,166498.000000,135106.000000
1481.933325,0.090561,165605.000000,134435.000000
1485.159700,0.089134,164923.000000,134322.000000
1488.381912,0.089369,164188.000000,133651.000000
1491.599962,0.090666,163416.000000,132626.000000
1494.813849,0.089406,162526.000000,132287.000000
1498.023574,0.088254,161571.000000,131859.000000
1501.229136,0.087851,160574.000000,131167.000000
1504.430536,0.086461,159574.000000,130768.000000
1507.627773,0.085717,158592.000000,130186.000000
1510.820847,0.084142,157423.000000,129696.000000
1514.009759,0.083575,156226.000000,128878.000000
1518.255167,0.083222,154698.000000,127721.000000
1521.434366,0.081945,153531.000000,127131.000000
1524.609403,0.081835,152303.000000,126146.000000
1527.780278,0.080277,150930.000000,125458.000000
1530.946990,0.081218,149520.000000,124017.000000
1534.109539,0.080469,148083.000000,123037.000000
1537.267926,0.081308,146705.000000,121657.000000
1540.422150,0.081025,145249.000000,120528.000000
