Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 18:29:7,,
Header Version:,1,,
System Temp hundredths:,3055,,
Detector Temp hundredths:,2868,,
Humidity hundredths:,3862,,
Lamp PD:,3754,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.017022,10757.000000,11187.000000
904.302718,-0.011417,12276.000000,12603.000000
908.203423,-0.022631,13647.000000,14377.000000
912.099965,-0.007406,15116.000000,15376.000000
917.288880,0.004945,17577.000000,17378.000000
921.175709,0.008918,19975.000000,19569.000000
925.058377,0.002024,23010.000000,22903.000000
928.936881,0.007572,26499.000000,26041.000000
932.811223,0.009861,30111.000000,29435.000000
936.681403,0.010024,33573.000000,32807.000000
940.547420,0.009684,36734.000000,35924.000000
944.409274,0.012404,39705.000000,38587.000000
948.266966,0.012048,42507.000000,41344.000000
952.120496,0.015635,45389.000000,43784.000000
955.969862,0.015431,48328.000000,46641.000000
961.095876,0.020024,52396.000000,50035.000000
964.935531,0.023001,55619.000000,52750.000000
968.771023,0.028449,59031.000000,55288.000000
972.602352,0.027778,62462.000000,58592.000000
976.429518,0.032716,65997.000000,61208.000000
980.252523,0.030364,69483.000000,64791.000000
984.071364,0.033530,72960.000000,67539.000000
987.886043,0.033131,76447.000000,70832.000000
991.696560,0.031163,79577.000000,74067.000000
995.502914,0.030089,82435.000000,76917.000000
999.305106,0.030863,85322.000000,79469.000000
1004.368219,0.029723,88722.000000,82853.000000
1008.160698,0.029914,90848.000000,84801.000000
1011.949015,0.028889,92627.000000,86666.000000
1015.733168,0.028959,94052.000000,87985.000000
1019.513160,0.028886,95186.000000,89061.000000
1023.288989,0.028935,95929.000000,89746.000000
1027.060655,0.028118,96486.000000,90437.000000
1030.828159,0.027772,96746.000000,90753.000000
1034.591500,0.027147,96839.000000,90971.000000
1038.350679,0.025037,96770.000000,91349.000000
1042.105695,0.024932,96538.000000,91152.000000
1047.105908,0.025277,96072.000000,90640.000000
1050.851212,0.023740,95908.000000,90806.000000
1054.592353,0.022229,95540.000000,90773.000000
1058.329331,0.022039,95088.000000,90383.000000
1062.062147,0.021429,94860.000000,90293.000000
1065.790801,0.019910,94847.000000,90597.000000
1069.515292,0.018325,94826.000000,90908.000000
1073.235620,0.018259,94724.000000,90824.000000
1076.951786,0.017896,94702.000000,90879.000000
1080.663789,0.016964,94917.000000,91281.000000
1084.371630,0.015401,95179.000000,91863.000000
1089.308943,0.013068,95205.000000,92383.000000
1093.007071,0.013511,95494.000000,92569.000000
1096.701037,0.013741,95910.000000,92923.000000
1100.390840,0.012828,96131.000000,93333.000000
1104.076481,0.014035,96194.000000,93135.000000
1107.757959,0.014062,96326.000000,93257.000000
1111.435274,0.013445,96541.000000,93598.000000
1115.108427,0.013792,96617.000000,93597.000000
1118.777418,0.013445,96578.000000,93634.000000
1122.442246,0.012757,96588.000000,93792.000000
1126.102912,0.012112,96533.000000,93878.000000
1130.977324,0.014058,96419.000000,93348.000000
1134.628277,0.014157,96439.000000,93346.000000
1138.275067,0.015017,96451.000000,93173.000000
1141.917695,0.016714,96414.000000,92774.000000
1145.556160,0.018458,96416.000000,92404.000000
1149.190463,0.019755,96359.000000,92074.000000
1152.820603,0.022798,96422.000000,91491.000000
1156.446581,0.025869,96566.000000,90982.000000
1160.068396,0.029345,96699.000000,90381.000000
1163.686049,0.033801,96877.000000,89623.000000
1167.299539,0.036474,97163.000000,89336.000000
1172.111051,0.040876,97755.000000,88974.000000
1175.714828,0.045695,98357.000000,88534.000000
1179.314443,0.048462,99028.000000,88572.000000
1182.909896,0.051472,99933.000000,88764.000000
1186.501186,0.056030,100976.000000,88754.000000
1190.088313,0.060261,102215.000000,88972.000000
1193.671278,0.061450,103449.000000,89800.000000
1197.250081,0.064375,104757.000000,90325.000000
1200.824720,0.066527,106007.000000,90951.000000
1204.395198,0.067317,107503.000000,92067.000000
1207.961512,0.068332,109096.000000,93213.000000
1212.710124,0.070580,111348.000000,94646.000000
1216.266726,0.069220,113064.000000,96406.000000
1219.819166,0.068418,114939.000000,98186.000000
1223.367443,0.067536,116867.000000,100036.000000
1226.911558,0.067100,118707.000000,101713.000000
1230.451510,0.064911,120651.000000,103901.000000
1233.987299,0.064420,122831.000000,105898.000000
1237.518926,0.064570,124926.000000,107667.000000
1241.046391,0.063182,127058.000000,109855.000000
1244.569693,0.062242,129291.000000,112028.000000
1248.088832,0.061646,131595.000000,114181.000000
1252.774543,0.061975,134667.000000,116758.000000
1256.283970,0.063682,136660.000000,118021.000000
