Method:,Hadamard,,
Host Date-Time:,14/5/18 @ 1:14:37,,
Header Version:,1,,
System Temp hundredths:,3277,,
Detector Temp hundredths:,2985,,
Humidity hundredths:,4086,,
Lamp PD:,3755,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.724215,43030.000000,812.000000
904.302718,1.813170,49104.000000,755.000000
908.203423,1.809727,54588.000000,846.000000
912.099965,1.830174,60466.000000,894.000000
917.288880,1.782553,70309.000000,1160.000000
921.175709,1.816549,79901.000000,1219.000000
925.058377,1.789926,92042.000000,1493.000000
928.936881,1.799984,105997.000000,1680.000000
932.811223,1.786764,120445.000000,1968.000000
936.681403,1.791400,134295.000000,2171.000000
940.547420,1.786555,146936.000000,2402.000000
944.409274,1.789630,158823.000000,2578.000000
948.266966,1.794522,170030.000000,2729.000000
952.120496,1.781029,181559.000000,3006.000000
955.969862,1.781116,193315.000000,3200.000000
961.095876,1.780655,209585.000000,3473.000000
964.935531,1.784398,222477.000000,3655.000000
968.771023,1.798185,236125.000000,3758.000000
972.602352,1.769497,249851.000000,4248.000000
976.429518,1.775869,263989.000000,4423.000000
980.252523,1.786026,277934.000000,4549.000000
984.071364,1.790377,291841.000000,4729.000000
987.886043,1.782475,305789.000000,5046.000000
991.696560,1.787935,318311.000000,5187.000000
995.502914,1.794962,329740.000000,5287.000000
999.305106,1.788205,341290.000000,5558.000000
1004.368219,1.789822,354890.000000,5758.000000
1008.160698,1.786957,363394.000000,5935.000000
1011.949015,1.793625,370509.000000,5959.000000
1015.733168,1.791956,376210.000000,6074.000000
1019.513160,1.787124,380746.000000,6216.000000
1023.288989,1.790429,383716.000000,6217.000000
1027.060655,1.791828,385945.000000,6233.000000
1030.828159,1.788494,386987.000000,6298.000000
1034.591500,1.783836,387357.000000,6372.000000
1038.350679,1.793106,387082.000000,6233.000000
1042.105695,1.792899,386153.000000,6221.000000
1047.105908,1.786630,384290.000000,6281.000000
1050.851212,1.794334,383632.000000,6160.000000
1054.592353,1.793443,382162.000000,6149.000000
1058.329331,1.790184,380354.000000,6166.000000
1062.062147,1.792180,379441.000000,6123.000000
1065.790801,1.793969,379389.000000,6097.000000
1069.515292,1.790820,379305.000000,6140.000000
1073.235620,1.793903,378896.000000,6090.000000
1076.951786,1.795662,378810.000000,6064.000000
1080.663789,1.787365,379670.000000,6195.000000
1084.371630,1.788700,380716.000000,6193.000000
1089.308943,1.792410,380820.000000,6142.000000
1093.007071,1.800928,381977.000000,6041.000000
1096.701037,1.796609,383643.000000,6128.000000
1100.390840,1.795558,384527.000000,6157.000000
1104.076481,1.797537,384778.000000,6133.000000
1107.757959,1.804480,385305.000000,6044.000000
1111.435274,1.801087,386165.000000,6105.000000
1115.108427,1.798169,386469.000000,6151.000000
1118.777418,1.800187,386312.000000,6120.000000
1122.442246,1.796913,386355.000000,6167.000000
1126.102912,1.795888,386132.000000,6178.000000
1130.977324,1.797210,385679.000000,6152.000000
1134.628277,1.795746,385756.000000,6174.000000
1138.275067,1.803754,385807.000000,6062.000000
1141.917695,1.793811,385658.000000,6200.000000
