Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:2:32,,
Header Version:,1,,
System Temp hundredths:,3135,,
Detector Temp hundredths:,3042,,
Humidity hundredths:,3930,,
Lamp PD:,3751,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.016595,10757.000000,11176.000000
904.302718,-0.021028,12276.000000,12885.000000
908.203423,-0.028422,13647.000000,14570.000000
912.099965,-0.005964,15116.000000,15325.000000
917.288880,0.014087,17577.000000,17016.000000
921.175709,0.019817,19975.000000,19084.000000
925.058377,0.006178,23010.000000,22685.000000
928.936881,0.010870,26499.000000,25844.000000
932.811223,0.017467,30111.000000,28924.000000
936.681403,0.011349,33573.000000,32707.000000
940.547420,0.010313,36734.000000,35872.000000
944.409274,0.014627,39705.000000,38390.000000
948.266966,0.010496,42507.000000,41492.000000
952.120496,0.014496,45389.000000,43899.000000
955.969862,0.010515,48328.000000,47172.000000
961.095876,0.016868,52396.000000,50400.000000
964.935531,0.019785,55619.000000,53142.000000
968.771023,0.023047,59031.000000,55980.000000
972.602352,0.019867,62462.000000,59669.000000
976.429518,0.023498,65997.000000,62521.000000
980.252523,0.021789,69483.000000,66083.000000
984.071364,0.027515,72960.000000,68481.000000
987.886043,0.027448,76447.000000,71765.000000
991.696560,0.026422,79577.000000,74880.000000
995.502914,0.028163,82435.000000,77259.000000
999.305106,0.030481,85322.000000,79539.000000
1004.368219,0.032357,88722.000000,82352.000000
1008.160698,0.029684,90848.000000,84846.000000
1011.949015,0.030772,92627.000000,86291.000000
1015.733168,0.033554,94052.000000,87059.000000
1019.513160,0.030278,95186.000000,88776.000000
1023.288989,0.031098,95929.000000,89300.000000
