Method:,Hadamard,,
Host Date-Time:,14/5/18 @ 1:12:20,,
Header Version:,1,,
System Temp hundredths:,3239,,
Detector Temp hundredths:,2976,,
Humidity hundredths:,4285,,
Lamp PD:,3755,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.716791,43030.000000,826.000000
904.302718,1.767355,49104.000000,839.000000
908.203423,1.792121,54588.000000,881.000000
912.099965,1.798336,60466.000000,962.000000
917.288880,1.777713,70309.000000,1173.000000
921.175709,1.797724,79901.000000,1273.000000
925.058377,1.803217,92042.000000,1448.000000
928.936881,1.797150,105997.000000,1691.000000
932.811223,1.785002,120445.000000,1976.000000
936.681403,1.814403,134295.000000,2059.000000
940.547420,1.809193,146936.000000,2280.000000
944.409274,1.783940,158823.000000,2612.000000
948.266966,1.805154,170030.000000,2663.000000
952.120496,1.789490,181559.000000,2948.000000
955.969862,1.773448,193315.000000,3257.000000
961.095876,1.804296,209585.000000,3289.000000
964.935531,1.794739,222477.000000,3569.000000
968.771023,1.789716,236125.000000,3832.000000
972.602352,1.782995,249851.000000,4118.000000
976.429518,1.790244,263989.000000,4279.000000
980.252523,1.778830,277934.000000,4625.000000
984.071364,1.781649,291841.000000,4825.000000
987.886043,1.787321,305789.000000,4990.000000
991.696560,1.793497,318311.000000,5121.000000
995.502914,1.789737,329740.000000,5351.000000
999.305106,1.782924,341290.000000,5626.000000
1004.368219,1.781678,354890.000000,5867.000000
1008.160698,1.783967,363394.000000,5976.000000
1011.949015,1.785110,370509.000000,6077.000000
1015.733168,1.786767,376210.000000,6147.000000
1019.513160,1.786008,380746.000000,6232.000000
1023.288989,1.789452,383716.000000,6231.000000
1027.060655,1.787323,385945.000000,6298.000000
1030.828159,1.788080,386987.000000,6304.000000
1034.591500,1.786433,387357.000000,6334.000000
1038.350679,1.786125,387082.000000,6334.000000
1042.105695,1.783986,386153.000000,6350.000000
1047.105908,1.789753,384290.000000,6236.000000
1050.851212,1.790683,383632.000000,6212.000000
1054.592353,1.789086,382162.000000,6211.000000
1058.329331,1.787446,380354.000000,6205.000000
1062.062147,1.790905,379441.000000,6141.000000
1065.790801,1.789927,379389.000000,6154.000000
1069.515292,1.783874,379305.000000,6239.000000
1073.235620,1.785009,378896.000000,6216.000000
1076.951786,1.786240,378810.000000,6197.000000
1080.663789,1.789755,379670.000000,6161.000000
1084.371630,1.787300,380716.000000,6213.000000
1089.308943,1.794607,380820.000000,6111.000000
1093.007071,1.792668,381977.000000,6157.000000
1096.701037,1.792307,383643.000000,6189.000000
1100.390840,1.790299,384527.000000,6232.000000
1104.076481,1.793660,384778.000000,6188.000000
1107.757959,1.793273,385305.000000,6202.000000
1111.435274,1.796206,386165.000000,6174.000000
1115.108427,1.798805,386469.000000,6142.000000
1118.777418,1.801181,386312.000000,6106.000000
1122.442246,1.806237,386355.000000,6036.000000
1126.102912,1.793924,386132.000000,6206.000000
1130.977324,1.809234,385679.000000,5984.000000
1134.628277,1.804270,385756.000000,6054.000000
1138.275067,1.801183,385807.000000,6098.000000
1141.917695,1.805597,385658.000000,6034.000000
1145.556160,1.802591,385664.000000,6076.000000
1149.190463,1.803051,385437.000000,6066.000000
1152.820603,1.812012,385689.000000,5946.000000
1156.446581,1.811785,386265.000000,5958.000000
1160.068396,1.806160,386798.000000,6044.000000
1163.686049,1.809118,387509.000000,6014.000000
1167.299539,1.807019,388654.000000,6061.000000
1172.111051,1.807513,391022.000000,6091.000000
1175.714828,1.802756,393430.000000,6196.000000
1179.314443,1.804169,396114.000000,6218.000000
1182.909896,1.803742,399734.000000,6281.000000
1186.501186,1.809705,403905.000000,6260.000000
1190.088313,1.809417,408860.000000,6341.000000
1193.671278,1.804676,413797.000000,6488.000000
1197.250081,1.800862,419029.000000,6628.000000
1200.824720,1.810226,424028.000000,6564.000000
1204.395198,1.804177,430012.000000,6750.000000
1207.961512,1.807489,436385.000000,6798.000000
1212.710124,1.806136,445395.000000,6960.000000
1216.266726,1.800170,452258.000000,7165.000000
1219.819166,1.808649,459758.000000,7143.000000
1223.367443,1.803170,467469.000000,7355.000000
1226.911558,1.806838,474831.000000,7408.000000
1230.451510,1.807203,482607.000000,7523.000000
1233.987299,1.802964,491324.000000,7734.000000
1237.518926,1.802187,499704.000000,7880.000000
1241.046391,1.798759,508233.000000,8078.000000
1244.569693,1.796070,517164.000000,8271.000000
1248.088832,1.799925,526380.000000,8344.000000
1252.774543,1.805135,538670.000000,8437.000000
1256.283970,1.802397,546641.000000,8616.000000
1259.789234,1.799069,554620.000000,8809.000000
1263.290336,1.798556,561889.000000,8935.000000
1266.787275,1.797037,569265.000000,9084.000000
1270.280052,1.794708,576505.000000,9249.000000
1273.768666,1.793640,586654.000000,9435.000000
1277.253118,1.794736,600665.000000,9636.000000
1280.733407,1.795440,616188.000000,9869.000000
1284.209534,1.794070,630865.000000,10136.000000
1287.681498,1.795589,644193.000000,10314.000000
1292.304308,1.797600,661364.000000,10540.000000
1295.766560,1.800550,672190.000000,10640.000000
1299.224649,1.799669,681608.000000,10811.000000
1302.678575,1.795843,691129.000000,11059.000000
1306.128339,1.798287,699742.000000,11134.000000
1309.573940,1.798090,706901.000000,11253.000000
1313.015379,1.799738,713057.000000,11308.000000
1316.452656,1.802836,719050.000000,11322.000000
1319.885770,1.800150,724085.000000,11472.000000
1323.314721,1.801838,727284.000000,11478.000000
1326.739510,1.800680,729582.000000,11545.000000
1331.299419,1.800430,733015.000000,11606.000000
1334.714496,1.803404,734554.000000,11551.000000
1338.125409,1.801913,734255.000000,11586.000000
