Method:,Hadamard,,
1273.768666,0.064323,146663.000000,126473.000000
1277.253118,0.062648,150166.000000,129994.000000
1280.733407,0.060795,154047.000000,133924.000000
1284.209534,0.059352,157716.000000,137570.000000
1287.681498,0.057850,161048.000000,140963.000000
1292.304308,0.057007,165341.000000,145002.000000
1295.766560,0.056783,168047.000000,147451.000000
1299.224649,0.055885,170402.000000,149827.000000
1302.678575,0.056230,172782.000000,151799.000000
1306.128339,0.056729,174935.000000,153514.000000
1309.573940,0.058094,176725.000000,154598.000000
1313.015379,0.058153,178264.000000,155923.000000
1316.452656,0.059352,179762.000000,156800.000000
1319.885770,0.061564,181021.000000,157096.000000
1323.314721,0.063070,181821.000000,157244.000000
1326.739510,0.065111,182395.000000,157001.000000
1331.299419,0.068684,183253.000000,156447.000000
1334.714496,0.070654,183638.000000,156066.000000
1338.125409,0.074101,183563.000000,154769.000000
1341.532160,0.076784,183409.000000,153687.000000
1344.934749,0.080374,183307.000000,152337.000000
1348.333175,0.082718,182891.000000,151173.000000
1351.727439,0.086514,182046.000000,149165.000000
1355.117540,0.089556,181026.000000,147294.000000
1358.503478,0.091961,179849.000000,145528.000000
1361.885254,0.093965,178683.000000,143919.000000
1365.262867,0.095891,177377.000000,142235.000000
1369.759877,0.099839,175414.000000,139388.000000
1373.127778,0.102063,174134.000000,137664.000000
1376.491516,0.106278,173137.000000,135554.000000
1379.851092,0.109689,172426.000000,133941.000000
1383.206505,0.113954,172084.000000,132369.000000
1386.557756,0.120532,172139.000000,130421.000000
1389.904844,0.127995,172194.000000,128240.000000
1393.247769,0.134813,172049.000000,126136.000000
1396.586533,0.144227,171827.000000,123272.000000
1399.921133,0.153942,171640.000000,120414.000000
1403.251571,0.164899,171481.000000,117305.000000
1407.685680,0.182609,171148.000000,112399.000000
1411.006406,0.197771,171079.000000,108499.000000
1414.322969,0.211565,170991.000000,105053.000000
1417.635369,0.225433,170881.000000,101686.000000
1420.943607,0.238438,170720.000000,98593.000000
1424.247682,0.250998,170685.000000,95763.000000
1427.547595,0.262949,170790.000000,93221.000000
1430.843345,0.273747,170905.000000,90993.000000
1434.134933,0.279786,170830.000000,89697.000000
1437.422358,0.286697,170915.000000,88325.000000
1440.705621,0.291945,170956.000000,87285.000000
1445.076830,0.298291,171004.000000,86043.000000
1448.350380,0.301905,170838.000000,85247.000000
1451.619767,0.303319,170625.000000,84864.000000
1454.884993,0.306979,170313.000000,83998.000000
1458.146055,0.308508,169927.000000,83513.000000
1461.402955,0.308668,169493.000000,83269.000000
1464.655693,0.309832,168956.000000,82783.000000
1467.904268,0.308922,168307.000000,82638.000000
1471.148680,0.308872,167693.000000,82346.000000
1474.388930,0.306563,167134.000000,82509.000000
1477.625017,0.307590,166498.000000,82001.000000
1481.933325,0.305604,165605.000000,81935.000000
1485.159700,0.302277,164923.000000,82225.000000
1488.381912,0.302058,164188.000000,81900.000000
1491.599962,0.302196,163416.000000,81489.000000
1494.813849,0.299579,162526.000000,81535.000000
1498.023574,0.297398,161571.000000,81464.000000
1501.229136,0.295606,160574.000000,81296.000000
1504.430536,0.292957,159574.000000,81284.000000
1507.627773,0.292172,158592.000000,80930.000000
1510.820847,0.289576,157423.000000,80815.000000
1514.009759,0.288033,156226.000000,80486.000000
1518.255167,0.286075,154698.000000,80059.000000
1521.434366,0.284732,153531.000000,79701.000000
1524.609403,0.283441,152303.000000,79299.000000
1527.780278,0.280956,150930.000000,79035.000000
1530.946990,0.282070,149520.000000,78096.000000
1534.109539,0.280308,148083.000000,77660.000000
1537.267926,0.281180,146705.000000,76783.000000
1540.422150,0.280763,145249.000000,76094.000000
1543.572212,0.278639,143644.000000,75622.000000
1546.718111,0.279151,142018.000000,74678.000000
1549.859847,0.278769,140299.000000,73839.000000
1554.042355,0.279576,138148.000000,72572.000000
1557.174379,0.280327,136446.000000,71554.000000
1560.302240,0.279882,134592.000000,70654.000000
1563.425939,0.278459,132737.000000,69909.000000
1566.545476,0.277362,130997.000000,69167.000000
1569.660850,0.277175,129074.000000,68181.000000
1572.772061,0.276998,127180.000000,67208.000000
1575.879110,0.276808,125216.000000,66199.000000
1578.981997,0.273058,123151.000000,65672.000000
1582.080720,0.275632,121129.000000,64212.000000
1585.175282,0.272837,119055.000000,63520.000000
1589.294888,0.270733,116258.000000,62329.000000
1592.379737,0.267314,114040.000000,61623.000000
1595.460423,0.264995,111960.000000,60823.000000
1598.536947,0.261881,109782.000000,60069.000000
1601.609308,0.262925,107628.000000,58749.000000
1604.677507,0.256966,105500.000000,58383.000000
1607.741543,0.254042,103155.000000,57471.000000
1610.801417,0.252805,100841.000000,56342.000000
1613.857128,0.246299,98624.000000,55935.000000
1616.908676,0.244348,96425.000000,54934.000000
1619.956062,0.242249,94117.000000,53879.000000
1624.012768,0.238641,91062.000000,52565.000000
1627.050442,0.235983,88838.000000,51596.000000
1630.083953,0.235744,86621.000000,50336.000000
1633.113301,0.230361,84376.000000,49643.000000
1636.138487,0.228841,82037.000000,48436.000000
1639.159510,0.224811,79789.000000,47548.000000
1642.176371,0.224407,77641.000000,46311.000000
1645.189069,0.221353,75244.000000,45198.000000
1648.197605,0.216579,72653.000000,44124.000000
1651.201978,0.213621,69885.000000,42733.000000
1654.202188,0.207294,66871.000000,41490.000000
1658.195994,0.209673,62323.000000,38457.000000
1661.186492,0.201875,58438.000000,36713.000000
1664.172828,0.199907,54103.000000,34144.000000
1667.155001,0.197939,49112.000000,31135.000000
1670.133011,0.194697,43793.000000,27971.000000
1673.106859,0.196008,38261.000000,24364.000000
1676.076545,0.186639,32903.000000,21409.000000
1679.042067,0.185410,28053.000000,18305.000000
1682.003428,0.189033,23774.000000,15384.000000
1684.960626,0.201736,20126.000000,12648.000000
1687.913661,0.198484,17073.000000,10810.000000
1691.844566,0.210135,13814.000000,8515.000000
1694.787889,0.213336,11821.000000,7233.000000
1697.727049,0.202437,10202.000000,6401.000000
1700.662047,0.203794,8803.000000,5506.000000
