Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:20:20,,
Header Version:,1,,
System Temp hundredths:,2917,,
Detector Temp hundredths:,2817,,
Humidity hundredths:,4059,,
Lamp PD:,3692,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.035311,10757.000000,9917.000000
904.302718,0.046206,12276.000000,11037.000000
908.203423,0.037710,13647.000000,12512.000000
912.099965,0.051167,15116.000000,13436.000000
917.288880,0.060992,17577.000000,15274.000000
921.175709,0.061137,19975.000000,17352.000000
925.058377,0.054827,23010.000000,20281.000000
928.936881,0.058885,26499.000000,23139.000000
932.811223,0.061154,30111.000000,26156.000000
936.681403,0.060488,33573.000000,29208.000000
940.547420,0.057739,36734.000000,32161.000000
944.409274,0.059995,39705.000000,34582.000000
948.266966,0.058724,42507.000000,37131.000000
952.120496,0.060694,45389.000000,39469.000000
955.969862,0.058465,48328.000000,42241.000000
961.095876,0.062817,52396.000000,45340.000000
964.935531,0.064426,55619.000000,47951.000000
968.771023,0.067944,59031.000000,50482.000000
972.602352,0.064543,62462.000000,53836.000000
976.429518,0.068507,65997.000000,56366.000000
980.252523,0.067420,69483.000000,59492.000000
984.071364,0.070847,72960.000000,61978.000000
987.886043,0.070374,76447.000000,65011.000000
991.696560,0.068918,79577.000000,67900.000000
995.502914,0.067412,82435.000000,70583.000000
999.305106,0.065904,85322.000000,73309.000000
1004.368219,0.063236,88722.000000,76700.000000
1008.160698,0.062711,90848.000000,78633.000000
1011.949015,0.059929,92627.000000,80688.000000
1015.733168,0.059014,94052.000000,82102.000000
1019.513160,0.057662,95186.000000,83351.000000
1023.288989,0.056504,95929.000000,84226.000000
1027.060655,0.054280,96486.000000,85150.000000
1030.828159,0.053454,96746.000000,85542.000000
1034.591500,0.050891,96839.000000,86131.000000
1038.350679,0.048780,96770.000000,86489.000000
1042.105695,0.047948,96538.000000,86447.000000
1047.105908,0.047251,96072.000000,86168.000000
1050.851212,0.045406,95908.000000,86387.000000
1054.592353,0.043496,95540.000000,86435.000000
1058.329331,0.043188,95088.000000,86087.000000
1062.062147,0.042590,94860.000000,85999.000000
1065.790801,0.041033,94847.000000,86296.000000
1069.515292,0.038313,94826.000000,86819.000000
1073.235620,0.038671,94724.000000,86654.000000
1076.951786,0.037985,94702.000000,86771.000000
1080.663789,0.036350,94917.000000,87296.000000
1084.371630,0.035616,95179.000000,87685.000000
1089.308943,0.032778,95205.000000,88284.000000
1093.007071,0.033770,95494.000000,88350.000000
1096.701037,0.033984,95910.000000,88691.000000
1100.390840,0.032986,96131.000000,89100.000000
1104.076481,0.033777,96194.000000,88996.000000
1107.757959,0.034183,96326.000000,89035.000000
1111.435274,0.034099,96541.000000,89251.000000
1115.108427,0.034397,96617.000000,89260.000000
1118.777418,0.033686,96578.000000,89370.000000
1122.442246,0.034281,96588.000000,89257.000000
1126.102912,0.034340,96533.000000,89194.000000
1130.977324,0.037848,96419.000000,88372.000000
1134.628277,0.038385,96439.000000,88281.000000
1138.275067,0.041124,96451.000000,87737.000000
1141.917695,0.044586,96414.000000,87007.000000
1145.556160,0.046381,96416.000000,86650.000000
1149.190463,0.048516,96359.000000,86174.000000
1152.820603,0.052368,96422.000000,85469.000000
1156.446581,0.055206,96566.000000,85039.000000
1160.068396,0.058596,96699.000000,84494.000000
1163.686049,0.061518,96877.000000,84082.000000
1167.299539,0.063889,97163.000000,83871.000000
1172.111051,0.066683,97755.000000,83841.000000
1175.714828,0.070661,98357.000000,83588.000000
1179.314443,0.072421,99028.000000,83818.000000
1182.909896,0.074433,99933.000000,84193.000000
1186.501186,0.078963,100976.000000,84189.000000
1190.088313,0.082483,102215.000000,84534.000000
1193.671278,0.082679,103449.000000,85516.000000
1197.250081,0.084213,104757.000000,86292.000000
1200.824720,0.085860,106007.000000,86991.000000
1204.395198,0.085258,107503.000000,88341.000000
1207.961512,0.084653,109096.000000,89775.000000
1212.710124,0.085413,111348.000000,91468.000000
1216.266726,0.082494,113064.000000,93504.000000
1219.819166,0.079851,114939.000000,95635.000000
1223.367443,0.078665,116867.000000,97505.000000
1226.911558,0.076854,118707.000000,99454.000000
1230.451510,0.074265,120651.000000,101687.000000
1233.987299,0.073374,122831.000000,103737.000000
1237.518926,0.072948,124926.000000,105610.000000
1241.046391,0.070739,127058.000000,107960.000000
1244.569693,0.069005,129291.000000,110297.000000
1248.088832,0.068245,131595.000000,112459.000000
1252.774543,0.068099,134667.000000,115123.000000
1256.283970,0.068880,136660.000000,116617.000000
1259.789234,0.069399,138655.000000,118178.000000
1263.290336,0.067108,140472.000000,120360.000000
1266.787275,0.066844,142316.000000,122014.000000
1270.280052,0.064974,144126.000000,124099.000000
