Method:,Hadamard,,
1417.635369,0.259932,341763.000000,187842.000000
1420.943607,0.273904,341440.000000,181723.000000
1424.247682,0.285651,341371.000000,176838.000000
1427.547595,0.298639,341580.000000,171733.000000
1430.843345,0.308475,341810.000000,168000.000000
1434.134933,0.315476,341660.000000,165241.000000
1437.422358,0.323632,341831.000000,162248.000000
1440.705621,0.328185,341912.000000,160594.000000
1445.076830,0.333701,342009.000000,158612.000000
1448.350380,0.337538,341676.000000,157064.000000
1451.619767,0.339385,341251.000000,156203.000000
1454.884993,0.344409,340627.000000,154124.000000
1458.146055,0.346114,339855.000000,153172.000000
1461.402955,0.344961,338987.000000,153187.000000
1464.655693,0.346129,337912.000000,152291.000000
1467.904268,0.344732,336614.000000,152195.000000
1471.148680,0.345290,335386.000000,151445.000000
1474.388930,0.342834,334268.000000,151796.000000
1477.625017,0.343094,332996.000000,151128.000000
1481.933325,0.341835,331210.000000,150754.000000
1485.159700,0.341019,329847.000000,150416.000000
1488.381912,0.339274,328376.000000,150348.000000
1491.599962,0.338487,326833.000000,149913.000000
1494.813849,0.337471,325052.000000,149445.000000
1498.023574,0.333442,323143.000000,149952.000000
1501.229136,0.332392,321148.000000,149387.000000
1504.430536,0.329418,319148.000000,149477.000000
1507.627773,0.328008,317184.000000,149040.000000
1510.820847,0.325999,314847.000000,148628.000000
1514.009759,0.324483,312452.000000,148013.000000
1518.255167,0.324043,309396.000000,146714.000000
1521.434366,0.321329,307062.000000,146520.000000
1524.609403,0.320246,304606.000000,145711.000000
1527.780278,0.317120,301861.000000,145441.000000
1530.946990,0.318849,299041.000000,143510.000000
1534.109539,0.317195,296167.000000,142673.000000
1537.267926,0.318484,293410.000000,140926.000000
1540.422150,0.316970,290499.000000,140015.000000
1543.572212,0.314734,287288.000000,139182.000000
1546.718111,0.314911,284037.000000,137551.000000
1549.859847,0.315407,280599.000000,135731.000000
1554.042355,0.318314,276296.000000,132758.000000
1557.174379,0.317462,272892.000000,131380.000000
1560.302240,0.316191,269185.000000,129975.000000
1563.425939,0.314634,265475.000000,128644.000000
1566.545476,0.312899,261995.000000,127466.000000
1569.660850,0.313701,258149.000000,125363.000000
1572.772061,0.314230,254361.000000,123373.000000
1575.879110,0.312323,250432.000000,122002.000000
1578.981997,0.309892,246303.000000,120664.000000
1582.080720,0.314388,242258.000000,117460.000000
1585.175282,0.310094,238110.000000,116596.000000
1589.294888,0.306825,232516.000000,114717.000000
1592.379737,0.305191,228081.000000,112953.000000
1595.460423,0.303005,223920.000000,111452.000000
1598.536947,0.298718,219564.000000,110368.000000
1601.609308,0.297325,215256.000000,108550.000000
1604.677507,0.292214,211001.000000,107664.000000
1607.741543,0.289780,206310.000000,105862.000000
1610.801417,0.285549,201683.000000,104501.000000
1613.857128,0.281744,197249.000000,103103.000000
1616.908676,0.279891,192851.000000,101235.000000
1619.956062,0.277751,188235.000000,99300.000000
1624.012768,0.273349,182124.000000,97055.000000
1627.050442,0.271795,177676.000000,95024.000000
1630.083953,0.273781,173242.000000,92230.000000
1633.113301,0.266013,168752.000000,91461.000000
1636.138487,0.265082,164075.000000,89117.000000
1639.159510,0.263412,159579.000000,87009.000000
1642.176371,0.262997,155282.000000,84747.000000
1645.189069,0.258620,150489.000000,82963.000000
1648.197605,0.251342,145307.000000,81460.000000
1651.201978,0.248557,139770.000000,78860.000000
1654.202188,0.244139,133743.000000,76231.000000
1658.195994,0.246628,124646.000000,70640.000000
1661.186492,0.243141,116877.000000,66771.000000
1664.172828,0.238195,108207.000000,62526.000000
1667.155001,0.230948,98225.000000,57713.000000
1670.133011,0.231548,87586.000000,51391.000000
1673.106859,0.229818,76523.000000,45079.000000
1676.076545,0.227007,65807.000000,39018.000000
1679.042067,0.219002,56106.000000,33885.000000
1682.003428,0.225631,47549.000000,28282.000000
1684.960626,0.232549,40253.000000,23564.000000
1687.913661,0.228733,34147.000000,20166.000000
1691.844566,0.244179,27628.000000,15746.000000
1694.787889,0.248417,23643.000000,13344.000000
1697.727049,0.248451,20404.000000,11515.000000
1700.662047,0.235615,17606.000000,10234.000000
