Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:2:5,,
Header Version:,1,,
System Temp hundredths:,2940,,
Detector Temp hundredths:,2819,,
Humidity hundredths:,4074,,
Lamp PD:,3693,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.826236,43030.000000,642.000000
904.302718,1.788570,49104.000000,799.000000
908.203423,1.744102,54588.000000,984.000000
912.099965,1.792952,60466.000000,974.000000
917.288880,1.851815,70309.000000,989.000000
921.175709,1.849474,79901.000000,1130.000000
925.058377,1.794900,92042.000000,1476.000000
928.936881,1.805185,105997.000000,1660.000000
932.811223,1.863568,120445.000000,1649.000000
936.681403,1.816942,134295.000000,2047.000000
940.547420,1.837934,146936.000000,2134.000000
944.409274,1.847959,158823.000000,2254.000000
948.266966,1.811231,170030.000000,2626.000000
952.120496,1.842377,181559.000000,2610.000000
955.969862,1.804107,193315.000000,3035.000000
961.095876,1.818933,209585.000000,3180.000000
964.935531,1.814913,222477.000000,3407.000000
968.771023,1.825121,236125.000000,3532.000000
972.602352,1.823418,249851.000000,3752.000000
976.429518,1.829854,263989.000000,3906.000000
980.252523,1.819866,277934.000000,4208.000000
984.071364,1.829763,291841.000000,4319.000000
987.886043,1.833659,305789.000000,4485.000000
991.696560,1.817468,318311.000000,4846.000000
995.502914,1.826648,329740.000000,4915.000000
999.305106,1.821823,341290.000000,5144.000000
1004.368219,1.818827,354890.000000,5386.000000
1008.160698,1.831699,363394.000000,5354.000000
1011.949015,1.815292,370509.000000,5669.000000
1015.733168,1.812377,376210.000000,5795.000000
1019.513160,1.807654,380746.000000,5929.000000
1023.288989,1.817895,383716.000000,5836.000000
1027.060655,1.833479,385945.000000,5663.000000
1030.828159,1.823296,386987.000000,5813.000000
1034.591500,1.829275,387357.000000,5739.000000
1038.350679,1.817319,387082.000000,5895.000000
1042.105695,1.826941,386153.000000,5752.000000
1047.105908,1.820259,384290.000000,5813.000000
1050.851212,1.821386,383632.000000,5788.000000
1054.592353,1.813757,382162.000000,5868.000000
1058.329331,1.814296,380354.000000,5833.000000
1062.062147,1.825025,379441.000000,5677.000000
1065.790801,1.813714,379389.000000,5826.000000
1069.515292,1.820304,379305.000000,5737.000000
1073.235620,1.825857,378896.000000,5658.000000
1076.951786,1.819358,378810.000000,5742.000000
1080.663789,1.830753,379670.000000,5606.000000
1084.371630,1.819877,380716.000000,5764.000000
1089.308943,1.824160,380820.000000,5709.000000
1093.007071,1.815253,381977.000000,5845.000000
1096.701037,1.826911,383643.000000,5715.000000
1100.390840,1.832955,384527.000000,5649.000000
1104.076481,1.825618,384778.000000,5749.000000
1107.757959,1.823126,385305.000000,5790.000000
1111.435274,1.825296,386165.000000,5774.000000
1115.108427,1.833608,386469.000000,5669.000000
1118.777418,1.828102,386312.000000,5739.000000
1122.442246,1.832103,386355.000000,5687.000000
1126.102912,1.836999,386132.000000,5620.000000
1130.977324,1.838116,385679.000000,5599.000000
1134.628277,1.834341,385756.000000,5649.000000
1138.275067,1.825948,385807.000000,5760.000000
1141.917695,1.836312,385658.000000,5622.000000
1145.556160,1.847825,385664.000000,5475.000000
1149.190463,1.845986,385437.000000,5495.000000
1152.820603,1.834035,385689.000000,5652.000000
1156.446581,1.846286,386265.000000,5503.000000
1160.068396,1.854287,386798.000000,5410.000000
1163.686049,1.853562,387509.000000,5429.000000
1167.299539,1.838130,388654.000000,5642.000000
1172.111051,1.836250,391022.000000,5701.000000
1175.714828,1.856008,393430.000000,5481.000000
1179.314443,1.845618,396114.000000,5652.000000
1182.909896,1.845059,399734.000000,5711.000000
1186.501186,1.843076,403905.000000,5797.000000
1190.088313,1.841459,408860.000000,5890.000000
1193.671278,1.858633,413797.000000,5730.000000
1197.250081,1.861972,419029.000000,5758.000000
1200.824720,1.846717,424028.000000,6035.000000
1204.395198,1.856199,430012.000000,5988.000000
1207.961512,1.858402,436385.000000,6046.000000
1212.710124,1.863487,445395.000000,6099.000000
1216.266726,1.855288,452258.000000,6311.000000
1219.819166,1.848215,459758.000000,6521.000000
1223.367443,1.858446,467469.000000,6476.000000
1226.911558,1.846914,474831.000000,6755.000000
1230.451510,1.842923,482607.000000,6929.000000
1233.987299,1.848946,491324.000000,6957.000000
1237.518926,1.840176,499704.000000,7220.000000
1241.046391,1.844051,508233.000000,7278.000000
1244.569693,1.837179,517164.000000,7524.000000
1248.088832,1.839116,526380.000000,7624.000000
1252.774543,1.843256,538670.000000,7728.000000
1256.283970,1.839361,546641.000000,7913.000000
1259.789234,1.842592,554620.000000,7969.000000
1263.290336,1.840416,561889.000000,8114.000000
1266.787275,1.843358,569265.000000,8165.000000
1270.280052,1.834564,576505.000000,8438.000000
1273.768666,1.828913,586654.000000,8699.000000
1277.253118,1.834150,600665.000000,8800.000000
1280.733407,1.840128,616188.000000,8904.000000
1284.209534,1.837188,630865.000000,9178.000000
1287.681498,1.840346,644193.000000,9304.000000
1292.304308,1.841804,661364.000000,9520.000000
1295.766560,1.834144,672190.000000,9848.000000
1299.224649,1.836192,681608.000000,9939.000000
1302.678575,1.846299,691129.000000,9846.000000
1306.128339,1.838044,699742.000000,10160.000000
1309.573940,1.844221,706901.000000,10119.000000
1313.015379,1.843758,713057.000000,10218.000000
1316.452656,1.837394,719050.000000,10456.000000
1319.885770,1.841131,724085.000000,10439.000000
1323.314721,1.846470,727284.000000,10357.000000
1326.739510,1.848722,729582.000000,10336.000000
1331.299419,1.853669,733015.000000,10267.000000
1334.714496,1.850580,734554.000000,10362.000000
1338.125409,1.847354,734255.000000,10435.000000
1341.532160,1.853573,733637.000000,10278.000000
1344.934749,1.848415,733228.000000,10395.000000
1348.333175,1.855824,731566.000000,10196.000000
1351.727439,1.862198,728185.000000,10001.000000
1355.117540,1.855652,724104.000000,10096.000000
1358.503478,1.852647,719397.000000,10100.000000
1361.885254,1.862386,714733.000000,9812.000000
1365.262867,1.852394,709510.000000,9967.000000
1369.759877,1.859354,701658.000000,9700.000000
1373.127778,1.861081,696538.000000,9591.000000
1376.491516,1.860675,692550.000000,9545.000000
1379.851092,1.861397,689704.000000,9490.000000
1383.206505,1.865598,688337.000000,9380.000000
1386.557756,1.868012,688558.000000,9331.000000
1389.904844,1.869969,688777.000000,9292.000000
1393.247769,1.869463,688197.000000,9295.000000
1396.586533,1.874593,687308.000000,9174.000000
1399.921133,1.880318,686560.000000,9044.000000
1403.251571,1.877569,685924.000000,9093.000000
1407.685680,1.878017,684594.000000,9066.000000
1411.006406,1.881016,684319.000000,9000.000000
1414.322969,1.881032,683964.000000,8995.000000
1417.635369,1.887420,683527.000000,8858.000000
1420.943607,1.888237,682881.000000,8833.000000
1424.247682,1.881271,682743.000000,8974.000000
1427.547595,1.888366,683161.000000,8834.000000
1430.843345,1.889298,683621.000000,8821.000000
1434.134933,1.881348,683320.000000,8980.000000
1437.422358,1.891100,683663.000000,8785.000000
1440.705621,1.886874,683825.000000,8873.000000
1445.076830,1.890733,684018.000000,8797.000000
1448.350380,1.892339,683352.000000,8756.000000
1451.619767,1.887063,682502.000000,8852.000000
1454.884993,1.895140,681254.000000,8673.000000
1458.146055,1.890614,679710.000000,8744.000000
1461.402955,1.886484,677975.000000,8805.000000
1464.655693,1.896296,675825.000000,8581.000000
1467.904268,1.896705,673229.000000,8540.000000
1471.148680,1.897309,670772.000000,8497.000000
1474.388930,1.896115,668536.000000,8492.000000
1477.625017,1.894971,665993.000000,8482.000000
1481.933325,1.891357,662420.000000,8507.000000
1485.159700,1.904154,659694.000000,8226.000000
1488.381912,1.891008,656753.000000,8441.000000
1491.599962,1.897798,653666.000000,8271.000000
1494.813849,1.896529,650104.000000,8250.000000
1498.023574,1.895659,646286.000000,8218.000000
1501.229136,1.906931,642296.000000,7958.000000
1504.430536,1.896645,638297.000000,8098.000000
1507.627773,1.902412,634369.000000,7942.000000
1510.820847,1.894144,629695.000000,8035.000000
1514.009759,1.898297,624905.000000,7898.000000
1518.255167,1.910731,618792.000000,7600.000000
1521.434366,1.911115,614124.000000,7536.000000
1524.609403,1.894740,609213.000000,7763.000000
1527.780278,1.899282,603723.000000,7613.000000
1530.946990,1.908999,598083.000000,7375.000000
1534.109539,1.896753,592334.000000,7513.000000
1537.267926,1.896933,586821.000000,7440.000000
1540.422150,1.908293,580999.000000,7176.000000
1543.572212,1.906563,574577.000000,7125.000000
1546.718111,1.901254,568074.000000,7131.000000
1549.859847,1.897369,561198.000000,7108.000000
1554.042355,1.902801,552592.000000,6912.000000
1557.174379,1.893415,545785.000000,6976.000000
1560.302240,1.898891,538370.000000,6795.000000
1563.425939,1.895879,530951.000000,6748.000000
1566.545476,1.899647,523990.000000,6602.000000
1569.660850,1.907265,516299.000000,6392.000000
1572.772061,1.896046,508722.000000,6463.000000
