Method:,Hadamard,,
1019.513160,1.862965,380746.000000,5220.000000
1023.288989,1.850572,383716.000000,5413.000000
1027.060655,1.848697,385945.000000,5468.000000
1030.828159,1.857722,386987.000000,5370.000000
1034.591500,1.854353,387357.000000,5417.000000
1038.350679,1.868223,387082.000000,5243.000000
1042.105695,1.853964,386153.000000,5405.000000
1047.105908,1.866407,384290.000000,5227.000000
1050.851212,1.855967,383632.000000,5345.000000
1054.592353,1.860190,382162.000000,5273.000000
1058.329331,1.857307,380354.000000,5283.000000
1062.062147,1.846670,379441.000000,5401.000000
1065.790801,1.857192,379389.000000,5271.000000
1069.515292,1.846917,379305.000000,5396.000000
1073.235620,1.854572,378896.000000,5296.000000
1076.951786,1.851531,378810.000000,5332.000000
1080.663789,1.856361,379670.000000,5285.000000
1084.371630,1.865183,380716.000000,5193.000000
1089.308943,1.864132,380820.000000,5207.000000
1093.007071,1.869219,381977.000000,5162.000000
1096.701037,1.859160,383643.000000,5306.000000
1100.390840,1.853741,384527.000000,5385.000000
1104.076481,1.858239,384778.000000,5333.000000
1107.757959,1.868717,385305.000000,5213.000000
1111.435274,1.861351,386165.000000,5314.000000
1115.108427,1.861448,386469.000000,5317.000000
1118.777418,1.858017,386312.000000,5357.000000
1122.442246,1.869816,386355.000000,5214.000000
1126.102912,1.859683,386132.000000,5334.000000
1130.977324,1.851106,385679.000000,5434.000000
1134.628277,1.865327,385756.000000,5260.000000
1138.275067,1.874479,385807.000000,5151.000000
1141.917695,1.854855,385658.000000,5387.000000
1145.556160,1.850530,385664.000000,5441.000000
1149.190463,1.854929,385437.000000,5383.000000
1152.820603,1.862699,385689.000000,5291.000000
1156.446581,1.858938,386265.000000,5345.000000
1160.068396,1.843896,386798.000000,5541.000000
1163.686049,1.849343,387509.000000,5482.000000
1167.299539,1.863325,388654.000000,5324.000000
1172.111051,1.850341,391022.000000,5519.000000
1175.714828,1.839450,393430.000000,5694.000000
1179.314443,1.841184,396114.000000,5710.000000
1182.909896,1.844755,399734.000000,5715.000000
1186.501186,1.861752,403905.000000,5553.000000
1190.088313,1.857150,408860.000000,5681.000000
1193.671278,1.846230,413797.000000,5896.000000
1197.250081,1.845035,419029.000000,5987.000000
1200.824720,1.859793,424028.000000,5856.000000
1204.395198,1.845595,430012.000000,6136.000000
1207.961512,1.842533,436385.000000,6271.000000
1212.710124,1.848716,445395.000000,6310.000000
1216.266726,1.853914,452258.000000,6331.000000
1219.819166,1.862844,459758.000000,6305.000000
1223.367443,1.848960,467469.000000,6619.000000
1226.911558,1.858379,474831.000000,6579.000000
1230.451510,1.855385,482607.000000,6733.000000
1233.987299,1.856375,491324.000000,6839.000000
1237.518926,1.859864,499704.000000,6900.000000
1241.046391,1.851635,508233.000000,7152.000000
1244.569693,1.860417,517164.000000,7132.000000
1248.088832,1.863907,526380.000000,7201.000000
1252.774543,1.855567,538670.000000,7512.000000
1256.283970,1.857403,546641.000000,7591.000000
1259.789234,1.855086,554620.000000,7743.000000
1263.290336,1.860405,561889.000000,7749.000000
1266.787275,1.856589,569265.000000,7920.000000
1270.280052,1.858637,576505.000000,7983.000000
1273.768666,1.865075,586654.000000,8004.000000
1277.253118,1.857727,600665.000000,8335.000000
1280.733407,1.851644,616188.000000,8671.000000
1284.209534,1.857284,630865.000000,8763.000000
1287.681498,1.862416,644193.000000,8843.000000
1292.304308,1.852612,661364.000000,9286.000000
1295.766560,1.861679,672190.000000,9243.000000
1299.224649,1.863560,681608.000000,9332.000000
1302.678575,1.857424,691129.000000,9597.000000
1306.128339,1.863301,699742.000000,9586.000000
1309.573940,1.859064,706901.000000,9779.000000
1313.015379,1.863007,713057.000000,9775.000000
1316.452656,1.868780,719050.000000,9727.000000
1319.885770,1.868563,724085.000000,9800.000000
1323.314721,1.862182,727284.000000,9989.000000
1326.739510,1.864771,729582.000000,9961.000000
1331.299419,1.860018,733015.000000,10118.000000
1334.714496,1.864636,734554.000000,10032.000000
1338.125409,1.867937,734255.000000,9952.000000
1341.532160,1.867527,733637.000000,9953.000000
1344.934749,1.863376,733228.000000,10043.000000
1348.333175,1.859245,731566.000000,10116.000000
1351.727439,1.861894,728185.000000,10008.000000
1355.117540,1.865968,724104.000000,9859.000000
1358.503478,1.866985,719397.000000,9772.000000
1361.885254,1.863672,714733.000000,9783.000000
1365.262867,1.863918,709510.000000,9706.000000
1369.759877,1.858683,701658.000000,9715.000000
1373.127778,1.864445,696538.000000,9517.000000
1376.491516,1.868063,692550.000000,9384.000000
1379.851092,1.863875,689704.000000,9436.000000
1383.206505,1.859666,688337.000000,9509.000000
1386.557756,1.866618,688558.000000,9361.000000
1389.904844,1.864674,688777.000000,9406.000000
1393.247769,1.868343,688197.000000,9319.000000
1396.586533,1.870775,687308.000000,9255.000000
1399.921133,1.863735,686560.000000,9396.000000
1403.251571,1.866953,685924.000000,9318.000000
1407.685680,1.873870,684594.000000,9153.000000
1411.006406,1.875931,684319.000000,9106.000000
1414.322969,1.871623,683964.000000,9192.000000
1417.635369,1.869883,683527.000000,9223.000000
1420.943607,1.875781,682881.000000,9090.000000
1424.247682,1.876171,682743.000000,9080.000000
1427.547595,1.870924,683161.000000,9196.000000
1430.843345,1.875535,683621.000000,9105.000000
1434.134933,1.877352,683320.000000,9063.000000
1437.422358,1.878626,683663.000000,9041.000000
1440.705621,1.881572,683825.000000,8982.000000
1445.076830,1.877843,684018.000000,9062.000000
1448.350380,1.875794,683352.000000,9096.000000
1451.619767,1.882766,682502.000000,8940.000000
1454.884993,1.875941,681254.000000,9065.000000
1458.146055,1.878178,679710.000000,8998.000000
1461.402955,1.886238,677975.000000,8810.000000
1464.655693,1.887330,675825.000000,8760.000000
1467.904268,1.880974,673229.000000,8855.000000
1471.148680,1.880516,670772.000000,8832.000000
1474.388930,1.882621,668536.000000,8760.000000
1477.625017,1.889477,665993.000000,8590.000000
1481.933325,1.885173,662420.000000,8629.000000
1485.159700,1.882427,659694.000000,8648.000000
1488.381912,1.893433,656753.000000,8394.000000
1491.599962,1.892630,653666.000000,8370.000000
1494.813849,1.894324,650104.000000,8292.000000
1498.023574,1.888790,646286.000000,8349.000000
1501.229136,1.888971,642296.000000,8294.000000
1504.430536,1.887885,638297.000000,8263.000000
1507.627773,1.896007,634369.000000,8060.000000
1510.820847,1.895064,629695.000000,8018.000000
1514.009759,1.890342,624905.000000,8044.000000
1518.255167,1.886667,618792.000000,8033.000000
1521.434366,1.895160,614124.000000,7818.000000
1524.609403,1.895243,609213.000000,7754.000000
1527.780278,1.886910,603723.000000,7833.000000
1530.946990,1.885168,598083.000000,7791.000000
1534.109539,1.897158,592334.000000,7506.000000
1537.267926,1.892403,586821.000000,7518.000000
1540.422150,1.882848,580999.000000,7609.000000
1543.572212,1.886435,574577.000000,7463.000000
1546.718111,1.900160,568074.000000,7149.000000
1549.859847,1.892387,561198.000000,7190.000000
1554.042355,1.890535,552592.000000,7110.000000
1557.174379,1.896665,545785.000000,6924.000000
1560.302240,1.887973,538370.000000,6968.000000
1563.425939,1.902102,530951.000000,6652.000000
1566.545476,1.887325,523990.000000,6792.000000
1569.660850,1.882826,516299.000000,6762.000000
1572.772061,1.898810,508722.000000,6422.000000
1575.879110,1.889555,500864.000000,6459.000000
1578.981997,1.889589,492606.000000,6352.000000
1582.080720,1.891100,484517.000000,6226.000000
1585.175282,1.906883,476221.000000,5901.000000
1589.294888,1.888825,465032.000000,6007.000000
1592.379737,1.890629,456162.000000,5868.000000
1595.460423,1.900693,447841.000000,5629.000000
1598.536947,1.901677,439129.000000,5507.000000
1601.609308,1.901190,430512.000000,5405.000000
1604.677507,1.887804,422002.000000,5464.000000
1607.741543,1.898630,412621.000000,5211.000000
1610.801417,1.883890,403367.000000,5270.000000
1613.857128,1.896555,394499.000000,5006.000000
1616.908676,1.907735,385703.000000,4770.000000
1619.956062,1.901237,376470.000000,4726.000000
1624.012768,1.899017,364248.000000,4596.000000
1627.050442,1.893986,355352.000000,4536.000000
1630.083953,1.904704,346485.000000,4315.000000
1633.113301,1.894408,337505.000000,4304.000000
1636.138487,1.890246,328150.000000,4225.000000
1639.159510,1.884288,319159.000000,4166.000000
1642.176371,1.890852,310564.000000,3993.000000
1645.189069,1.900928,300978.000000,3781.000000
1648.197605,1.874261,290614.000000,3882.000000
1651.201978,1.883557,279540.000000,3655.000000
1654.202188,1.908920,267487.000000,3299.000000
1658.195994,1.868951,249293.000000,3371.000000
1661.186492,1.881338,233754.000000,3072.000000
1664.172828,1.873339,216415.000000,2897.000000
1667.155001,1.873131,196450.000000,2631.000000
1670.133011,1.887824,175173.000000,2268.000000
1673.106859,1.877326,153046.000000,2030.000000
1676.076545,1.887578,131614.000000,1705.000000
1679.042067,1.867910,112212.000000,1521.000000
1682.003428,1.833913,95099.000000,1394.000000
1684.960626,1.835790,80506.000000,1175.000000
1687.913661,1.911657,68294.000000,837.000000
1691.844566,1.931483,55257.000000,647.000000
1694.787889,1.925770,47286.000000,561.000000
1697.727049,1.812095,40808.000000,629.000000
1700.662047,1.725845,35213.000000,662.000000
