Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:11:46,,
Header Version:,1,,
System Temp hundredths:,2952,,
Detector Temp hundredths:,2798,,
Humidity hundredths:,4012,,
Lamp PD:,3693,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,32,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.210591,21515.000000,13248.000000
904.302718,0.221825,24552.000000,14732.000000
908.203423,0.212857,27294.000000,16719.000000
912.099965,0.228600,30233.000000,17860.000000
917.288880,0.228852,35154.000000,20755.000000
921.175709,0.228329,39950.000000,23615.000000
925.058377,0.226491,46021.000000,27319.000000
928.936881,0.231751,52998.000000,31082.000000
932.811223,0.232227,60222.000000,35280.000000
936.681403,0.231189,67147.000000,39431.000000
940.547420,0.228328,73468.000000,43428.000000
944.409274,0.231150,79411.000000,46637.000000
948.266966,0.229640,85015.000000,50102.000000
952.120496,0.230111,90779.000000,53441.000000
955.969862,0.228635,96657.000000,57095.000000
961.095876,0.232599,104792.000000,61338.000000
964.935531,0.232159,111238.000000,65177.000000
968.771023,0.234528,118062.000000,68799.000000
972.602352,0.231231,124925.000000,73353.000000
976.429518,0.234910,131994.000000,76850.000000
980.252523,0.233297,138967.000000,81211.000000
984.071364,0.234364,145920.000000,85065.000000
987.886043,0.234996,152894.000000,89001.000000
991.696560,0.232488,159155.000000,93182.000000
995.502914,0.231136,164870.000000,96829.000000
999.305106,0.228134,170645.000000,100916.000000
1004.368219,0.225857,177445.000000,105489.000000
1008.160698,0.227140,181697.000000,107698.000000
1011.949015,0.223624,185254.000000,110699.000000
1015.733168,0.223700,188105.000000,112383.000000
1019.513160,0.222819,190373.000000,113969.000000
1023.288989,0.222652,191858.000000,114902.000000
1027.060655,0.221302,192972.000000,115929.000000
1030.828159,0.220175,193493.000000,116544.000000
1034.591500,0.219173,193678.000000,116925.000000
1038.350679,0.217046,193541.000000,117416.000000
1042.105695,0.216727,193076.000000,117220.000000
1047.105908,0.215414,192145.000000,117008.000000
1050.851212,0.213979,191816.000000,117194.000000
1054.592353,0.212060,191081.000000,117262.000000
1058.329331,0.212314,190177.000000,116639.000000
1062.062147,0.211124,189720.000000,116678.000000
1065.790801,0.209630,189694.000000,117064.000000
1069.515292,0.207761,189652.000000,117543.000000
1073.235620,0.208174,189448.000000,117305.000000
1076.951786,0.206774,189405.000000,117657.000000
1080.663789,0.205902,189835.000000,118161.000000
1084.371630,0.204978,190358.000000,118739.000000
1089.308943,0.202555,190410.000000,119436.000000
1093.007071,0.202760,190988.000000,119742.000000
1096.701037,0.202764,191821.000000,120263.000000
1100.390840,0.203331,192263.000000,120383.000000
1104.076481,0.202617,192389.000000,120660.000000
1107.757959,0.203513,192652.000000,120576.000000
1111.435274,0.204499,193082.000000,120571.000000
1115.108427,0.203474,193234.000000,120951.000000
1118.777418,0.202481,193156.000000,121179.000000
1122.442246,0.204072,193177.000000,120749.000000
1126.102912,0.203394,193066.000000,120868.000000
1130.977324,0.205424,192839.000000,120163.000000
1134.628277,0.206569,192878.000000,119871.000000
1138.275067,0.208724,192903.000000,119293.000000
1141.917695,0.210978,192829.000000,118630.000000
1145.556160,0.212422,192832.000000,118238.000000
1149.190463,0.213670,192718.000000,117829.000000
1152.820603,0.218202,192844.000000,116682.000000
1156.446581,0.221756,193132.000000,115904.000000
1160.068396,0.226123,193399.000000,114903.000000
1163.686049,0.230628,193754.000000,113926.000000
1167.299539,0.233472,194327.000000,113517.000000
1172.111051,0.236282,195511.000000,113472.000000
1175.714828,0.239064,196715.000000,113442.000000
1179.314443,0.239257,198057.000000,114165.000000
1182.909896,0.240720,199867.000000,114821.000000
1186.501186,0.243313,201952.000000,115328.000000
1190.088313,0.244208,204430.000000,116503.000000
1193.671278,0.243782,206898.000000,118025.000000
1197.250081,0.244245,209514.000000,119390.000000
1200.824720,0.244751,212014.000000,120674.000000
1204.395198,0.245319,215006.000000,122217.000000
1207.961512,0.244633,218192.000000,124224.000000
1212.710124,0.245281,222697.000000,126600.000000
1216.266726,0.242368,226129.000000,129416.000000
1219.819166,0.239595,229879.000000,132405.000000
1223.367443,0.239071,233734.000000,134788.000000
1226.911558,0.236130,237415.000000,137841.000000
1230.451510,0.233960,241303.000000,140800.000000
1233.987299,0.233528,245662.000000,143486.000000
1237.518926,0.232439,249852.000000,146300.000000
1241.046391,0.230612,254116.000000,149424.000000
1244.569693,0.229158,258582.000000,152560.000000
1248.088832,0.228224,263190.000000,155613.000000
1252.774543,0.228006,269335.000000,159326.000000
1256.283970,0.229406,273320.000000,161163.000000
1259.789234,0.229924,277310.000000,163321.000000
1263.290336,0.228582,280944.000000,165973.000000
1266.787275,0.228796,284632.000000,168069.000000
1270.280052,0.226804,288252.000000,170989.000000
1273.768666,0.226788,293327.000000,174006.000000
1277.253118,0.225326,300332.000000,178762.000000
1280.733407,0.224508,308094.000000,183728.000000
1284.209534,0.223569,315432.000000,188511.000000
1287.681498,0.221992,322096.000000,193194.000000
1292.304308,0.221191,330682.000000,198710.000000
1295.766560,0.221438,336095.000000,201848.000000
1299.224649,0.221597,340804.000000,204601.000000
1302.678575,0.221563,345564.000000,207475.000000
1306.128339,0.222353,349871.000000,209679.000000
1309.573940,0.224509,353450.000000,210775.000000
1313.015379,0.223922,356528.000000,212898.000000
1316.452656,0.224979,359525.000000,214166.000000
1319.885770,0.227504,362042.000000,214415.000000
1323.314721,0.228248,363642.000000,214994.000000
1326.739510,0.229763,364791.000000,214922.000000
1331.299419,0.233496,366507.000000,214085.000000
1334.714496,0.234367,367277.000000,214105.000000
1338.125409,0.237494,367127.000000,212482.000000
1341.532160,0.240395,366818.000000,210890.000000
1344.934749,0.244271,366614.000000,208900.000000
1348.333175,0.246779,365783.000000,207226.000000
1351.727439,0.250939,364092.000000,204302.000000
1355.117540,0.254834,362052.000000,201343.000000
1358.503478,0.257729,359698.000000,198705.000000
1361.885254,0.260065,357366.000000,196358.000000
1365.262867,0.262613,354755.000000,193783.000000
1369.759877,0.266985,350829.000000,189719.000000
1373.127778,0.269261,348269.000000,187350.000000
1376.491516,0.273091,346275.000000,184642.000000
1379.851092,0.277308,344852.000000,182106.000000
1383.206505,0.282737,344168.000000,179487.000000
1386.557756,0.290232,344279.000000,176473.000000
1389.904844,0.298646,344388.000000,173142.000000
1393.247769,0.306159,344098.000000,170029.000000
1396.586533,0.315869,343654.000000,166055.000000
1399.921133,0.325697,343280.000000,162163.000000
1403.251571,0.337502,342962.000000,157668.000000
1407.685680,0.356033,342297.000000,150789.000000
1411.006406,0.372716,342159.000000,145048.000000
1414.322969,0.388310,341982.000000,139860.000000
1417.635369,0.403481,341763.000000,134972.000000
1420.943607,0.417178,341440.000000,130658.000000
1424.247682,0.429197,341371.000000,127066.000000
1427.547595,0.439238,341580.000000,124238.000000
1430.843345,0.448787,341810.000000,121618.000000
1434.134933,0.454001,341660.000000,120114.000000
1437.422358,0.461139,341831.000000,118215.000000
1440.705621,0.466483,341912.000000,116797.000000
1445.076830,0.473959,342009.000000,114836.000000
1448.350380,0.477468,341676.000000,113801.000000
1451.619767,0.479969,341251.000000,113007.000000
1454.884993,0.485515,340627.000000,111369.000000
1458.146055,0.490019,339855.000000,109970.000000
1461.402955,0.492438,338987.000000,109080.000000
1464.655693,0.497242,337912.000000,107538.000000
1467.904268,0.498976,336614.000000,106698.000000
1471.148680,0.501523,335386.000000,105687.000000
1474.388930,0.504667,334268.000000,104575.000000
1477.625017,0.508280,332996.000000,103314.000000
1481.933325,0.511550,331210.000000,101989.000000
1485.159700,0.513660,329847.000000,101077.000000
1488.381912,0.517459,328376.000000,99750.000000
1491.599962,0.520070,326833.000000,98686.000000
1494.813849,0.518644,325052.000000,98471.000000
1498.023574,0.518346,323143.000000,97960.000000
1501.229136,0.515231,321148.000000,98056.000000
1504.430536,0.511302,319148.000000,98331.000000
1507.627773,0.507611,317184.000000,98560.000000
1510.820847,0.503149,314847.000000,98844.000000
1514.009759,0.500259,312452.000000,98747.000000
1518.255167,0.496158,309396.000000,98709.000000
1521.434366,0.492821,307062.000000,98720.000000
1524.609403,0.490104,304606.000000,98545.000000
1527.780278,0.483738,301861.000000,99099.000000
1530.946990,0.481207,299041.000000,98747.000000
1534.109539,0.477484,296167.000000,98640.000000
1537.267926,0.474882,293410.000000,98309.000000
1540.422150,0.470998,290499.000000,98208.000000
1543.572212,0.465897,287288.000000,98270.000000
1546.718111,0.463076,284037.000000,97791.000000
1549.859847,0.461794,280599.000000,96893.000000
1554.042355,0.459900,276296.000000,95824.000000
1557.174379,0.460950,272892.000000,94415.000000
1560.302240,0.459058,269185.000000,93539.000000
1563.425939,0.456111,265475.000000,92878.000000
1566.545476,0.453336,261995.000000,92248.000000
1569.660850,0.451509,258149.000000,91277.000000
1572.772061,0.450441,254361.000000,90159.000000
1575.879110,0.450081,250432.000000,88840.000000
1578.981997,0.446149,246303.000000,88170.000000
1582.080720,0.448373,242258.000000,86279.000000
1585.175282,0.446715,238110.000000,85126.000000
1589.294888,0.443406,232516.000000,83762.000000
1592.379737,0.439110,228081.000000,82981.000000
1595.460423,0.438371,223920.000000,81606.000000
1598.536947,0.435021,219564.000000,80638.000000
1601.609308,0.436060,215256.000000,78867.000000
1604.677507,0.429703,211001.000000,78448.000000
1607.741543,0.426650,206310.000000,77245.000000
1610.801417,0.427373,201683.000000,75387.000000
1613.857128,0.419369,197249.000000,75101.000000
1616.908676,0.419124,192851.000000,73468.000000
1619.956062,0.418576,188235.000000,71800.000000
1624.012768,0.415021,182124.000000,70040.000000
1627.050442,0.412836,177676.000000,68674.000000
1630.083953,0.412572,173242.000000,67001.000000
1633.113301,0.410676,168752.000000,65550.000000
1636.138487,0.409902,164075.000000,63847.000000
1639.159510,0.405923,159579.000000,62669.000000
1642.176371,0.408584,155282.000000,60609.000000
1645.189069,0.406425,150489.000000,59031.000000
1648.197605,0.401909,145307.000000,57594.000000
1651.201978,0.399146,139770.000000,55753.000000
1654.202188,0.396888,133743.000000,53627.000000
1658.195994,0.404040,124646.000000,49163.000000
1661.186492,0.403877,116877.000000,46116.000000
1664.172828,0.405928,108207.000000,42494.000000
1667.155001,0.410477,98225.000000,38172.000000
1670.133011,0.411646,87586.000000,33946.000000
1673.106859,0.420362,76523.000000,29069.000000
1676.076545,0.415804,65807.000000,25262.000000
1679.042067,0.426005,56106.000000,21038.000000
1682.003428,0.434128,47549.000000,17499.000000
1684.960626,0.442234,40253.000000,14540.000000
1687.913661,0.442108,34147.000000,12338.000000
1691.844566,0.448090,27628.000000,9846.000000
1694.787889,0.452849,23643.000000,8334.000000
1697.727049,0.456139,20404.000000,7138.000000
1700.662047,0.452709,17606.000000,6208.000000
