Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:2:49,,
Header Version:,1,,
System Temp hundredths:,2944,,
Detector Temp hundredths:,2814,,
Humidity hundredths:,4050,,
Lamp PD:,3693,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.761033,43030.000000,746.000000
904.302718,1.833182,49104.000000,721.000000
908.203423,1.884008,54588.000000,713.000000
912.099965,1.846004,60466.000000,862.000000
917.288880,1.842690,70309.000000,1010.000000
921.175709,1.836973,79901.000000,1163.000000
925.058377,1.816928,92042.000000,1403.000000
928.936881,1.886044,105997.000000,1378.000000
932.811223,1.879938,120445.000000,1588.000000
936.681403,1.880578,134295.000000,1768.000000
940.547420,1.875094,146936.000000,1959.000000
944.409274,1.852609,158823.000000,2230.000000
948.266966,1.893066,170030.000000,2175.000000
952.120496,1.843544,181559.000000,2603.000000
955.969862,1.828838,193315.000000,2867.000000
961.095876,1.852422,209585.000000,2944.000000
964.935531,1.866416,222477.000000,3026.000000
968.771023,1.861660,236125.000000,3247.000000
972.602352,1.866586,249851.000000,3397.000000
976.429518,1.841231,263989.000000,3805.000000
980.252523,1.855334,277934.000000,3878.000000
984.071364,1.851516,291841.000000,4108.000000
987.886043,1.844940,305789.000000,4370.000000
991.696560,1.851477,318311.000000,4481.000000
995.502914,1.857591,329740.000000,4577.000000
999.305106,1.844170,341290.000000,4886.000000
1004.368219,1.848871,354890.000000,5026.000000
1008.160698,1.841959,363394.000000,5229.000000
1011.949015,1.839796,370509.000000,5358.000000
1015.733168,1.852468,376210.000000,5284.000000
1019.513160,1.849047,380746.000000,5390.000000
1023.288989,1.861129,383716.000000,5283.000000
1027.060655,1.846242,385945.000000,5499.000000
1030.828159,1.864898,386987.000000,5282.000000
1034.591500,1.850442,387357.000000,5466.000000
1038.350679,1.849102,387082.000000,5479.000000
1042.105695,1.833100,386153.000000,5671.000000
1047.105908,1.843586,384290.000000,5509.000000
1050.851212,1.854426,383632.000000,5364.000000
1054.592353,1.841885,382162.000000,5500.000000
1058.329331,1.862684,380354.000000,5218.000000
1062.062147,1.858985,379441.000000,5250.000000
1065.790801,1.861581,379389.000000,5218.000000
1069.515292,1.851691,379305.000000,5337.000000
1073.235620,1.838631,378896.000000,5494.000000
1076.951786,1.860585,378810.000000,5222.000000
1080.663789,1.846450,379670.000000,5407.000000
1084.371630,1.848610,380716.000000,5395.000000
1089.308943,1.845520,380820.000000,5435.000000
1093.007071,1.860969,381977.000000,5261.000000
1096.701037,1.853872,383643.000000,5371.000000
1100.390840,1.855600,384527.000000,5362.000000
1104.076481,1.851612,384778.000000,5415.000000
1107.757959,1.868467,385305.000000,5216.000000
1111.435274,1.867939,386165.000000,5234.000000
1115.108427,1.859655,386469.000000,5339.000000
1118.777418,1.853340,386312.000000,5415.000000
1122.442246,1.858065,386355.000000,5357.000000
1126.102912,1.859846,386132.000000,5332.000000
1130.977324,1.851826,385679.000000,5425.000000
1134.628277,1.845003,385756.000000,5512.000000
1138.275067,1.851410,385807.000000,5432.000000
1141.917695,1.865299,385658.000000,5259.000000
1145.556160,1.845136,385664.000000,5509.000000
1149.190463,1.840176,385437.000000,5569.000000
1152.820603,1.847615,385689.000000,5478.000000
1156.446581,1.852486,386265.000000,5425.000000
1160.068396,1.842331,386798.000000,5561.000000
1163.686049,1.841336,387509.000000,5584.000000
1167.299539,1.842307,388654.000000,5588.000000
1172.111051,1.849162,391022.000000,5534.000000
1175.714828,1.842665,393430.000000,5652.000000
1179.314443,1.843319,396114.000000,5682.000000
1182.909896,1.829596,399734.000000,5918.000000
1186.501186,1.833444,403905.000000,5927.000000
1190.088313,1.849196,408860.000000,5786.000000
1193.671278,1.846746,413797.000000,5889.000000
1197.250081,1.837484,419029.000000,6092.000000
1200.824720,1.838943,424028.000000,6144.000000
1204.395198,1.853019,430012.000000,6032.000000
1207.961512,1.841841,436385.000000,6281.000000
1212.710124,1.849198,445395.000000,6303.000000
1216.266726,1.839012,452258.000000,6552.000000
1219.819166,1.852499,459758.000000,6457.000000
1223.367443,1.843937,467469.000000,6696.000000
1226.911558,1.842246,474831.000000,6828.000000
1230.451510,1.853197,482607.000000,6767.000000
1233.987299,1.846642,491324.000000,6994.000000
1237.518926,1.854422,499704.000000,6987.000000
1241.046391,1.853766,508233.000000,7117.000000
1244.569693,1.849949,517164.000000,7306.000000
1248.088832,1.853302,526380.000000,7379.000000
1252.774543,1.855047,538670.000000,7521.000000
1256.283970,1.860619,546641.000000,7535.000000
1259.789234,1.854134,554620.000000,7760.000000
1263.290336,1.848083,561889.000000,7972.000000
1266.787275,1.855385,569265.000000,7942.000000
1270.280052,1.846619,576505.000000,8207.000000
1273.768666,1.852718,586654.000000,8235.000000
1277.253118,1.859450,600665.000000,8302.000000
1280.733407,1.852647,616188.000000,8651.000000
1284.209534,1.846467,630865.000000,8984.000000
1287.681498,1.859187,644193.000000,8909.000000
1292.304308,1.859542,661364.000000,9139.000000
1295.766560,1.851922,672190.000000,9453.000000
1299.224649,1.856589,681608.000000,9483.000000
1302.678575,1.857695,691129.000000,9591.000000
1306.128339,1.850621,699742.000000,9870.000000
1309.573940,1.858576,706901.000000,9790.000000
1313.015379,1.854081,713057.000000,9978.000000
1316.452656,1.854204,719050.000000,10059.000000
1319.885770,1.858705,724085.000000,10025.000000
1323.314721,1.861617,727284.000000,10002.000000
1326.739510,1.856180,729582.000000,10160.000000
1331.299419,1.859847,733015.000000,10122.000000
1334.714496,1.855639,734554.000000,10242.000000
1338.125409,1.859937,734255.000000,10137.000000
1341.532160,1.851549,733637.000000,10326.000000
1344.934749,1.860832,733228.000000,10102.000000
1348.333175,1.859073,731566.000000,10120.000000
1351.727439,1.848057,728185.000000,10332.000000
1355.117540,1.852694,724104.000000,10165.000000
1358.503478,1.861246,719397.000000,9902.000000
1361.885254,1.850468,714733.000000,10085.000000
1365.262867,1.857566,709510.000000,9849.000000
1369.759877,1.858727,701658.000000,9714.000000
1373.127778,1.854430,696538.000000,9739.000000
1376.491516,1.856464,692550.000000,9638.000000
1379.851092,1.850148,689704.000000,9739.000000
1383.206505,1.854897,688337.000000,9614.000000
1386.557756,1.854359,688558.000000,9629.000000
1389.904844,1.862279,688777.000000,9458.000000
1393.247769,1.856302,688197.000000,9581.000000
1396.586533,1.860526,687308.000000,9476.000000
1399.921133,1.863458,686560.000000,9402.000000
1403.251571,1.859743,685924.000000,9474.000000
1407.685680,1.859496,684594.000000,9461.000000
1411.006406,1.862547,684319.000000,9391.000000
1414.322969,1.868047,683964.000000,9268.000000
1417.635369,1.863665,683527.000000,9356.000000
1420.943607,1.863626,682881.000000,9348.000000
1424.247682,1.868538,682743.000000,9241.000000
1427.547595,1.870641,683161.000000,9202.000000
1430.843345,1.862890,683621.000000,9374.000000
1434.134933,1.872350,683320.000000,9168.000000
1437.422358,1.865193,683663.000000,9325.000000
1440.705621,1.864784,683825.000000,9336.000000
1445.076830,1.872556,684018.000000,9173.000000
1448.350380,1.876128,683352.000000,9089.000000
1451.619767,1.864362,682502.000000,9327.000000
1454.884993,1.869285,681254.000000,9205.000000
1458.146055,1.866981,679710.000000,9233.000000
1461.402955,1.877937,677975.000000,8980.000000
1464.655693,1.875688,675825.000000,8998.000000
1467.904268,1.877214,673229.000000,8932.000000
1471.148680,1.873540,670772.000000,8975.000000
1474.388930,1.869004,668536.000000,9039.000000
1477.625017,1.876674,665993.000000,8847.000000
1481.933325,1.878977,662420.000000,8753.000000
1485.159700,1.870441,659694.000000,8890.000000
1488.381912,1.873018,656753.000000,8798.000000
1491.599962,1.883085,653666.000000,8556.000000
1494.813849,1.881932,650104.000000,8532.000000
1498.023574,1.888011,646286.000000,8364.000000
1501.229136,1.877347,642296.000000,8519.000000
1504.430536,1.880278,638297.000000,8409.000000
1507.627773,1.882062,634369.000000,8323.000000
1510.820847,1.883625,629695.000000,8232.000000
1514.009759,1.886954,624905.000000,8107.000000
1518.255167,1.883865,618792.000000,8085.000000
1521.434366,1.873649,614124.000000,8215.000000
1524.609403,1.886757,609213.000000,7907.000000
1527.780278,1.884863,603723.000000,7870.000000
1530.946990,1.885503,598083.000000,7785.000000
1534.109539,1.874775,592334.000000,7903.000000
1537.267926,1.887464,586821.000000,7604.000000
1540.422150,1.883762,580999.000000,7593.000000
1543.572212,1.881516,574577.000000,7548.000000
1546.718111,1.877379,568074.000000,7534.000000
1549.859847,1.882415,561198.000000,7357.000000
1554.042355,1.873760,552592.000000,7390.000000
1557.174379,1.885702,545785.000000,7101.000000
1560.302240,1.893808,538370.000000,6875.000000
1563.425939,1.884259,530951.000000,6931.000000
1566.545476,1.886112,523990.000000,6811.000000
