Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:43:18,,
Header Version:,1,,
System Temp hundredths:,3079,,
Detector Temp hundredths:,2996,,
Humidity hundredths:,3868,,
Lamp PD:,3753,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.016595,10757.000000,11176.000000
904.302718,-0.010417,12276.000000,12574.000000
908.203423,-0.018168,13647.000000,14230.000000
912.099965,-0.001234,15116.000000,15159.000000
917.288880,0.011619,17577.000000,17113.000000
921.175709,0.015425,19975.000000,19278.000000
925.058377,0.007002,23010.000000,22642.000000
928.936881,0.013060,26499.000000,25714.000000
932.811223,0.013625,30111.000000,29181.000000
936.681403,0.013332,33573.000000,32558.000000
940.547420,0.012765,36734.000000,35670.000000
944.409274,0.014118,39705.000000,38435.000000
948.266966,0.013848,42507.000000,41173.000000
952.120496,0.015685,45389.000000,43779.000000
955.969862,0.016046,48328.000000,46575.000000
961.095876,0.018854,52396.000000,50170.000000
964.935531,0.020882,55619.000000,53008.000000
968.771023,0.023474,59031.000000,55925.000000
972.602352,0.018530,62462.000000,59853.000000
976.429518,0.022298,65997.000000,62694.000000
980.252523,0.019488,69483.000000,66434.000000
984.071364,0.024003,72960.000000,69037.000000
987.886043,0.024456,76447.000000,72261.000000
991.696560,0.023514,79577.000000,75383.000000
995.502914,0.024702,82435.000000,77877.000000
999.305106,0.026356,85322.000000,80298.000000
1004.368219,0.027199,88722.000000,83336.000000
1008.160698,0.028845,90848.000000,85010.000000
1011.949015,0.028163,92627.000000,86811.000000
1015.733168,0.029562,94052.000000,87863.000000
1019.513160,0.028973,95186.000000,89043.000000
1023.288989,0.029889,95929.000000,89549.000000
1027.060655,0.028589,96486.000000,90339.000000
1030.828159,0.028898,96746.000000,90518.000000
1034.591500,0.027529,96839.000000,90891.000000
1038.350679,0.024866,96770.000000,91385.000000
1042.105695,0.024999,96538.000000,91138.000000
1047.105908,0.024616,96072.000000,90778.000000
1050.851212,0.022651,95908.000000,91034.000000
1054.592353,0.020452,95540.000000,91145.000000
1058.329331,0.019648,95088.000000,90882.000000
1062.062147,0.019639,94860.000000,90666.000000
1065.790801,0.017839,94847.000000,91030.000000
1069.515292,0.015734,94826.000000,91452.000000
1073.235620,0.015794,94724.000000,91341.000000
1076.951786,0.015313,94702.000000,91421.000000
1080.663789,0.014435,94917.000000,91814.000000
1084.371630,0.012583,95179.000000,92461.000000
1089.308943,0.010812,95205.000000,92864.000000
1093.007071,0.011647,95494.000000,92967.000000
1096.701037,0.012001,95910.000000,93296.000000
1100.390840,0.011031,96131.000000,93720.000000
1104.076481,0.011821,96194.000000,93611.000000
1107.757959,0.012542,96326.000000,93584.000000
1111.435274,0.011450,96541.000000,94029.000000
1115.108427,0.012148,96617.000000,93952.000000
1118.777418,0.011302,96578.000000,94097.000000
1122.442246,0.010835,96588.000000,94208.000000
1126.102912,0.010745,96533.000000,94174.000000
1130.977324,0.012961,96419.000000,93584.000000
1134.628277,0.012898,96439.000000,93617.000000
1138.275067,0.013806,96451.000000,93433.000000
