Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:28:15,,
Header Version:,1,,
System Temp hundredths:,3125,,
Detector Temp hundredths:,2992,,
Humidity hundredths:,3789,,
Lamp PD:,3754,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.024680,10757.000000,11386.000000
904.302718,-0.013068,12276.000000,12651.000000
908.203423,-0.022691,13647.000000,14379.000000
912.099965,-0.002749,15116.000000,15212.000000
917.288880,0.010579,17577.000000,17154.000000
921.175709,0.012909,19975.000000,19390.000000
925.058377,0.006101,23010.000000,22689.000000
928.936881,0.012537,26499.000000,25745.000000
932.811223,0.016882,30111.000000,28963.000000
936.681403,0.018377,33573.000000,32182.000000
940.547420,0.016040,36734.000000,35402.000000
944.409274,0.020378,39705.000000,37885.000000
948.266966,0.018642,42507.000000,40721.000000
952.120496,0.022040,45389.000000,43143.000000
955.969862,0.020441,48328.000000,46106.000000
961.095876,0.023650,52396.000000,49619.000000
964.935531,0.025064,55619.000000,52500.000000
968.771023,0.027476,59031.000000,55412.000000
972.602352,0.020851,62462.000000,59534.000000
976.429518,0.024430,65997.000000,62387.000000
980.252523,0.022085,69483.000000,66038.000000
984.071364,0.024387,72960.000000,68976.000000
987.886043,0.023406,76447.000000,72436.000000
991.696560,0.021565,79577.000000,75722.000000
995.502914,0.020021,82435.000000,78721.000000
999.305106,0.019557,85322.000000,81565.000000
1004.368219,0.016894,88722.000000,85337.000000
1008.160698,0.016665,90848.000000,87428.000000
1011.949015,0.014478,92627.000000,89590.000000
1015.733168,0.013907,94052.000000,91088.000000
1019.513160,0.012549,95186.000000,92475.000000
1023.288989,0.012227,95929.000000,93266.000000
1027.060655,0.010690,96486.000000,94140.000000
1030.828159,0.010707,96746.000000,94390.000000
1034.591500,0.009059,96839.000000,94840.000000
1038.350679,0.006858,96770.000000,95254.000000
1042.105695,0.005888,96538.000000,95238.000000
1047.105908,0.005921,96072.000000,94771.000000
1050.851212,0.003802,95908.000000,95072.000000
1054.592353,0.001781,95540.000000,95149.000000
1058.329331,0.001414,95088.000000,94779.000000
1062.062147,0.001059,94860.000000,94629.000000
1065.790801,-0.000453,94847.000000,94946.000000
1069.515292,-0.003035,94826.000000,95491.000000
1073.235620,-0.002040,94724.000000,95170.000000
1076.951786,-0.003599,94702.000000,95490.000000
1080.663789,-0.005239,94917.000000,96069.000000
1084.371630,-0.005986,95179.000000,96500.000000
1089.308943,-0.009065,95205.000000,97213.000000
1093.007071,-0.007806,95494.000000,97226.000000
1096.701037,-0.007759,95910.000000,97639.000000
1100.390840,-0.008894,96131.000000,98120.000000
1104.076481,-0.006907,96194.000000,97736.000000
1107.757959,-0.006626,96326.000000,97807.000000
1111.435274,-0.006860,96541.000000,98078.000000
1115.108427,-0.006057,96617.000000,97974.000000
1118.777418,-0.006897,96578.000000,98124.000000
1122.442246,-0.006781,96588.000000,98108.000000
1126.102912,-0.007692,96533.000000,98258.000000
1130.977324,-0.005896,96419.000000,97737.000000
1134.628277,-0.007819,96439.000000,98191.000000
1138.275067,-0.007668,96451.000000,98169.000000
1141.917695,-0.007073,96414.000000,97997.000000
1145.556160,-0.007551,96416.000000,98107.000000
1149.190463,-0.008542,96359.000000,98273.000000
1152.820603,-0.007568,96422.000000,98117.000000
1156.446581,-0.008091,96566.000000,98382.000000
1160.068396,-0.007542,96699.000000,98393.000000
1163.686049,-0.006342,96877.000000,98302.000000
1167.299539,-0.006653,97163.000000,98663.000000
1172.111051,-0.006727,97755.000000,99281.000000
1175.714828,-0.004603,98357.000000,99405.000000
1179.314443,-0.005443,99028.000000,100277.000000
1182.909896,-0.004686,99933.000000,101017.000000
1186.501186,-0.001528,100976.000000,101332.000000
1190.088313,0.000851,102215.000000,102015.000000
1193.671278,0.000613,103449.000000,103303.000000
1197.250081,0.002532,104757.000000,104148.000000
1200.824720,0.004812,106007.000000,104839.000000
1204.395198,0.004810,107503.000000,106319.000000
1207.961512,0.005948,109096.000000,107612.000000
1212.710124,0.009252,111348.000000,109001.000000
1216.266726,0.008749,113064.000000,110809.000000
1219.819166,0.007689,114939.000000,112922.000000
1223.367443,0.008091,116867.000000,114710.000000
1226.911558,0.008068,118707.000000,116522.000000
1230.451510,0.005907,120651.000000,119021.000000
1233.987299,0.005580,122831.000000,121263.000000
1237.518926,0.005563,124926.000000,123336.000000
1241.046391,0.003421,127058.000000,126061.000000
1244.569693,0.001818,129291.000000,128751.000000
1248.088832,0.000905,131595.000000,131321.000000
1252.774543,0.000710,134667.000000,134447.000000
1256.283970,0.001981,136660.000000,136038.000000
1259.789234,0.002633,138655.000000,137817.000000
1263.290336,0.000898,140472.000000,140182.000000
1266.787275,0.000321,142316.000000,142211.000000
1270.280052,-0.001426,144126.000000,144600.000000
