Method:,Hadamard,,
Host Date-Time:,14/5/18 @ 1:12:38,,
Header Version:,1,,
System Temp hundredths:,3238,,
Detector Temp hundredths:,2979,,
Humidity hundredths:,4221,,
Lamp PD:,3755,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,1.789294,43030.000000,699.000000
904.302718,1.840471,49104.000000,709.000000
908.203423,1.787707,54588.000000,890.000000
912.099965,1.800599,60466.000000,957.000000
917.288880,1.850937,70309.000000,991.000000
921.175709,1.824821,79901.000000,1196.000000
925.058377,1.807437,92042.000000,1434.000000
928.936881,1.834962,105997.000000,1550.000000
932.811223,1.818100,120445.000000,1831.000000
936.681403,1.804189,134295.000000,2108.000000
940.547420,1.805967,146936.000000,2297.000000
944.409274,1.818716,158823.000000,2411.000000
948.266966,1.810240,170030.000000,2632.000000
952.120496,1.806312,181559.000000,2836.000000
955.969862,1.809000,193315.000000,3001.000000
961.095876,1.796834,209585.000000,3346.000000
964.935531,1.812244,222477.000000,3428.000000
968.771023,1.810017,236125.000000,3657.000000
972.602352,1.803620,249851.000000,3927.000000
976.429518,1.808061,263989.000000,4107.000000
980.252523,1.813310,277934.000000,4272.000000
984.071364,1.816884,291841.000000,4449.000000
987.886043,1.814249,305789.000000,4690.000000
991.696560,1.811151,318311.000000,4917.000000
995.502914,1.812907,329740.000000,5073.000000
999.305106,1.806478,341290.000000,5329.000000
1004.368219,1.805801,354890.000000,5550.000000
1008.160698,1.809947,363394.000000,5629.000000
1011.949015,1.799200,370509.000000,5883.000000
1015.733168,1.802083,376210.000000,5934.000000
1019.513160,1.800462,380746.000000,6028.000000
1023.288989,1.813305,383716.000000,5898.000000
1027.060655,1.803981,385945.000000,6061.000000
1030.828159,1.815081,386987.000000,5924.000000
1034.591500,1.808515,387357.000000,6020.000000
1038.350679,1.800910,387082.000000,6122.000000
1042.105695,1.806370,386153.000000,6031.000000
1047.105908,1.800541,384290.000000,6083.000000
1050.851212,1.805546,383632.000000,6003.000000
1054.592353,1.808461,382162.000000,5940.000000
1058.329331,1.808821,380354.000000,5907.000000
1062.062147,1.808734,379441.000000,5894.000000
1065.790801,1.809043,379389.000000,5889.000000
1069.515292,1.804107,379305.000000,5955.000000
1073.235620,1.799573,378896.000000,6011.000000
1076.951786,1.811563,378810.000000,5846.000000
1080.663789,1.798441,379670.000000,6039.000000
1084.371630,1.807327,380716.000000,5933.000000
1089.308943,1.800042,380820.000000,6035.000000
1093.007071,1.803307,381977.000000,6008.000000
1096.701037,1.815141,383643.000000,5872.000000
1100.390840,1.810775,384527.000000,5945.000000
1104.076481,1.805469,384778.000000,6022.000000
1107.757959,1.812530,385305.000000,5933.000000
1111.435274,1.819098,386165.000000,5857.000000
1115.108427,1.812963,386469.000000,5945.000000
1118.777418,1.812932,386312.000000,5943.000000
1122.442246,1.815326,386355.000000,5911.000000
1126.102912,1.820026,386132.000000,5844.000000
1130.977324,1.815963,385679.000000,5892.000000
1134.628277,1.817083,385756.000000,5878.000000
1138.275067,1.823242,385807.000000,5796.000000
1141.917695,1.816899,385658.000000,5879.000000
1145.556160,1.822257,385664.000000,5807.000000
1149.190463,1.813412,385437.000000,5923.000000
1152.820603,1.815680,385689.000000,5896.000000
1156.446581,1.816696,386265.000000,5891.000000
1160.068396,1.818846,386798.000000,5870.000000
1163.686049,1.811871,387509.000000,5976.000000
1167.299539,1.813298,388654.000000,5974.000000
1172.111051,1.811452,391022.000000,6036.000000
1175.714828,1.803317,393430.000000,6188.000000
1179.314443,1.808945,396114.000000,6150.000000
1182.909896,1.804157,399734.000000,6275.000000
1186.501186,1.806043,403905.000000,6313.000000
1190.088313,1.807981,408860.000000,6362.000000
1193.671278,1.806958,413797.000000,6454.000000
1197.250081,1.804150,419029.000000,6578.000000
1200.824720,1.806537,424028.000000,6620.000000
1204.395198,1.812885,430012.000000,6616.000000
1207.961512,1.810373,436385.000000,6753.000000
1212.710124,1.809456,445395.000000,6907.000000
1216.266726,1.816600,452258.000000,6899.000000
1219.819166,1.815389,459758.000000,7033.000000
1223.367443,1.814840,467469.000000,7160.000000
1226.911558,1.815244,474831.000000,7266.000000
1230.451510,1.815067,482607.000000,7388.000000
1233.987299,1.816770,491324.000000,7492.000000
1237.518926,1.813974,499704.000000,7669.000000
1241.046391,1.813356,508233.000000,7811.000000
1244.569693,1.815946,517164.000000,7901.000000
1248.088832,1.815557,526380.000000,8049.000000
1252.774543,1.811983,538670.000000,8305.000000
1256.283970,1.818101,546641.000000,8310.000000
1259.789234,1.814628,554620.000000,8499.000000
1263.290336,1.812082,561889.000000,8661.000000
1266.787275,1.814848,569265.000000,8719.000000
1270.280052,1.815876,576505.000000,8809.000000
1273.768666,1.814333,586654.000000,8996.000000
1277.253118,1.815459,600665.000000,9187.000000
1280.733407,1.812310,616188.000000,9493.000000
1284.209534,1.812941,630865.000000,9705.000000
1287.681498,1.816197,644193.000000,9836.000000
1292.304308,1.815260,661364.000000,10120.000000
1295.766560,1.812762,672190.000000,10345.000000
1299.224649,1.817254,681608.000000,10382.000000
1302.678575,1.818163,691129.000000,10505.000000
1306.128339,1.818977,699742.000000,10616.000000
1309.573940,1.819731,706901.000000,10706.000000
1313.015379,1.816655,713057.000000,10876.000000
1316.452656,1.819532,719050.000000,10895.000000
1319.885770,1.817923,724085.000000,11012.000000
1323.314721,1.821418,727284.000000,10972.000000
1326.739510,1.818691,729582.000000,11076.000000
1331.299419,1.820652,733015.000000,11078.000000
1334.714496,1.821053,734554.000000,11091.000000
1338.125409,1.823902,734255.000000,11014.000000
1341.532160,1.819415,733637.000000,11119.000000
1344.934749,1.822821,733228.000000,11026.000000
1348.333175,1.820852,731566.000000,11051.000000
1351.727439,1.822154,728185.000000,10967.000000
1355.117540,1.818764,724104.000000,10991.000000
1358.503478,1.819104,719397.000000,10911.000000
1361.885254,1.816200,714733.000000,10913.000000
1365.262867,1.823242,709510.000000,10659.000000
1369.759877,1.823120,701658.000000,10544.000000
1373.127778,1.817557,696538.000000,10602.000000
1376.491516,1.822417,692550.000000,10424.000000
1379.851092,1.825151,689704.000000,10316.000000
1383.206505,1.821311,688337.000000,10387.000000
1386.557756,1.822581,688558.000000,10360.000000
1389.904844,1.825832,688777.000000,10286.000000
1393.247769,1.823991,688197.000000,10321.000000
1396.586533,1.829404,687308.000000,10180.000000
1399.921133,1.829913,686560.000000,10157.000000
1403.251571,1.830709,685924.000000,10129.000000
1407.685680,1.829909,684594.000000,10128.000000
1411.006406,1.832445,684319.000000,10065.000000
1414.322969,1.830196,683964.000000,10112.000000
1417.635369,1.828204,683527.000000,10152.000000
1420.943607,1.834649,682881.000000,9993.000000
1424.247682,1.834779,682743.000000,9988.000000
1427.547595,1.835218,683161.000000,9984.000000
1430.843345,1.835946,683621.000000,9974.000000
1434.134933,1.837719,683320.000000,9929.000000
1437.422358,1.836147,683663.000000,9970.000000
1440.705621,1.835075,683825.000000,9997.000000
1445.076830,1.837594,684018.000000,9942.000000
1448.350380,1.836429,683352.000000,9959.000000
1451.619767,1.837067,682502.000000,9932.000000
1454.884993,1.836535,681254.000000,9926.000000
1458.146055,1.838403,679710.000000,9861.000000
1461.402955,1.837029,677975.000000,9867.000000
1464.655693,1.841989,675825.000000,9724.000000
1467.904268,1.841346,673229.000000,9701.000000
1471.148680,1.840834,670772.000000,9677.000000
1474.388930,1.839519,668536.000000,9674.000000
1477.625017,1.842149,665993.000000,9579.000000
1481.933325,1.845472,662420.000000,9455.000000
1485.159700,1.843360,659694.000000,9462.000000
1488.381912,1.841741,656753.000000,9455.000000
1491.599962,1.847200,653666.000000,9293.000000
1494.813849,1.845201,650104.000000,9285.000000
1498.023574,1.854400,646286.000000,9037.000000
1501.229136,1.843240,642296.000000,9215.000000
1504.430536,1.844409,638297.000000,9133.000000
1507.627773,1.845741,634369.000000,9049.000000
1510.820847,1.846193,629695.000000,8973.000000
1514.009759,1.848871,624905.000000,8850.000000
1518.255167,1.846421,618792.000000,8813.000000
1521.434366,1.846993,614124.000000,8735.000000
1524.609403,1.843556,609213.000000,8734.000000
1527.780278,1.846642,603723.000000,8594.000000
1530.946990,1.845253,598083.000000,8541.000000
1534.109539,1.843812,592334.000000,8487.000000
1537.267926,1.847704,586821.000000,8333.000000
1540.422150,1.844052,580999.000000,8320.000000
1543.572212,1.849578,574577.000000,8124.000000
1546.718111,1.842342,568074.000000,8167.000000
1549.859847,1.847712,561198.000000,7969.000000
1554.042355,1.845052,552592.000000,7895.000000
1557.174379,1.850024,545785.000000,7709.000000
1560.302240,1.853710,538370.000000,7540.000000
1563.425939,1.841223,530951.000000,7653.000000
1566.545476,1.844725,523990.000000,7492.000000
1569.660850,1.850472,516299.000000,7285.000000
1572.772061,1.849450,508722.000000,7195.000000
1575.879110,1.848890,500864.000000,7093.000000
1578.981997,1.847588,492606.000000,6997.000000
1582.080720,1.851397,484517.000000,6822.000000
1585.175282,1.849858,476221.000000,6729.000000
1589.294888,1.853768,465032.000000,6512.000000
1592.379737,1.842679,456162.000000,6553.000000
1595.460423,1.846235,447841.000000,6381.000000
1598.536947,1.852025,439129.000000,6174.000000
1601.609308,1.856631,430512.000000,5989.000000
1604.677507,1.847960,422002.000000,5989.000000
1607.741543,1.846396,412621.000000,5877.000000
1610.801417,1.855887,403367.000000,5621.000000
1613.857128,1.844459,394499.000000,5644.000000
1616.908676,1.847076,385703.000000,5485.000000
1619.956062,1.853343,376470.000000,5277.000000
1624.012768,1.847739,364248.000000,5172.000000
1627.050442,1.843344,355352.000000,5097.000000
1630.083953,1.840714,346485.000000,5000.000000
1633.113301,1.848217,337505.000000,4787.000000
1636.138487,1.840019,328150.000000,4743.000000
1639.159510,1.833947,319159.000000,4678.000000
1642.176371,1.833758,310564.000000,4554.000000
1645.189069,1.845369,300978.000000,4297.000000
1648.197605,1.841725,290614.000000,4184.000000
1651.201978,1.828919,279540.000000,4145.000000
1654.202188,1.828512,267487.000000,3970.000000
1658.195994,1.832518,249293.000000,3666.000000
1661.186492,1.824195,233754.000000,3504.000000
1664.172828,1.820209,216415.000000,3274.000000
1667.155001,1.796184,196450.000000,3141.000000
1670.133011,1.792602,175173.000000,2824.000000
1673.106859,1.807152,153046.000000,2386.000000
1676.076545,1.782842,131614.000000,2170.000000
