Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 16:50:31,,
Header Version:,1,,
System Temp hundredths:,3146,,
Detector Temp hundredths:,3044,,
Humidity hundredths:,3770,,
Lamp PD:,3753,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.027380,10757.000000,11457.000000
904.302718,-0.025587,12276.000000,13021.000000
908.203423,-0.035225,13647.000000,14800.000000
912.099965,-0.027470,15116.000000,16103.000000
917.288880,-0.011195,17577.000000,18036.000000
921.175709,-0.002255,19975.000000,20079.000000
925.058377,-0.006110,23010.000000,23336.000000
928.936881,-0.012806,26499.000000,27292.000000
932.811223,-0.007053,30111.000000,30604.000000
936.681403,-0.003363,33573.000000,33834.000000
940.547420,-0.014269,36734.000000,37961.000000
944.409274,-0.009349,39705.000000,40569.000000
948.266966,-0.015653,42507.000000,44067.000000
952.120496,-0.005826,45389.000000,46002.000000
955.969862,-0.008322,48328.000000,49263.000000
961.095876,-0.007714,52396.000000,53335.000000
964.935531,-0.002988,55619.000000,56003.000000
968.771023,-0.000404,59031.000000,59086.000000
972.602352,-0.001097,62462.000000,62620.000000
976.429518,-0.000756,65997.000000,66112.000000
980.252523,-0.000344,69483.000000,69538.000000
984.071364,0.008694,72960.000000,71514.000000
987.886043,0.005862,76447.000000,75422.000000
991.696560,0.006377,79577.000000,78417.000000
995.502914,0.006117,82435.000000,81282.000000
999.305106,0.006590,85322.000000,84037.000000
1004.368219,0.005170,88722.000000,87672.000000
1008.160698,0.002984,90848.000000,90226.000000
1011.949015,0.001550,92627.000000,92297.000000
1015.733168,0.002984,94052.000000,93408.000000
1019.513160,0.003560,95186.000000,94409.000000
1023.288989,-0.000362,95929.000000,96009.000000
1027.060655,-0.000158,96486.000000,96521.000000
1030.828159,0.001403,96746.000000,96434.000000
1034.591500,-0.002116,96839.000000,97312.000000
1038.350679,-0.003758,96770.000000,97611.000000
1042.105695,-0.002244,96538.000000,97038.000000
1047.105908,-0.002542,96072.000000,96636.000000
1050.851212,-0.002222,95908.000000,96400.000000
1054.592353,-0.003995,95540.000000,96423.000000
1058.329331,-0.004218,95088.000000,96016.000000
1062.062147,-0.004509,94860.000000,95850.000000
1065.790801,-0.003870,94847.000000,95696.000000
1069.515292,-0.009544,94826.000000,96933.000000
1073.235620,-0.008319,94724.000000,96556.000000
1076.951786,-0.005975,94702.000000,96014.000000
1080.663789,-0.009969,94917.000000,97121.000000
1084.371630,-0.010499,95179.000000,97508.000000
1089.308943,-0.012216,95205.000000,97921.000000
1093.007071,-0.009629,95494.000000,97635.000000
1096.701037,-0.009889,95910.000000,98119.000000
1100.390840,-0.011933,96131.000000,98809.000000
1104.076481,-0.008910,96194.000000,98188.000000
1107.757959,-0.007137,96326.000000,97922.000000
1111.435274,-0.011165,96541.000000,99055.000000
1115.108427,-0.009550,96617.000000,98765.000000
1118.777418,-0.008571,96578.000000,98503.000000
1122.442246,-0.010212,96588.000000,98886.000000
1126.102912,-0.010885,96533.000000,98983.000000
1130.977324,-0.008148,96419.000000,98245.000000
1134.628277,-0.007531,96439.000000,98126.000000
1138.275067,-0.005299,96451.000000,97635.000000
1141.917695,-0.004031,96414.000000,97313.000000
1145.556160,-0.005977,96416.000000,97752.000000
1149.190463,-0.000900,96359.000000,96559.000000
1152.820603,0.001344,96422.000000,96124.000000
1156.446581,0.002811,96566.000000,95943.000000
1160.068396,0.005992,96699.000000,95374.000000
1163.686049,0.009829,96877.000000,94709.000000
1167.299539,0.014378,97163.000000,93999.000000
1172.111051,0.015222,97755.000000,94388.000000
1175.714828,0.022263,98357.000000,93442.000000
1179.314443,0.027256,99028.000000,93004.000000
1182.909896,0.028308,99933.000000,93627.000000
1186.501186,0.033411,100976.000000,93499.000000
1190.088313,0.036969,102215.000000,93874.000000
1193.671278,0.036642,103449.000000,95079.000000
1197.250081,0.038351,104757.000000,95903.000000
1200.824720,0.041537,106007.000000,96338.000000
1204.395198,0.040633,107503.000000,97901.000000
1207.961512,0.040842,109096.000000,99304.000000
1212.710124,0.039255,111348.000000,101725.000000
1216.266726,0.038821,113064.000000,103396.000000
1219.819166,0.035928,114939.000000,105813.000000
1223.367443,0.033734,116867.000000,108133.000000
1226.911558,0.034175,118707.000000,109724.000000
1230.451510,0.033198,120651.000000,111772.000000
1233.987299,0.031794,122831.000000,114160.000000
1237.518926,0.030965,124926.000000,116329.000000
1241.046391,0.030551,127058.000000,118427.000000
1244.569693,0.028349,129291.000000,121121.000000
1248.088832,0.029303,131595.000000,123009.000000
