Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 16:40:59,,
Header Version:,1,,
System Temp hundredths:,3088,,
Detector Temp hundredths:,2979,,
Humidity hundredths:,3864,,
Lamp PD:,3751,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.014414,10757.000000,11120.000000
904.302718,-0.019373,12276.000000,12836.000000
908.203423,-0.033608,13647.000000,14745.000000
912.099965,-0.029837,15116.000000,16191.000000
917.288880,-0.017174,17577.000000,18286.000000
921.175709,-0.015777,19975.000000,20714.000000
925.058377,-0.017516,23010.000000,23957.000000
928.936881,-0.021143,26499.000000,27821.000000
932.811223,-0.019516,30111.000000,31495.000000
936.681403,-0.011867,33573.000000,34503.000000
940.547420,-0.018946,36734.000000,38372.000000
944.409274,-0.017168,39705.000000,41306.000000
948.266966,-0.019616,42507.000000,44471.000000
952.120496,-0.010502,45389.000000,46500.000000
955.969862,-0.006856,48328.000000,49097.000000
961.095876,-0.011088,52396.000000,53751.000000
964.935531,-0.006472,55619.000000,56454.000000
968.771023,-0.005839,59031.000000,59830.000000
972.602352,-0.003352,62462.000000,62946.000000
976.429518,-0.004504,65997.000000,66685.000000
980.252523,-0.008823,69483.000000,70909.000000
984.071364,0.001323,72960.000000,72738.000000
987.886043,-0.002662,76447.000000,76917.000000
991.696560,-0.005849,79577.000000,80656.000000
995.502914,-0.006474,82435.000000,83673.000000
999.305106,-0.007319,85322.000000,86772.000000
1004.368219,-0.007604,88722.000000,90289.000000
1008.160698,-0.007662,90848.000000,92465.000000
1011.949015,-0.010263,92627.000000,94842.000000
1015.733168,-0.008016,94052.000000,95804.000000
1019.513160,-0.006485,95186.000000,96618.000000
1023.288989,-0.009414,95929.000000,98031.000000
1027.060655,-0.011381,96486.000000,99048.000000
1030.828159,-0.005739,96746.000000,98033.000000
1034.591500,-0.009374,96839.000000,98952.000000
1038.350679,-0.013050,96770.000000,99722.000000
1042.105695,-0.011818,96538.000000,99201.000000
1047.105908,-0.013323,96072.000000,99065.000000
1050.851212,-0.013126,95908.000000,98851.000000
1054.592353,-0.013282,95540.000000,98507.000000
1058.329331,-0.012258,95088.000000,97810.000000
1062.062147,-0.011596,94860.000000,97427.000000
1065.790801,-0.013093,94847.000000,97750.000000
1069.515292,-0.018018,94826.000000,98843.000000
1073.235620,-0.019688,94724.000000,99117.000000
1076.951786,-0.014193,94702.000000,97848.000000
1080.663789,-0.018239,94917.000000,98988.000000
1084.371630,-0.021863,95179.000000,100093.000000
1089.308943,-0.022853,95205.000000,100349.000000
1093.007071,-0.020406,95494.000000,100088.000000
1096.701037,-0.021148,95910.000000,100696.000000
1100.390840,-0.022656,96131.000000,101279.000000
1104.076481,-0.021281,96194.000000,101025.000000
1107.757959,-0.017938,96326.000000,100388.000000
1111.435274,-0.019476,96541.000000,100969.000000
1115.108427,-0.017972,96617.000000,100699.000000
1118.777418,-0.017124,96578.000000,100462.000000
1122.442246,-0.015828,96588.000000,100173.000000
1126.102912,-0.015450,96533.000000,100029.000000
1130.977324,-0.012913,96419.000000,99329.000000
1134.628277,-0.009518,96439.000000,98576.000000
1138.275067,-0.006507,96451.000000,97907.000000
1141.917695,-0.003012,96414.000000,97085.000000
1145.556160,-0.005901,96416.000000,97735.000000
1149.190463,-0.002508,96359.000000,96917.000000
1152.820603,0.002756,96422.000000,95812.000000
1156.446581,0.001622,96566.000000,96206.000000
1160.068396,0.004987,96699.000000,95595.000000
1163.686049,0.010720,96877.000000,94515.000000
1167.299539,0.010587,97163.000000,94823.000000
1172.111051,0.010268,97755.000000,95471.000000
1175.714828,0.013152,98357.000000,95423.000000
1179.314443,0.018918,99028.000000,94807.000000
