Method:,Hadamard,,
1524.609403,0.343589,152303.000000,69043.000000
1527.780278,0.343091,150930.000000,68499.000000
1530.946990,0.345203,149520.000000,67530.000000
1534.109539,0.344482,148083.000000,66992.000000
1537.267926,0.345233,146705.000000,66254.000000
1540.422150,0.344594,145249.000000,65693.000000
1543.572212,0.341325,143644.000000,65458.000000
1546.718111,0.340320,142018.000000,64867.000000
1549.859847,0.337589,140299.000000,64486.000000
1554.042355,0.336963,138148.000000,63589.000000
1557.174379,0.335827,136446.000000,62970.000000
1560.302240,0.334448,134592.000000,62312.000000
1563.425939,0.332552,132737.000000,61722.000000
1566.545476,0.331967,130997.000000,60995.000000
1569.660850,0.332897,129074.000000,59971.000000
1572.772061,0.333604,127180.000000,58995.000000
1575.879110,0.335439,125216.000000,57839.000000
1578.981997,0.335341,123151.000000,56898.000000
1582.080720,0.340311,121129.000000,55327.000000
1585.175282,0.339224,119055.000000,54516.000000
1589.294888,0.339071,116258.000000,53254.000000
1592.379737,0.336121,114040.000000,52594.000000
1595.460423,0.333937,111960.000000,51895.000000
1598.536947,0.331456,109782.000000,51177.000000
1601.609308,0.331403,107628.000000,50179.000000
1604.677507,0.325317,105500.000000,49881.000000
1607.741543,0.321181,103155.000000,49239.000000
1610.801417,0.319169,100841.000000,48358.000000
1613.857128,0.312325,98624.000000,48046.000000
1616.908676,0.308457,96425.000000,47395.000000
1619.956062,0.306224,94117.000000,46499.000000
1624.012768,0.301040,91062.000000,45530.000000
1627.050442,0.296672,88838.000000,44867.000000
1630.083953,0.295812,86621.000000,43834.000000
1633.113301,0.289350,84376.000000,43338.000000
1636.138487,0.288389,82037.000000,42230.000000
1639.159510,0.282265,79789.000000,41656.000000
1642.176371,0.282057,77641.000000,40554.000000
1645.189069,0.277725,75244.000000,39696.000000
1648.197605,0.271371,72653.000000,38894.000000
1651.201978,0.267065,69885.000000,37785.000000
1654.202188,0.257283,66871.000000,36979.000000
1658.195994,0.256779,62323.000000,34504.000000
1661.186492,0.248629,58438.000000,32966.000000
1664.172828,0.244093,54103.000000,30841.000000
1667.155001,0.235810,49112.000000,28535.000000
1670.133011,0.227334,43793.000000,25946.000000
1673.106859,0.222087,38261.000000,22944.000000
1676.076545,0.207605,32903.000000,20400.000000
1679.042067,0.200104,28053.000000,17696.000000
1682.003428,0.202130,23774.000000,14927.000000
1684.960626,0.214135,20126.000000,12292.000000
1687.913661,0.206185,17073.000000,10620.000000
1691.844566,0.213514,13814.000000,8449.000000
1694.787889,0.214177,11821.000000,7219.000000
1697.727049,0.203797,10202.000000,6381.000000
1700.662047,0.200103,8803.000000,5553.000000
