Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:11:55,,
Header Version:,1,,
System Temp hundredths:,2952,,
Detector Temp hundredths:,2801,,
Humidity hundredths:,4013,,
Lamp PD:,3694,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,32,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.218998,21515.000000,12994.000000
904.302718,0.219620,24552.000000,14807.000000
908.203423,0.214366,27294.000000,16661.000000
912.099965,0.225354,30233.000000,17994.000000
917.288880,0.235260,35154.000000,20451.000000
921.175709,0.236441,39950.000000,23178.000000
925.058377,0.229698,46021.000000,27118.000000
928.936881,0.235018,52998.000000,30849.000000
932.811223,0.234436,60222.000000,35101.000000
936.681403,0.232435,67147.000000,39318.000000
940.547420,0.230243,73468.000000,43237.000000
944.409274,0.231774,79411.000000,46570.000000
948.266966,0.230039,85015.000000,50056.000000
952.120496,0.231217,90779.000000,53305.000000
955.969862,0.228955,96657.000000,57053.000000
961.095876,0.230311,104792.000000,61662.000000
964.935531,0.230742,111238.000000,65390.000000
968.771023,0.233110,118062.000000,69024.000000
972.602352,0.229147,124925.000000,73706.000000
976.429518,0.229301,131994.000000,77849.000000
980.252523,0.227085,138967.000000,82381.000000
984.071364,0.230400,145920.000000,85845.000000
987.886043,0.227205,152894.000000,90612.000000
991.696560,0.225214,159155.000000,94756.000000
995.502914,0.222635,164870.000000,98743.000000
999.305106,0.221497,170645.000000,102470.000000
1004.368219,0.218266,177445.000000,107349.000000
1008.160698,0.217359,181697.000000,110151.000000
1011.949015,0.215948,185254.000000,112673.000000
1015.733168,0.215591,188105.000000,114501.000000
1019.513160,0.213656,190373.000000,116399.000000
1023.288989,0.213489,191858.000000,117352.000000
1027.060655,0.212051,192972.000000,118425.000000
1030.828159,0.211790,193493.000000,118816.000000
1034.591500,0.209444,193678.000000,119574.000000
1038.350679,0.207686,193541.000000,119974.000000
1042.105695,0.207105,193076.000000,119846.000000
1047.105908,0.207714,192145.000000,119101.000000
1050.851212,0.206066,191816.000000,119349.000000
1054.592353,0.204224,191081.000000,119397.000000
1058.329331,0.204239,190177.000000,118828.000000
1062.062147,0.203688,189720.000000,118693.000000
1065.790801,0.202521,189694.000000,118996.000000
1069.515292,0.199812,189652.000000,119714.000000
1073.235620,0.200046,189448.000000,119521.000000
1076.951786,0.200857,189405.000000,119271.000000
1080.663789,0.198580,189835.000000,120170.000000
1084.371630,0.197875,190358.000000,120697.000000
1089.308943,0.195543,190410.000000,121380.000000
1093.007071,0.196541,190988.000000,121469.000000
1096.701037,0.197516,191821.000000,121725.000000
1100.390840,0.196022,192263.000000,122426.000000
1104.076481,0.197995,192389.000000,121951.000000
1107.757959,0.198218,192652.000000,122055.000000
1111.435274,0.197127,193082.000000,122635.000000
1115.108427,0.198199,193234.000000,122429.000000
1118.777418,0.198201,193156.000000,122379.000000
1122.442246,0.197550,193177.000000,122576.000000
1126.102912,0.197517,193066.000000,122515.000000
1130.977324,0.200636,192839.000000,121495.000000
1134.628277,0.201014,192878.000000,121414.000000
1138.275067,0.202475,192903.000000,121022.000000
1141.917695,0.204954,192829.000000,120287.000000
1145.556160,0.205719,192832.000000,120077.000000
1149.190463,0.207936,192718.000000,119395.000000
1152.820603,0.211466,192844.000000,118506.000000
1156.446581,0.214738,193132.000000,117792.000000
1160.068396,0.218755,193399.000000,116869.000000
1163.686049,0.222310,193754.000000,116129.000000
1167.299539,0.224026,194327.000000,116013.000000
1172.111051,0.226646,195511.000000,116018.000000
1175.714828,0.229511,196715.000000,115965.000000
1179.314443,0.230871,198057.000000,116391.000000
1182.909896,0.230903,199867.000000,117446.000000
1186.501186,0.233734,201952.000000,117900.000000
1190.088313,0.236112,204430.000000,118695.000000
1193.671278,0.235787,206898.000000,120218.000000
1197.250081,0.236301,209514.000000,121594.000000
1200.824720,0.238360,212014.000000,122463.000000
1204.395198,0.238154,215006.000000,124250.000000
1207.961512,0.237948,218192.000000,126151.000000
1212.710124,0.239095,222697.000000,128416.000000
1216.266726,0.236601,226129.000000,131146.000000
1219.819166,0.234284,229879.000000,134034.000000
1223.367443,0.231947,233734.000000,137017.000000
1226.911558,0.231055,237415.000000,139461.000000
1230.451510,0.228452,241303.000000,142597.000000
1233.987299,0.227177,245662.000000,145600.000000
1237.518926,0.227327,249852.000000,148032.000000
1241.046391,0.225388,254116.000000,151232.000000
1244.569693,0.223114,258582.000000,154698.000000
1248.088832,0.222182,263190.000000,157793.000000
1252.774543,0.222467,269335.000000,161371.000000
1256.283970,0.223178,273320.000000,163491.000000
1259.789234,0.223921,277310.000000,165594.000000
1263.290336,0.222169,280944.000000,168442.000000
1266.787275,0.221425,284632.000000,170946.000000
1270.280052,0.219968,288252.000000,173702.000000
1273.768666,0.219686,293327.000000,176875.000000
1277.253118,0.217974,300332.000000,181814.000000
1280.733407,0.216329,308094.000000,187221.000000
1284.209534,0.215085,315432.000000,192230.000000
1287.681498,0.213702,322096.000000,196917.000000
1292.304308,0.213271,330682.000000,202367.000000
1295.766560,0.213175,336095.000000,205725.000000
1299.224649,0.212766,340804.000000,208804.000000
1302.678575,0.213399,345564.000000,211412.000000
1306.128339,0.214242,349871.000000,213632.000000
1309.573940,0.215111,353450.000000,215386.000000
1313.015379,0.215362,356528.000000,217136.000000
1316.452656,0.216117,359525.000000,218581.000000
1319.885770,0.217536,362042.000000,219393.000000
1323.314721,0.218686,363642.000000,219780.000000
1326.739510,0.220216,364791.000000,219699.000000
1331.299419,0.221997,366507.000000,219829.000000
1334.714496,0.223929,367277.000000,219313.000000
1338.125409,0.226386,367127.000000,217987.000000
1341.532160,0.228171,366818.000000,216910.000000
1344.934749,0.231353,366614.000000,215207.000000
1348.333175,0.233407,365783.000000,213706.000000
1351.727439,0.237207,364092.000000,210865.000000
1355.117540,0.239455,362052.000000,208601.000000
1358.503478,0.242282,359698.000000,205900.000000
1361.885254,0.244577,357366.000000,203487.000000
1365.262867,0.246402,354755.000000,201153.000000
1369.759877,0.250076,350829.000000,197251.000000
1373.127778,0.251582,348269.000000,195134.000000
1376.491516,0.255042,346275.000000,192477.000000
1379.851092,0.258361,344852.000000,190227.000000
1383.206505,0.262269,344168.000000,188149.000000
1386.557756,0.267790,344279.000000,185832.000000
1389.904844,0.274571,344388.000000,183011.000000
1393.247769,0.280056,344098.000000,180562.000000
1396.586533,0.288659,343654.000000,176792.000000
1399.921133,0.296639,343280.000000,173384.000000
1403.251571,0.306402,342962.000000,169373.000000
1407.685680,0.322853,342297.000000,162761.000000
1411.006406,0.337682,342159.000000,157234.000000
1414.322969,0.351700,341982.000000,152161.000000
1417.635369,0.365764,341763.000000,147218.000000
1420.943607,0.377848,341440.000000,143043.000000
1424.247682,0.387341,341371.000000,139922.000000
1427.547595,0.397108,341580.000000,136894.000000
1430.843345,0.404504,341810.000000,134673.000000
1434.134933,0.409370,341660.000000,133114.000000
1437.422358,0.413972,341831.000000,131777.000000
1440.705621,0.418267,341912.000000,130511.000000
1445.076830,0.423761,342009.000000,128907.000000
1448.350380,0.427560,341676.000000,127660.000000
1451.619767,0.429469,341251.000000,126942.000000
1454.884993,0.434866,340627.000000,125145.000000
1458.146055,0.436281,339855.000000,124455.000000
1461.402955,0.438910,338987.000000,123388.000000
1464.655693,0.442921,337912.000000,121866.000000
1467.904268,0.444896,336614.000000,120847.000000
1471.148680,0.448253,335386.000000,119479.000000
1474.388930,0.448278,334268.000000,119074.000000
1477.625017,0.451183,332996.000000,117830.000000
1481.933325,0.452601,331210.000000,116816.000000
1485.159700,0.452360,329847.000000,116400.000000
1488.381912,0.453962,328376.000000,115454.000000
1491.599962,0.456101,326833.000000,114347.000000
1494.813849,0.455231,325052.000000,113952.000000
1498.023574,0.453371,323143.000000,113769.000000
1501.229136,0.450609,321148.000000,113788.000000
1504.430536,0.446463,319148.000000,114164.000000
1507.627773,0.444273,317184.000000,114035.000000
1510.820847,0.440567,314847.000000,114165.000000
1514.009759,0.437734,312452.000000,114038.000000
1518.255167,0.435507,309396.000000,113503.000000
1521.434366,0.433011,307062.000000,113296.000000
1524.609403,0.430979,304606.000000,112917.000000
1527.780278,0.427448,301861.000000,112813.000000
1530.946990,0.427297,299041.000000,111798.000000
1534.109539,0.423927,296167.000000,111586.000000
1537.267926,0.423108,293410.000000,110756.000000
1540.422150,0.419936,290499.000000,110461.000000
1543.572212,0.415628,287288.000000,110329.000000
1546.718111,0.413949,284037.000000,109503.000000
1549.859847,0.412148,280599.000000,108627.000000
1554.042355,0.411670,276296.000000,107079.000000
1557.174379,0.410083,272892.000000,106147.000000
1560.302240,0.408816,269185.000000,105011.000000
1563.425939,0.406769,265475.000000,104053.000000
1566.545476,0.404500,261995.000000,103227.000000
1569.660850,0.404720,258149.000000,101660.000000
1572.772061,0.403873,254361.000000,100364.000000
1575.879110,0.403103,250432.000000,98989.000000
1578.981997,0.399748,246303.000000,98112.000000
1582.080720,0.402940,242258.000000,95794.000000
1585.175282,0.399841,238110.000000,94828.000000
1589.294888,0.398545,232516.000000,92877.000000
1592.379737,0.397167,228081.000000,91395.000000
1595.460423,0.393939,223920.000000,90397.000000
1598.536947,0.391747,219564.000000,89087.000000
1601.609308,0.393301,215256.000000,87027.000000
1604.677507,0.389826,211001.000000,85992.000000
1607.741543,0.387823,206310.000000,84469.000000
1610.801417,0.386497,201683.000000,82827.000000
1613.857128,0.383559,197249.000000,81556.000000
1616.908676,0.382751,192851.000000,79886.000000
1619.956062,0.381260,188235.000000,78242.000000
1624.012768,0.379439,182124.000000,76020.000000
1627.050442,0.378687,177676.000000,74292.000000
1630.083953,0.379942,173242.000000,72229.000000
1633.113301,0.376058,168752.000000,70989.000000
1636.138487,0.375640,164075.000000,69088.000000
1639.159510,0.374651,159579.000000,67348.000000
1642.176371,0.374270,155282.000000,65592.000000
1645.189069,0.372800,150489.000000,63783.000000
1648.197605,0.368643,145307.000000,62179.000000
1651.201978,0.368706,139770.000000,59801.000000
1654.202188,0.365472,133743.000000,57650.000000
1658.195994,0.371140,124646.000000,53032.000000
1661.186492,0.366325,116877.000000,50281.000000
1664.172828,0.367466,108207.000000,46429.000000
1667.155001,0.369169,98225.000000,41981.000000
1670.133011,0.373014,87586.000000,37104.000000
1673.106859,0.377165,76523.000000,32109.000000
1676.076545,0.370695,65807.000000,28027.000000
1679.042067,0.373510,56106.000000,23741.000000
1682.003428,0.379359,47549.000000,19851.000000
1684.960626,0.391865,40253.000000,16328.000000
1687.913661,0.387162,34147.000000,14002.000000
1691.844566,0.394464,27628.000000,11140.000000
1694.787889,0.396025,23643.000000,9499.000000
1697.727049,0.395637,20404.000000,8205.000000
1700.662047,0.387906,17606.000000,7207.000000
