Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:28:48,,
Header Version:,1,,
System Temp hundredths:,3130,,
Detector Temp hundredths:,3004,,
Humidity hundredths:,3759,,
Lamp PD:,3754,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.034262,10757.000000,11640.000000
904.302718,-0.024953,12276.000000,13002.000000
908.203423,-0.034696,13647.000000,14782.000000
912.099965,-0.014133,15116.000000,15616.000000
917.288880,-0.001012,17577.000000,17618.000000
921.175709,-0.002125,19975.000000,20073.000000
925.058377,-0.007318,23010.000000,23401.000000
928.936881,-0.000884,26499.000000,26553.000000
932.811223,0.003504,30111.000000,29869.000000
936.681403,0.003429,33573.000000,33309.000000
940.547420,0.003180,36734.000000,36466.000000
944.409274,0.005670,39705.000000,39190.000000
948.266966,0.004560,42507.000000,42063.000000
952.120496,0.007538,45389.000000,44608.000000
955.969862,0.005435,48328.000000,47727.000000
961.095876,0.010054,52396.000000,51197.000000
964.935531,0.012371,55619.000000,54057.000000
968.771023,0.015167,59031.000000,57005.000000
972.602352,0.009952,62462.000000,61047.000000
976.429518,0.013677,65997.000000,63951.000000
980.252523,0.011880,69483.000000,67608.000000
984.071364,0.015204,72960.000000,70450.000000
987.886043,0.014757,76447.000000,73893.000000
991.696560,0.013024,79577.000000,77226.000000
995.502914,0.011824,82435.000000,80221.000000
999.305106,0.011643,85322.000000,83065.000000
1004.368219,0.008947,88722.000000,86913.000000
1008.160698,0.009834,90848.000000,88814.000000
1011.949015,0.007133,92627.000000,91118.000000
1015.733168,0.007626,94052.000000,92415.000000
1019.513160,0.006463,95186.000000,93780.000000
1023.288989,0.006960,95929.000000,94404.000000
1027.060655,0.005654,96486.000000,95238.000000
1030.828159,0.006208,96746.000000,95373.000000
1034.591500,0.004721,96839.000000,95792.000000
1038.350679,0.002697,96770.000000,96171.000000
1042.105695,0.002509,96538.000000,95982.000000
1047.105908,0.002689,96072.000000,95479.000000
1050.851212,0.001515,95908.000000,95574.000000
1054.592353,-0.000581,95540.000000,95668.000000
1058.329331,-0.000050,95088.000000,95099.000000
1062.062147,-0.000073,94860.000000,94876.000000
1065.790801,-0.001504,94847.000000,95176.000000
1069.515292,-0.003885,94826.000000,95678.000000
1073.235620,-0.003598,94724.000000,95512.000000
1076.951786,-0.004199,94702.000000,95622.000000
1080.663789,-0.006016,94917.000000,96241.000000
1084.371630,-0.006962,95179.000000,96717.000000
1089.308943,-0.010345,95205.000000,97500.000000
1093.007071,-0.009505,95494.000000,97607.000000
1096.701037,-0.009127,95910.000000,97947.000000
1100.390840,-0.010515,96131.000000,98487.000000
1104.076481,-0.009825,96194.000000,98395.000000
1107.757959,-0.009494,96326.000000,98455.000000
1111.435274,-0.010080,96541.000000,98808.000000
1115.108427,-0.009563,96617.000000,98768.000000
1118.777418,-0.011011,96578.000000,99058.000000
1122.442246,-0.011229,96588.000000,99118.000000
1126.102912,-0.012098,96533.000000,99260.000000
1130.977324,-0.010937,96419.000000,98878.000000
1134.628277,-0.012727,96439.000000,99307.000000
1138.275067,-0.012717,96451.000000,99317.000000
1141.917695,-0.011982,96414.000000,99111.000000
1145.556160,-0.012870,96416.000000,99316.000000
1149.190463,-0.014053,96359.000000,99528.000000
1152.820603,-0.013145,96422.000000,99385.000000
1156.446581,-0.013282,96566.000000,99565.000000
1160.068396,-0.012768,96699.000000,99584.000000
1163.686049,-0.011746,96877.000000,99533.000000
1167.299539,-0.012238,97163.000000,99940.000000
1172.111051,-0.012101,97755.000000,100517.000000
1175.714828,-0.010332,98357.000000,100725.000000
1179.314443,-0.010588,99028.000000,101472.000000
1182.909896,-0.010273,99933.000000,102325.000000
1186.501186,-0.007627,100976.000000,102765.000000
1190.088313,-0.005178,102215.000000,103441.000000
1193.671278,-0.005444,103449.000000,104754.000000
1197.250081,-0.003912,104757.000000,105705.000000
1200.824720,-0.002088,106007.000000,106518.000000
1204.395198,-0.001794,107503.000000,107948.000000
1207.961512,-0.000938,109096.000000,109332.000000
1212.710124,0.002221,111348.000000,110780.000000
1216.266726,0.001065,113064.000000,112787.000000
1219.819166,0.000420,114939.000000,114828.000000
1223.367443,0.001008,116867.000000,116596.000000
1226.911558,0.000454,118707.000000,118583.000000
1230.451510,-0.001061,120651.000000,120946.000000
1233.987299,-0.001260,122831.000000,123188.000000
1237.518926,-0.000938,124926.000000,125196.000000
1241.046391,-0.002621,127058.000000,127827.000000
1244.569693,-0.004049,129291.000000,130502.000000
1248.088832,-0.004841,131595.000000,133070.000000
1252.774543,-0.004661,134667.000000,136120.000000
1256.283970,-0.003479,136660.000000,137759.000000
1259.789234,-0.002723,138655.000000,139527.000000
1263.290336,-0.004582,140472.000000,141962.000000
1266.787275,-0.004876,142316.000000,143923.000000
1270.280052,-0.006935,144126.000000,146446.000000
1273.768666,-0.007049,146663.000000,149063.000000
1277.253118,-0.008891,150166.000000,153272.000000
1280.733407,-0.009884,154047.000000,157593.000000
1284.209534,-0.010912,157716.000000,161729.000000
1287.681498,-0.012210,161048.000000,165640.000000
1292.304308,-0.011828,165341.000000,169906.000000
1295.766560,-0.011957,168047.000000,172738.000000
1299.224649,-0.012639,170402.000000,175434.000000
1302.678575,-0.012372,172782.000000,177775.000000
1306.128339,-0.012005,174935.000000,179838.000000
1309.573940,-0.011016,176725.000000,181265.000000
1313.015379,-0.011447,178264.000000,183025.000000
1316.452656,-0.011513,179762.000000,184591.000000
1319.885770,-0.010374,181021.000000,185397.000000
1323.314721,-0.010154,181821.000000,186122.000000
1326.739510,-0.009994,182395.000000,186641.000000
1331.299419,-0.009116,183253.000000,187140.000000
1334.714496,-0.009682,183638.000000,187778.000000
1338.125409,-0.008750,183563.000000,187299.000000
1341.532160,-0.008572,183409.000000,187065.000000
1344.934749,-0.007719,183307.000000,186594.000000
1348.333175,-0.008165,182891.000000,186362.000000
1351.727439,-0.007059,182046.000000,185029.000000
1355.117540,-0.006779,181026.000000,183874.000000
1358.503478,-0.006548,179849.000000,182581.000000
1361.885254,-0.006465,178683.000000,181363.000000
1365.262867,-0.006556,177377.000000,180075.000000
1369.759877,-0.004279,175414.000000,177151.000000
1373.127778,-0.003537,174134.000000,175558.000000
1376.491516,-0.000133,173137.000000,173190.000000
1379.851092,0.003233,172426.000000,171147.000000
1383.206505,0.008430,172084.000000,168776.000000
1386.557756,0.015013,172139.000000,166290.000000
1389.904844,0.019219,172194.000000,164740.000000
1393.247769,0.018403,172049.000000,164911.000000
1396.586533,0.018469,171827.000000,164673.000000
1399.921133,0.018780,171640.000000,164376.000000
1403.251571,0.022100,171481.000000,162973.000000
1407.685680,0.028848,171148.000000,160149.000000
1411.006406,0.035880,171079.000000,157513.000000
1414.322969,0.041302,170991.000000,155479.000000
1417.635369,0.046492,170881.000000,153533.000000
1420.943607,0.052319,170720.000000,151344.000000
1424.247682,0.056802,170685.000000,149759.000000
1427.547595,0.061975,170790.000000,148077.000000
1430.843345,0.066399,170905.000000,146675.000000
1434.134933,0.067869,170830.000000,146115.000000
1437.422358,0.070727,170915.000000,145229.000000
1440.705621,0.072689,170956.000000,144609.000000
1445.076830,0.075550,171004.000000,143700.000000
1448.350380,0.078154,170838.000000,142702.000000
1451.619767,0.078588,170625.000000,142382.000000
1454.884993,0.081647,170313.000000,141124.000000
1458.146055,0.082561,169927.000000,140508.000000
1461.402955,0.082875,169493.000000,140048.000000
1464.655693,0.084456,168956.000000,139097.000000
1467.904268,0.084279,168307.000000,138619.000000
1471.148680,0.084856,167693.000000,137930.000000
1474.388930,0.084137,167134.000000,137698.000000
1477.625017,0.085215,166498.000000,136834.000000
1481.933325,0.085330,165605.000000,136064.000000
1485.159700,0.084027,164923.000000,135911.000000
1488.381912,0.084095,164188.000000,135284.000000
1491.599962,0.085118,163416.000000,134331.000000
1494.813849,0.084217,162526.000000,133877.000000
