Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 0:10:31,,
Header Version:,1,,
System Temp hundredths:,2944,,
Detector Temp hundredths:,2768,,
Humidity hundredths:,4207,,
Lamp PD:,3683,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,32,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.419457,21515.000000,8190.000000
904.302718,0.379660,24552.000000,10243.000000
908.203423,0.355513,27294.000000,12038.000000
912.099965,0.363608,30233.000000,13088.000000
917.288880,0.394697,35154.000000,14167.000000
921.175709,0.398076,39950.000000,15975.000000
925.058377,0.379270,46021.000000,19217.000000
928.936881,0.380575,52998.000000,22064.000000
932.811223,0.370109,60222.000000,25683.000000
936.681403,0.374627,67147.000000,28340.000000
940.547420,0.365368,73468.000000,31676.000000
944.409274,0.354499,79411.000000,35106.000000
948.266966,0.344419,85015.000000,38466.000000
952.120496,0.356751,90779.000000,39924.000000
955.969862,0.349378,96657.000000,43237.000000
961.095876,0.332158,104792.000000,48772.000000
964.935531,0.327702,111238.000000,52306.000000
968.771023,0.330391,118062.000000,55172.000000
972.602352,0.323756,124925.000000,59278.000000
976.429518,0.310570,131994.000000,64563.000000
980.252523,0.298776,138967.000000,69845.000000
984.071364,0.309888,145920.000000,71487.000000
987.886043,0.294048,152894.000000,77686.000000
991.696560,0.285340,159155.000000,82505.000000
995.502914,0.279118,164870.000000,86701.000000
999.305106,0.278421,170645.000000,89882.000000
1004.368219,0.272237,177445.000000,94804.000000
1008.160698,0.263989,181697.000000,98937.000000
1011.949015,0.265442,185254.000000,100537.000000
1015.733168,0.261078,188105.000000,103115.000000
1019.513160,0.258077,190373.000000,105082.000000
1023.288989,0.254730,191858.000000,106721.000000
1027.060655,0.248506,192972.000000,108890.000000
1030.828159,0.252607,193493.000000,108158.000000
1034.591500,0.244682,193678.000000,110255.000000
1038.350679,0.238969,193541.000000,111636.000000
1042.105695,0.236185,193076.000000,112084.000000
1047.105908,0.239046,192145.000000,110811.000000
1050.851212,0.234544,191816.000000,111774.000000
1054.592353,0.233300,191081.000000,111665.000000
1058.329331,0.229324,190177.000000,112159.000000
1062.062147,0.229454,189720.000000,111856.000000
1065.790801,0.229336,189694.000000,111871.000000
1069.515292,0.222273,189652.000000,113680.000000
1073.235620,0.220140,189448.000000,114117.000000
1076.951786,0.224940,189405.000000,112837.000000
1080.663789,0.217448,189835.000000,115061.000000
1084.371630,0.213864,190358.000000,116334.000000
1089.308943,0.211033,190410.000000,117127.000000
1093.007071,0.212527,190988.000000,117079.000000
1096.701037,0.213631,191821.000000,117291.000000
1100.390840,0.205725,192263.000000,119721.000000
1104.076481,0.212541,192389.000000,117934.000000
1107.757959,0.211510,192652.000000,118376.000000
1111.435274,0.205400,193082.000000,120321.000000
1115.108427,0.208588,193234.000000,119535.000000
1118.777418,0.207868,193156.000000,119685.000000
1122.442246,0.205228,193177.000000,120428.000000
1126.102912,0.202196,193066.000000,121202.000000
1130.977324,0.205327,192839.000000,120190.000000
1134.628277,0.204040,192878.000000,120571.000000
1138.275067,0.201156,192903.000000,121390.000000
1141.917695,0.202025,192829.000000,121101.000000
1145.556160,0.195952,192832.000000,122808.000000
1149.190463,0.200818,192718.000000,121368.000000
1152.820603,0.202137,192844.000000,121079.000000
1156.446581,0.197130,193132.000000,122666.000000
1160.068396,0.197935,193399.000000,122608.000000
1163.686049,0.199771,193754.000000,122315.000000
1167.299539,0.196813,194327.000000,123515.000000
1172.111051,0.195563,195511.000000,124626.000000
1175.714828,0.194634,196715.000000,125662.000000
1179.314443,0.198513,198057.000000,125394.000000
1182.909896,0.194095,199867.000000,127834.000000
1186.501186,0.194241,201952.000000,129124.000000
1190.088313,0.198204,204430.000000,129521.000000
1193.671278,0.196916,206898.000000,131474.000000
1197.250081,0.199410,209514.000000,132374.000000
1200.824720,0.200903,212014.000000,133494.000000
1204.395198,0.197633,215006.000000,136401.000000
1207.961512,0.200082,218192.000000,137644.000000
1212.710124,0.199226,222697.000000,140763.000000
1216.266726,0.202466,226129.000000,141870.000000
1219.819166,0.202600,229879.000000,144178.000000
1223.367443,0.196233,233734.000000,148761.000000
1226.911558,0.201722,237415.000000,149206.000000
1230.451510,0.199313,241303.000000,152493.000000
1233.987299,0.196852,245662.000000,156130.000000
1237.518926,0.199942,249852.000000,157667.000000
1241.046391,0.197349,254116.000000,161318.000000
1244.569693,0.195262,258582.000000,164944.000000
1248.088832,0.195020,263190.000000,167977.000000
1252.774543,0.196449,269335.000000,171334.000000
1256.283970,0.194931,273320.000000,174478.000000
1259.789234,0.198661,277310.000000,175511.000000
1263.290336,0.197902,280944.000000,178122.000000
1266.787275,0.192533,284632.000000,182705.000000
1270.280052,0.194997,288252.000000,183982.000000
1273.768666,0.195610,293327.000000,186957.000000
1277.253118,0.193808,300332.000000,192218.000000
1280.733407,0.189712,308094.000000,199054.000000
1284.209534,0.187769,315432.000000,204709.000000
1287.681498,0.189244,322096.000000,208325.000000
1292.304308,0.187973,330682.000000,214505.000000
1295.766560,0.186846,336095.000000,218583.000000
1299.224649,0.186107,340804.000000,222023.000000
1302.678575,0.187202,345564.000000,224557.000000
1306.128339,0.187997,349871.000000,226940.000000
1309.573940,0.186240,353450.000000,230191.000000
1313.015379,0.187813,356528.000000,231356.000000
1316.452656,0.188202,359525.000000,233092.000000
1319.885770,0.187412,362042.000000,235151.000000
1323.314721,0.187503,363642.000000,236141.000000
1326.739510,0.188514,364791.000000,236336.000000
1331.299419,0.185594,366507.000000,239050.000000
1334.714496,0.189056,367277.000000,237650.000000
1338.125409,0.189782,367127.000000,237156.000000
1341.532160,0.189190,366818.000000,237280.000000
1344.934749,0.189523,366614.000000,236966.000000
1348.333175,0.190069,365783.000000,236132.000000
1351.727439,0.192757,364092.000000,233590.000000
1355.117540,0.190393,362052.000000,233549.000000
1358.503478,0.190536,359698.000000,231954.000000
1361.885254,0.191986,357366.000000,229682.000000
1365.262867,0.190919,354755.000000,228565.000000
1369.759877,0.193104,350829.000000,224901.000000
1373.127778,0.191578,348269.000000,224046.000000
1376.491516,0.194132,346275.000000,221457.000000
1379.851092,0.195981,344852.000000,219610.000000
1383.206505,0.197892,344168.000000,218212.000000
1386.557756,0.198488,344279.000000,217983.000000
1389.904844,0.201349,344388.000000,216620.000000
1393.247769,0.200851,344098.000000,216686.000000
1396.586533,0.203215,343654.000000,215232.000000
1399.921133,0.202895,343280.000000,215156.000000
1403.251571,0.204264,342962.000000,214280.000000
1407.685680,0.211465,342297.000000,210348.000000
1411.006406,0.217453,342159.000000,207384.000000
1414.322969,0.218877,341982.000000,206598.000000
