Method:,Hadamard,,
Host Date-Time:,27/8/18 @ 2:12:25,,
Header Version:,1,,
System Temp hundredths:,2960,,
Detector Temp hundredths:,2803,,
Humidity hundredths:,4003,,
Lamp PD:,3693,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,0.735320,43030.000000,7915.000000
904.302718,0.748762,49104.000000,8757.000000
908.203423,0.739842,54588.000000,9937.000000
912.099965,0.749134,60466.000000,10774.000000
917.288880,0.761506,70309.000000,12176.000000
921.175709,0.759725,79901.000000,13894.000000
925.058377,0.749010,92042.000000,16405.000000
928.936881,0.749338,105997.000000,18878.000000
932.811223,0.750071,120445.000000,21415.000000
936.681403,0.750135,134295.000000,23874.000000
940.547420,0.744850,146936.000000,26441.000000
944.409274,0.746755,158823.000000,28455.000000
948.266966,0.740384,170030.000000,30913.000000
952.120496,0.740333,181559.000000,33013.000000
955.969862,0.734572,193315.000000,35620.000000
961.095876,0.730051,209585.000000,39022.000000
964.935531,0.727399,222477.000000,41676.000000
968.771023,0.723476,236125.000000,44634.000000
972.602352,0.713572,249851.000000,48318.000000
976.429518,0.711519,263989.000000,51294.000000
980.252523,0.706590,277934.000000,54620.000000
984.071364,0.702115,291841.000000,57947.000000
987.886043,0.698032,305789.000000,61290.000000
991.696560,0.693063,318311.000000,64534.000000
995.502914,0.685695,329740.000000,67995.000000
999.305106,0.681205,341290.000000,71108.000000
1004.368219,0.673749,354890.000000,75222.000000
1008.160698,0.668890,363394.000000,77891.000000
1011.949015,0.664072,370509.000000,80302.000000
1015.733168,0.658771,376210.000000,82539.000000
1019.513160,0.655401,380746.000000,84185.000000
1023.288989,0.651617,383716.000000,85584.000000
1027.060655,0.648617,385945.000000,86678.000000
1030.828159,0.645103,386987.000000,87618.000000
1034.591500,0.642387,387357.000000,88252.000000
1038.350679,0.641095,387082.000000,88452.000000
1042.105695,0.639370,386153.000000,88591.000000
1047.105908,0.639871,384290.000000,88062.000000
1050.851212,0.637055,383632.000000,88483.000000
1054.592353,0.636459,382162.000000,88265.000000
1058.329331,0.635898,380354.000000,87961.000000
1062.062147,0.636482,379441.000000,87632.000000
1065.790801,0.636367,379389.000000,87643.000000
1069.515292,0.634521,379305.000000,87997.000000
1073.235620,0.637884,378896.000000,87224.000000
1076.951786,0.637651,378810.000000,87251.000000
1080.663789,0.637512,379670.000000,87477.000000
1084.371630,0.639403,380716.000000,87337.000000
1089.308943,0.638657,380820.000000,87511.000000
1093.007071,0.640948,381977.000000,87315.000000
1096.701037,0.641870,383643.000000,87510.000000
1100.390840,0.643788,384527.000000,87325.000000
1104.076481,0.647923,384778.000000,86554.000000
1107.757959,0.649733,385305.000000,86312.000000
1111.435274,0.650219,386165.000000,86408.000000
1115.108427,0.653501,386469.000000,85825.000000
1118.777418,0.654764,386312.000000,85541.000000
1122.442246,0.656690,386355.000000,85172.000000
1126.102912,0.658243,386132.000000,84819.000000
1130.977324,0.663625,385679.000000,83676.000000
1134.628277,0.666539,385756.000000,83133.000000
1138.275067,0.669264,385807.000000,82624.000000
1141.917695,0.673253,385658.000000,81837.000000
1145.556160,0.676012,385664.000000,81320.000000
1149.190463,0.679430,385437.000000,80635.000000
1152.820603,0.684055,385689.000000,79833.000000
1156.446581,0.688561,386265.000000,79127.000000
1160.068396,0.691995,386798.000000,78612.000000
1163.686049,0.698426,387509.000000,77599.000000
1167.299539,0.701552,388654.000000,77270.000000
1172.111051,0.704989,391022.000000,77128.000000
1175.714828,0.708219,393430.000000,77028.000000
1179.314443,0.709287,396114.000000,77363.000000
1182.909896,0.710557,399734.000000,77842.000000
1186.501186,0.714118,403905.000000,78012.000000
1190.088313,0.715666,408860.000000,78688.000000
1193.671278,0.713958,413797.000000,79952.000000
1197.250081,0.715462,419029.000000,80683.000000
1200.824720,0.716978,424028.000000,81361.000000
1204.395198,0.715052,430012.000000,82876.000000
1207.961512,0.715591,436385.000000,84000.000000
1212.710124,0.715886,445395.000000,85676.000000
1216.266726,0.713468,452258.000000,87482.000000
1219.819166,0.710721,459758.000000,89497.000000
1223.367443,0.707445,467469.000000,91687.000000
1226.911558,0.706932,474831.000000,93241.000000
1230.451510,0.701974,482607.000000,95856.000000
1233.987299,0.701531,491324.000000,97687.000000
1237.518926,0.700785,499704.000000,99524.000000
1241.046391,0.697263,508233.000000,102047.000000
1244.569693,0.694171,517164.000000,104582.000000
1248.088832,0.692976,526380.000000,106739.000000
1252.774543,0.689989,538670.000000,109985.000000
1256.283970,0.689416,546641.000000,111760.000000
1259.789234,0.689566,554620.000000,113352.000000
1263.290336,0.686595,561889.000000,115626.000000
1266.787275,0.684191,569265.000000,117794.000000
1270.280052,0.682027,576505.000000,119888.000000
1273.768666,0.680288,586654.000000,122488.000000
1277.253118,0.677466,600665.000000,126231.000000
1280.733407,0.674149,616188.000000,130486.000000
1284.209534,0.672333,630865.000000,134154.000000
1287.681498,0.668439,644193.000000,138222.000000
1292.304308,0.665880,661364.000000,142745.000000
1295.766560,0.665223,672190.000000,145301.000000
1299.224649,0.662900,681608.000000,148127.000000
1302.678575,0.661602,691129.000000,150646.000000
1306.128339,0.661591,699742.000000,152527.000000
1309.573940,0.661502,706901.000000,154119.000000
1313.015379,0.661115,713057.000000,155600.000000
1316.452656,0.661001,719050.000000,156949.000000
1319.885770,0.661644,724085.000000,157814.000000
1323.314721,0.662075,727284.000000,158354.000000
1326.739510,0.662437,729582.000000,158722.000000
1331.299419,0.664317,733015.000000,158780.000000
1334.714496,0.665496,734554.000000,158682.000000
1338.125409,0.666921,734255.000000,158098.000000
1341.532160,0.668518,733637.000000,157385.000000
1344.934749,0.670375,733228.000000,156626.000000
1348.333175,0.671987,731566.000000,155692.000000
1351.727439,0.675153,728185.000000,153847.000000
1355.117540,0.677666,724104.000000,152102.000000
1358.503478,0.679435,719397.000000,150499.000000
1361.885254,0.681095,714733.000000,148953.000000
1365.262867,0.682234,709510.000000,147477.000000
1369.759877,0.685327,701658.000000,144810.000000
1373.127778,0.686668,696538.000000,143310.000000
1376.491516,0.689864,692550.000000,141445.000000
1379.851092,0.692327,689704.000000,140067.000000
1383.206505,0.696555,688337.000000,138435.000000
1386.557756,0.701915,688558.000000,136781.000000
1389.904844,0.708469,688777.000000,134775.000000
1393.247769,0.715261,688197.000000,132572.000000
1396.586533,0.723449,687308.000000,129928.000000
1399.921133,0.730739,686560.000000,127626.000000
1403.251571,0.740316,685924.000000,124727.000000
1407.685680,0.755706,684594.000000,120151.000000
1411.006406,0.769086,684319.000000,116459.000000
1414.322969,0.780922,683964.000000,113269.000000
1417.635369,0.792306,683527.000000,110268.000000
1420.943607,0.802658,682881.000000,107569.000000
1424.247682,0.811404,682743.000000,105403.000000
1427.547595,0.819226,683161.000000,103585.000000
1430.843345,0.827221,683621.000000,101764.000000
1434.134933,0.830772,683320.000000,100891.000000
1437.422358,0.835968,683663.000000,99741.000000
1440.705621,0.841769,683825.000000,98441.000000
1445.076830,0.846130,684018.000000,97485.000000
1448.350380,0.850014,683352.000000,96523.000000
1451.619767,0.853192,682502.000000,95700.000000
1454.884993,0.857266,681254.000000,94633.000000
1458.146055,0.860311,679710.000000,93759.000000
1461.402955,0.862362,677975.000000,93079.000000
1464.655693,0.865546,675825.000000,92106.000000
1467.904268,0.867492,673229.000000,91342.000000
1471.148680,0.870483,670772.000000,90384.000000
1474.388930,0.871737,668536.000000,89823.000000
1477.625017,0.875860,665993.000000,88636.000000
1481.933325,0.877238,662420.000000,87881.000000
1485.159700,0.879599,659694.000000,87045.000000
1488.381912,0.881970,656753.000000,86185.000000
1491.599962,0.885008,653666.000000,85182.000000
1494.813849,0.884065,650104.000000,84902.000000
1498.023574,0.881891,646286.000000,84827.000000
1501.229136,0.880622,642296.000000,84550.000000
1504.430536,0.878444,638297.000000,84446.000000
1507.627773,0.877391,634369.000000,84130.000000
1510.820847,0.873086,629695.000000,84342.000000
1514.009759,0.869775,624905.000000,84341.000000
1518.255167,0.867757,618792.000000,83905.000000
1521.434366,0.865152,614124.000000,83773.000000
1524.609403,0.863916,609213.000000,83340.000000
1527.780278,0.859745,603723.000000,83386.000000
1530.946990,0.858055,598083.000000,82929.000000
1534.109539,0.855765,592334.000000,82566.000000
1537.267926,0.853169,586821.000000,82288.000000
1540.422150,0.851183,580999.000000,81845.000000
1543.572212,0.846728,574577.000000,81775.000000
1546.718111,0.846301,568074.000000,80929.000000
1549.859847,0.844963,561198.000000,80196.000000
1554.042355,0.845223,552592.000000,78919.000000
1557.174379,0.845311,545785.000000,77931.000000
1560.302240,0.843627,538370.000000,77171.000000
