Method:,Hadamard,,
Host Date-Time:,6/5/18 @ 17:43:28,,
Header Version:,1,,
System Temp hundredths:,3092,,
Detector Temp hundredths:,2991,,
Humidity hundredths:,3859,,
Lamp PD:,3756,,
Shift Vector Coefficients:,-12.3419,0.0873806,-0.000149817,,
Pixel to Wavelength Coefficients:,1814.65,-0.922138,-0.000231252,,
Serial Number:,5490081,,
Scan Config Name:,Hadamard,,
Scan Config Type:,1,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,7,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,16,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.397851,-0.023955,10757.000000,11367.000000
904.302718,-0.013617,12276.000000,12667.000000
908.203423,-0.019174,13647.000000,14263.000000
912.099965,-0.004487,15116.000000,15273.000000
917.288880,0.005545,17577.000000,17354.000000
921.175709,0.006705,19975.000000,19669.000000
925.058377,0.001683,23010.000000,22921.000000
928.936881,0.007655,26499.000000,26036.000000
932.811223,0.008992,30111.000000,29494.000000
936.681403,0.008649,33573.000000,32911.000000
940.547420,0.006252,36734.000000,36209.000000
944.409274,0.008628,39705.000000,38924.000000
948.266966,0.008189,42507.000000,41713.000000
952.120496,0.010969,45389.000000,44257.000000
955.969862,0.009815,48328.000000,47248.000000
961.095876,0.014059,52396.000000,50727.000000
964.935531,0.015767,55619.000000,53636.000000
968.771023,0.018594,59031.000000,56557.000000
972.602352,0.013968,62462.000000,60485.000000
976.429518,0.017846,65997.000000,63340.000000
980.252523,0.016972,69483.000000,66820.000000
984.071364,0.019927,72960.000000,69688.000000
987.886043,0.020746,76447.000000,72881.000000
991.696560,0.021113,79577.000000,75801.000000
995.502914,0.021613,82435.000000,78433.000000
999.305106,0.023585,85322.000000,80812.000000
1004.368219,0.024104,88722.000000,83932.000000
1008.160698,0.026207,90848.000000,85528.000000
1011.949015,0.025927,92627.000000,87259.000000
1015.733168,0.026876,94052.000000,88408.000000
1019.513160,0.027274,95186.000000,89392.000000
1023.288989,0.028026,95929.000000,89934.000000
